Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:    Санчурская																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012					
1	"Число избирателей, внесенных в списки"	10491	1651	1888	796	267	239	246	374	702	300	344	647	184	214	393	666	384	226	337	452	181					
2	"Число бюллетеней, полученных участковыми комиссиями"	10485	1649	1805	782	253	245	246	387	705	297	339	664	191	201	402	692	399	229	342	463	194					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5231	899	964	407	146	108	129	207	346	136	155	305	78	75	157	333	154	125	190	251	66					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1358	45	96	41	31	44	37	44	111	30	67	89	24	76	89	193	115	30	53	87	56					
6	Число погашенных бюллетеней	3896	705	745	334	76	93	80	136	248	131	117	270	89	50	156	166	130	74	99	125	72					
7	Число бюллетеней в переносных ящиках для голосования	1358	45	96	41	31	44	37	44	111	30	67	89	24	76	89	193	115	30	53	87	56					
8	Число бюллетеней в стационарных ящиках для голосования	5230	898	964	407	146	108	129	207	346	136	155	305	78	75	157	333	154	125	190	251	66					
9	Число недействительных бюллетеней	88	21	16	2	3	1	0	2	6	1	4	5	2	0	2	3	4	4	4	4	4					
10	Число действительных бюллетеней	6500	922	1044	446	174	151	166	249	451	165	218	389	100	151	244	523	265	151	239	334	118					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	15	15	10	3	3	3	3	7	3	3	6	2	2	4	6	3	3	3	4	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	41	11	9	1	1	0	0	2	5	0	0	1	0	1	0	6	2	0	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	4	5	0	2	1	2	0	0	1	0	0	0	0	3	2	0	2	1	4	0					
14	Число погашенных открепительных удостоверений	59	4	6	9	2	3	3	1	2	3	3	5	2	1	4	0	1	3	1	4	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	75	16	5	4	5	1	3	6	5	2	1	4	1	1	2	2	6	1	4	2	4					
		1.13%	1.69%	0.47%	0.89%	2.82%	0.65%	1.80%	2.39%	1.09%	1.20%	0.45%	1.01%	0.98%	0.66%	0.81%	0.38%	2.23%	0.64%	1.64%	0.59%	3.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	53	6	10	4	0	0	2	4	3	1	1	6	0	1	1	3	3	2	1	5	0					
		0.80%	0.63%	0.94%	0.89%	0.0%	0.0%	1.20%	1.59%	0.65%	0.60%	0.45%	1.52%	0.0%	0.66%	0.40%	0.57%	1.11%	1.29%	0.41%	1.47%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	246	52	54	10	5	4	2	5	15	3	5	10	6	7	17	10	17	2	9	6	7					
		3.73%	5.51%	5.09%	2.23%	2.82%	2.63%	1.20%	1.99%	3.28%	1.80%	2.25%	2.53%	5.88%	4.63%	6.91%	1.90%	6.31%	1.29%	3.70%	1.77%	5.73%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	92	18	16	5	2	1	3	5	4	1	1	2	4	4	1	8	1	1	5	6	4					
		1.39%	1.90%	1.50%	1.11%	1.12%	0.65%	1.80%	1.99%	0.87%	0.60%	0.45%	0.50%	3.92%	2.64%	0.40%	1.52%	0.37%	0.64%	2.05%	1.77%	3.27%					
22	"5. ""За Русь Святую"""	97	4	6	6	3	1	2	1	2	9	5	11	0	3	3	22	5	3	4	3	4					
		1.47%	0.42%	0.56%	1.33%	1.69%	0.65%	1.20%	0.39%	0.43%	5.42%	2.25%	2.79%	0.0%	1.98%	1.21%	4.18%	1.85%	1.93%	1.64%	0.88%	3.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	1	0	0	0	0	0	1	0	0	1	0	1	3	1	2	0	3	2	1					
		0.24%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.25%	0.0%	0.66%	1.21%	0.19%	0.74%	0.0%	1.23%	0.59%	0.81%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	4	6	3	0	1	0	4	3	1	0	0	0	1	0	1	0	4	2	2	0					
		0.48%	0.42%	0.56%	0.66%	0.0%	0.65%	0.0%	1.59%	0.65%	0.60%	0.0%	0.0%	0.0%	0.66%	0.0%	0.19%	0.0%	2.58%	0.82%	0.59%	0.0%					
25	"8. ""Народно-республиканская партия России"""	15	1	3	0	1	0	1	1	0	0	0	0	0	1	1	2	0	0	2	0	2					
		0.22%	0.10%	0.28%	0.0%	0.56%	0.0%	0.60%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.40%	0.38%	0.0%	0.0%	0.82%	0.0%	1.63%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	2	1	0	2	0	0	0	6	2	0	0	0	0	0	1	0	1	2	1	0					
		0.27%	0.21%	0.09%	0.0%	1.12%	0.0%	0.0%	0.0%	1.31%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.64%	0.82%	0.29%	0.0%					
27	"10. ""Аграрная партия России"""	987	87	118	48	25	32	28	59	56	17	41	75	29	16	53	73	59	14	39	88	30					
		14.98%	9.22%	11.13%	10.71%	14.12%	21.05%	16.86%	23.50%	12.25%	10.24%	18.46%	19.03%	28.43%	10.59%	21.54%	13.87%	21.93%	9.03%	16.04%	26.03%	24.59%					
28	"11. ""Истинные патриоты России"""	5	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0					
		0.07%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.39%	0.0%	0.60%	0.0%	0.0%	0.0%	0.66%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	70	5	10	4	3	1	1	5	9	6	2	4	0	2	2	13	0	2	0	0	1					
