Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Каратузская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431					
1	"Число избирателей, внесенных в списки"	14188	1221	1710	1135	2334	598	54	986	49	610	1009	109	127	394	515	532	238	563	329	615	125	73	179	105	225	353					
2	"Число бюллетеней, полученных участковыми комиссиями"	12665	1089	1548	1008	2045	550	50	885	42	550	909	96	118	356	459	474	209	500	281	543	121	67	157	93	200	315					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	23	0	0	0	0	19	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6584	488	766	400	952	316	39	463	39	333	459	44	80	221	281	228	171	252	197	258	81	56	123	48	91	198					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	541	47	93	35	68	15	0	64	0	4	55	17	6	8	13	13	11	23	6	31	0	0	0	0	23	9					
6	Число погашенных бюллетеней	5517	554	689	573	1025	200	11	358	3	213	395	35	32	127	161	233	27	225	78	254	40	11	34	45	86	108					
7	Число бюллетеней в переносных ящиках для голосования	564	47	93	35	68	34	0	64	0	4	55	17	6	8	17	13	11	23	6	31	0	0	0	0	23	9					
8	Число бюллетеней в стационарных ящиках для голосования	6583	488	766	400	951	316	39	463	39	333	459	44	80	221	281	228	171	252	197	258	81	56	123	48	91	198					
9	Число недействительных бюллетеней	127	12	7	6	6	5	1	15	2	6	7	2	1	8	6	3	5	3	8	6	5	0	4	0	4	5					
10	Число действительных бюллетеней	7020	523	852	429	1013	345	38	512	37	331	507	59	85	221	292	238	177	272	195	283	76	56	119	48	110	202					
