Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Камбарская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917					
1	"Число избирателей, внесенных в списки"	16612	1285	1187	1180	1077	1107	1023	1533	639	1099	268	356	787	1880	1330	516	732	613					
2	"Число бюллетеней, полученных участковыми комиссиями"	15000	1150	1070	1050	1000	1000	1000	1300	580	1000	240	330	700	1700	1200	500	650	530					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9204	745	677	619	571	545	538	784	314	780	165	221	585	946	682	316	382	334					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	534	18	47	43	29	30	28	35	15	12	17	11	34	42	50	23	48	52					
6	Число погашенных бюллетеней	5262	387	346	388	400	425	434	481	251	208	58	98	81	712	468	161	220	144					
7	Число бюллетеней в переносных ящиках для голосования	534	18	47	43	29	30	28	35	15	12	17	11	34	42	50	23	48	52					
8	Число бюллетеней в стационарных ящиках для голосования	9175	745	677	619	570	543	538	783	314	780	165	220	561	946	682	316	382	334					
9	Число недействительных бюллетеней	185	9	4	18	6	13	10	21	2	9	3	5	9	18	25	9	18	6					
10	Число действительных бюллетеней	9524	754	720	644	593	560	556	797	327	783	179	226	586	970	707	330	412	380					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	10	10	10	10	10	10	15	10	10	10	10	10	15	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	55	7	6	4	2	4	5	6	0	3	0	0	6	5	3	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	75	2	3	1	4	2	2	4	2	28	1	0	5	7	7	1	2	4					
14	Число погашенных открепительных удостоверений	125	3	4	6	8	6	5	9	10	7	10	10	4	10	7	9	10	7					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	178	17	10	16	5	9	6	18	4	28	3	3	9	19	8	3	8	12					
		1.83%	2.22%	1.38%	2.41%	0.83%	1.57%	1.06%	2.20%	1.21%	3.53%	1.64%	1.29%	1.51%	1.92%	1.09%	0.88%	1.86%	3.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	162	20	10	8	14	6	16	10	1	14	1	4	16	16	11	6	5	4					
		1.66%	2.62%	1.38%	1.20%	2.33%	1.04%	2.82%	1.22%	0.30%	1.76%	0.54%	1.73%	2.68%	1.61%	1.50%	1.76%	1.16%	1.03%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	201	14	10	31	7	15	16	11	12	15	4	2	8	23	20	2	8	3					
		2.07%	1.83%	1.38%	4.68%	1.16%	2.61%	2.82%	1.34%	3.64%	1.89%	2.19%	0.86%	1.34%	2.32%	2.73%	0.58%	1.86%	0.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	132	13	19	15	9	7	11	7	5	13	0	1	5	8	8	1	10	0					
		1.35%	1.70%	2.62%	2.26%	1.50%	1.22%	1.94%	0.85%	1.51%	1.64%	0.0%	0.43%	0.84%	0.80%	1.09%	0.29%	2.32%	0.0%					
22	"5. ""За Русь Святую"""	53	5	1	2	1	3	1	6	1	8	2	2	7	5	5	1	3	0					
		0.54%	0.65%	0.13%	0.30%	0.16%	0.52%	0.17%	0.73%	0.30%	1.01%	1.09%	0.86%	1.17%	0.50%	0.68%	0.29%	0.69%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	23	1	6	4	3	0	0	2	2	1	2	0	0	2	0	0	0	0					
		0.23%	0.13%	0.82%	0.60%	0.50%	0.0%	0.0%	0.24%	0.60%	0.12%	1.09%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	73	7	6	9	7	1	4	4	5	14	0	1	4	2	3	2	3	1					
		0.75%	0.91%	0.82%	1.35%	1.16%	0.17%	0.70%	0.48%	1.51%	1.76%	0.0%	0.43%	0.67%	0.20%	0.40%	0.58%	0.69%	0.25%					
25	"8. ""Народно-республиканская партия России"""	18	2	1	2	1	2	2	2	0	0	0	0	0	0	2	0	3	1					
