Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Новоспасская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	16951	882	773	459	1228	1116	1036	999	695	1232	340	488	204	420	563	282	553	196	1220	402	408	331	87	410	260	108	252	394	622	165	286	132	408									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16240	850	750	450	1150	1000	1000	1000	650	1100	300	450	220	450	550	250	550	170	1200	400	400	330	100	400	250	100	240	400	600	150	250	130	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9736	481	440	256	641	570	560	541	438	655	187	255	158	295	377	162	307	97	612	195	224	156	36	240	134	59	175	327	475	136	179	102	266									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1166	27	55	17	47	28	40	11	22	57	9	33	5	28	30	31	59	52	81	48	62	28	20	69	83	35	13	16	58	12	32	8	50									
6	Число погашенных избирательных бюллетеней	5338	342	255	177	462	402	400	448	190	388	104	162	57	127	143	57	184	21	507	157	114	146	44	91	33	6	52	57	67	2	39	20	84									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1166	27	55	17	47	28	40	11	22	57	9	33	5	28	30	31	59	52	81	48	62	28	20	69	83	35	13	16	58	12	32	8	50									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9735	481	440	256	640	570	560	541	438	655	187	255	158	295	377	162	307	97	612	195	224	156	36	240	134	59	175	327	475	136	179	102	266									
9	Число недействительных избирательных бюллетеней	162	6	8	8	9	11	10	5	8	11	3	8	2	4	8	4	4	0	5	4	5	5	2	14	4	1	0	2	2	0	5	1	3									
10	Число действительных избирательных бюллетеней	10739	502	487	265	678	587	590	547	452	701	193	280	161	319	399	189	362	149	688	239	281	179	54	295	213	93	188	341	531	148	206	109	313									
