Выборы Президента Российской Федерации																																																																																																										
Дата голосования: 02.03.2008																																																																																																										
																																																																																																										
"Наименование Избирательной комиссии:    Тюмень, Ленинская"																																																																																																										
																																																																																																										
Сводная таблица результатов выборов																																																																																																										
																																																																																																										
	Число участковых избирательных комиссий	99																																																																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	99																																																																																																								
																																																																																																										
		Сумма	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922					
1	"Число избирателей, включенных в списки избирателей"	203912	2912	1778	1715	2439	1899	2377	2486	2393	2472	2145	1834	1806	2716	2309	2656	2624	1798	2667	1893	2325	2504	2882	2063	1619	1541	2577	2191	2088	1658	2254	2685	2799	2600	2662	2710	2693	2044	2025	2224	1823	2197	2170	2794	2660	2374	2252	2379	2248	2702	2370	2535	2429	1959	2493	1677	82	2106	2566	2536	2043	2504	2603	482	303	2251	1632	1643	2670	2524	2129	1651	2269	1943	2040	1726	1743	2532	2581	1970	93	2304	2294	1952	2627	2039	2470	390	276	1834	1486	1600	1514	1897	1226	733	2612	2123	961	827					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	184500	2500	1600	1500	2100	1700	2100	2200	2100	2200	1900	1600	1600	2600	2100	2500	2400	1600	2500	1500	2000	2300	2600	1800	1500	1450	2400	2000	1900	1500	1900	2500	2600	2400	2400	2400	2550	2000	2100	2000	1700	2000	2000	2600	2400	2100	2100	2200	1950	2600	2100	2200	2200	1800	2200	1300	150	1900	2300	2200	1900	2000	2200	500	400	1900	1700	1500	2500	2450	1900	1500	2100	1700	1800	1500	1500	2300	2300	1700	250	2100	2100	1900	2400	1900	2300	350	250	1700	1300	1500	1400	1500	1100	600	2300	1900	950	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	157748	2223	1323	1320	1921	1497	2025	1900	2033	1946	1821	1437	1363	2059	1743	1968	1760	1327	1681	1206	1756	1766	2132	1643	1250	1148	1868	1830	1744	1220	1782	1985	2370	2268	2081	2020	2290	1755	1774	1923	1321	1653	1573	2012	2067	1718	1876	1926	1909	2249	1711	1883	1780	1417	1910	1189	62	1558	1941	1938	1680	1980	1888	294	89	1649	1405	1222	2405	2022	1730	1405	1654	1390	1591	1279	1275	1890	2033	1530	88	1777	1816	1649	1976	1700	1870	315	202	1424	1133	1298	1160	1456	1001	536	2009	1687	763	626					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1647	9	8	12	11	5	6	15	16	17	12	1	10	20	9	19	9	17	15	17	23	4	24	1	9	2	4	14	17	9	8	15	6	17	15	6	15	10	10	9	9	9	24	29	17	20	26	16	14	16	24	19	21	14	10	11	14	19	66	18	10	20	5	188	195	12	20	15	9	8	9	13	13	16	5	4	1	15	27	14	5	36	34	23	5	17	21	4	12	8	10	1	3	1	6	4	10	6	0	0					
6	Число погашенных избирательных бюллетеней	25105	268	269	168	168	198	69	285	51	237	67	162	227	521	348	513	631	256	804	277	221	530	444	156	241	300	528	156	139	271	110	500	224	115	304	374	245	235	316	68	370	338	403	559	316	362	198	258	27	335	365	298	399	369	280	100	74	323	293	244	210	0	307	18	116	239	275	263	86	420	161	82	433	294	204	217	224	395	240	156	157	287	250	228	419	183	409	31	36	268	157	201	237	43	93	60	281	207	187	124					
