Выборы Президента Российской Федерации																																																																						
Дата голосования: 04.03.2012																																																																						
																																																																						
Наименование Избирательной комиссии:    Тюмень, Ленинская																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	Число участковых избирательных комиссий, приступивших к передаче сведений	59																																																																				
																																																																						
		Сумма	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896									
1	Число избирателей, включенных в список избирателей	111715	1692	120	2332	1874	2267	2568	2057	2653	2073	2616	2272	2418	2119	2409	2486	2706	1577	2418	1610	1538	426	626	2550	2410	2169	2042	2184	2217	2592	1514	2634	2219	2794	1873	1659	1719	2692	2401	2078	928	1682	1474	1560	874	1739	1179	1159	360	2190	2374	1976	2363	1731	2618	1603	100	2552	417	2232									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	108300	1600	150	2200	1800	2200	2400	2000	2500	2000	2500	2200	2100	2000	2200	2400	2600	1500	2300	1500	2100	500	650	2500	2200	2000	2000	2000	2200	2500	1400	2600	2200	2700	1700	1600	1700	2600	2300	2000	900	1600	1400	1500	800	1700	1300	1000	300	2100	2300	1800	2200	1700	2600	2200	200	2500	400	2200									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	83068	1185	100	1875	1394	1709	1939	1524	1894	1565	2002	1545	1872	1629	1719	1992	2081	1207	1762	1203	1528	124	361	2180	1609	1524	1496	1493	1542	1816	1165	1930	1655	2033	1602	1172	1163	1965	1783	1411	725	1263	1014	1040	619	1381	1166	847	255	1534	1725	1285	1707	1305	1910	1582	81	1920	304	1656									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1591	11	15	13	26	53	25	24	28	31	11	64	28	25	45	28	16	16	17	21	10	253	265	32	80	27	23	32	0	17	12	18	15	9	10	9	1	38	8	15	0	4	5	4	5	7	13	6	6	22	24	13	6	8	8	21	16	25	4	23									
6	Число погашенных избирательных бюллетеней	23641	404	35	312	380	438	436	452	578	404	487	591	200	346	436	380	503	277	521	276	562	123	24	288	511	449	481	475	658	667	223	652	530	658	88	419	536	597	509	574	175	333	381	456	176	312	121	147	39	544	551	502	487	387	682	597	103	555	92	521									
