Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Панинская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833	УИК №2834	УИК №2835	УИК №2836	УИК №2837	УИК №2838					
1	"Число избирателей, внесенных в списки"	24378	2873	2977	211	2777	346	224	338	251	381	400	378	454	269	1693	422	221	102	307	644	261	689	685	716	432	768	386	851	226	225	198	625	239	762	320	664	272	296	495					
2	"Число бюллетеней, полученных участковыми комиссиями"	23807	2700	2600	215	2520	350	230	340	250	390	410	380	450	270	1700	430	220	105	314	620	260	690	756	730	440	720	460	860	240	240	200	630	257	790	320	660	270	290	500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9056	1058	1063	72	853	111	103	134	85	172	146	90	109	102	773	137	117	54	102	204	35	248	262	283	194	282	93	548	147	104	70	254	89	232	52	242	117	128	191					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3269	65	51	38	64	70	37	109	92	55	90	143	153	86	27	117	39	24	74	122	132	101	178	138	55	173	110	26	0	67	62	108	94	163	99	75	40	34	158					
6	Число погашенных бюллетеней	11482	1577	1486	105	1603	169	90	97	73	163	174	147	188	82	900	176	64	27	138	294	93	341	316	309	191	265	257	286	93	69	68	268	74	395	169	343	113	128	151					
7	Число бюллетеней в переносных ящиках для голосования	3269	65	51	38	64	70	37	109	92	55	90	143	153	86	27	117	39	24	74	122	132	101	178	138	55	173	110	26	0	67	62	108	94	163	99	75	40	34	158					
8	Число бюллетеней в стационарных ящиках для голосования	9055	1058	1063	72	853	110	103	134	85	172	146	90	109	102	773	137	117	54	102	204	35	248	262	283	194	282	93	548	147	104	70	254	89	232	52	242	117	128	191					
9	Число недействительных бюллетеней	242	23	21	2	11	5	0	5	3	4	2	0	60	3	7	0	0	3	1	0	1	4	6	6	3	11	4	11	0	0	0	7	5	12	0	12	0	3	7					
10	Число действительных бюллетеней	12082	1100	1093	108	906	175	140	238	174	223	234	233	202	185	793	254	156	75	175	326	166	345	434	415	246	444	199	563	147	171	132	355	178	383	151	305	157	159	342					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	131	15	15	2	10	2	2	2	2	2	2	2	2	2	8	2	2	2	2	3	2	3	3	3	3	2	3	3	2	2	2	7	2	3	2	3	2	2	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	4	2	0	4	0	1	0	0	0	0	1	1	0	4	0	0	0	0	0	0	2	1	0	1	0	0	1	0	2	0	5	1	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	34	7	3	0	4	0	0	1	1	0	0	0	0	0	3	1	0	0	0	2	0	0	3	2	1	1	0	0	0	0	1	2	0	1	0	0	0	1	0					
14	Число погашенных открепительных удостоверений	101	11	13	2	6	2	1	2	2	2	2	1	1	2	4	2	2	2	2	3	2	1	2	3	2	2	3	2	2	0	2	2	1	3	2	3	2	2	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	153	7	6	3	9	4	6	4	3	2	6	2	0	3	4	2	2	1	6	2	1	1	8	6	1	9	1	9	0	2	0	7	11	8	0	4	1	8	4					
		1.24%	0.62%	0.53%	2.72%	0.98%	2.22%	4.28%	1.64%	1.69%	0.88%	2.54%	0.85%	0.0%	1.59%	0.5%	0.78%	1.28%	1.28%	3.40%	0.61%	0.59%	0.28%	1.81%	1.42%	0.40%	1.97%	0.49%	1.56%	0.0%	1.16%	0.0%	1.93%	6.01%	2.02%	0.0%	1.26%	0.63%	4.93%	1.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	103	10	13	0	12	1	3	0	0	1	1	0	0	4	11	5	1	0	0	1	0	2	3	4	1	5	9	2	1	0	0	5	2	1	2	2	1	0	0					
		0.83%	0.89%	1.16%	0.0%	1.30%	0.55%	2.14%	0.0%	0.0%	0.44%	0.42%	0.0%	0.0%	2.12%	1.37%	1.96%	0.64%	0.0%	0.0%	0.30%	0.0%	0.57%	0.68%	0.95%	0.40%	1.09%	4.43%	0.34%	0.68%	0.0%	0.0%	1.38%	1.09%	0.25%	1.32%	0.63%	0.63%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	209	7	20	6	20	4	1	6	4	4	2	1	5	5	6	2	1	4	4	11	2	6	10	6	9	3	3	17	0	2	2	4	1	9	5	3	4	4	6					
		1.69%	0.62%	1.79%	5.45%	2.18%	2.22%	0.71%	2.46%	2.25%	1.76%	0.84%	0.42%	1.90%	2.65%	0.75%	0.78%	0.64%	5.12%	2.27%	3.37%	1.19%	1.71%	2.27%	1.42%	3.61%	0.65%	1.47%	2.96%	0.0%	1.16%	1.51%	1.10%	0.54%	2.27%	3.31%	0.94%	2.54%	2.46%	1.71%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	161	21	15	2	12	5	1	4	4	2	1	2	0	2	20	4	2	0	2	8	2	0	5	5	4	7	2	6	0	0	2	1	4	7	1	1	2	1	4					
		1.30%	1.86%	1.34%	1.81%	1.30%	2.77%	0.71%	1.64%	2.25%	0.88%	0.42%	0.85%	0.0%	1.06%	2.5%	1.57%	1.28%	0.0%	1.13%	2.45%	1.19%	0.0%	1.13%	1.18%	1.60%	1.53%	0.98%	1.04%	0.0%	0.0%	1.51%	0.27%	2.18%	1.77%	0.66%	0.31%	1.27%	0.61%	1.14%					
22	"5. ""За Русь Святую"""	81	10	14	1	5	0	3	2	0	0	0	1	0	0	3	1	1	0	2	3	0	2	4	2	1	8	3	0	0	0	0	1	0	1	3	6	0	1	3					
		0.65%	0.89%	1.25%	0.90%	0.54%	0.0%	2.14%	0.82%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.37%	0.39%	0.64%	0.0%	1.13%	0.92%	0.0%	0.57%	0.90%	0.47%	0.40%	1.75%	1.47%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.25%	1.98%	1.89%	0.0%	0.61%	0.85%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	0	2	0	2	0	2	1	0	1	1	0	0	1	2	1	1	0	1	2	0	0	0	1	0	1	1	2	0	0	0	2	0	0	0	0	0	0	0					
		0.19%	0.0%	0.17%	0.0%	0.21%	0.0%	1.42%	0.41%	0.0%	0.44%	0.42%	0.0%	0.0%	0.53%	0.25%	0.39%	0.64%	0.0%	0.56%	0.61%	0.0%	0.0%	0.0%	0.23%	0.0%	0.21%	0.49%	0.34%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	46	8	8	0	4	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	4	5	0	0	0	1	0	3	0	0	0	1	0	2	0	2	0					
		0.37%	0.71%	0.71%	0.0%	0.43%	0.0%	1.42%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.90%	1.18%	0.0%	0.0%	0.0%	0.17%	0.0%	1.75%	0.0%	0.0%	0.0%	0.25%	0.0%	0.63%	0.0%	1.23%	0.0%					
25	"8. ""Народно-республиканская партия России"""	29	1	0	0	2	0	1	0	0	1	1	0	1	1	0	0	2	0	0	0	0	0	1	4	0	2	4	2	0	0	0	2	0	0	0	3	1	0	0					
		0.23%	0.08%	0.0%	0.0%	0.21%	0.0%	0.71%	0.0%	0.0%	0.44%	0.42%	0.0%	0.38%	0.53%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.95%	0.0%	0.43%	1.97%	0.34%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.94%	0.63%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	6	2	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.14%	0.53%	0.17%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	433	20	29	0	24	6	4	13	6	18	11	32	11	5	14	2	4	1	4	10	3	14	54	10	23	8	13	15	0	1	0	30	5	10	3	10	6	5	9					
		3.51%	1.78%	2.60%	0.0%	2.61%	3.33%	2.85%	5.34%	3.38%	7.92%	4.66%	13.73%	4.19%	2.65%	1.75%	0.78%	2.56%	1.28%	2.27%	3.06%	1.79%	4.01%	12.27%	2.37%	9.23%	1.75%	6.40%	2.61%	0.0%	0.58%	0.0%	8.28%	2.73%	2.53%	1.98%	3.15%	3.82%	3.08%	2.57%					
28	"11. ""Истинные патриоты России"""	67	1	0	0	1	0	4	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	10	0	2	0	0	0	0	16	0	0	27	0	0	0					
		0.54%	0.08%	0.0%	0.0%	0.10%	0.0%	2.85%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.64%	0.0%	0.56%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	2.19%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	8.74%	0.0%	0.0%	8.51%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	90	11	10	0	13	2	1	0	2	0	3	2	0	1	4	0	3	0	1	0	3	1	4	6	2	2	1	1	0	0	0	1	0	6	1	2	3	0	4					
		0.73%	0.97%	0.89%	0.0%	1.41%	1.11%	0.71%	0.0%	1.12%	0.0%	1.27%	0.85%	0.0%	0.53%	0.5%	0.0%	1.92%	0.0%	0.56%	0.0%	1.79%	0.28%	0.90%	1.42%	0.80%	0.43%	0.49%	0.17%	0.0%	0.0%	0.0%	0.27%	0.0%	1.51%	0.66%	0.63%	1.91%	0.0%	1.14%					
