Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Бежтинская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625					
1	"Число избирателей, внесенных в список"	5148	850	580	739	365	355	122	226	130	650	570	225	100	200	36					
2	Число полученных избирательных бюллетеней	5200	826	563	826	380	350	124	226	130	644	570	225	100	200	36					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4981	826	563	709	340	350	122	226	130	630	549	212	95	194	35					
5	"Число избирательных бюллетеней, выданных вне помещения"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	219	0	0	117	40	0	2	0	0	14	21	13	5	6	1					
7	Число избирательных бюллетеней в переносных ящиках	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	4981	826	563	709	340	350	122	226	130	630	549	212	95	194	35					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	4981	826	563	709	340	350	122	226	130	630	549	212	95	194	35					
11	Число полученных открепительных  удостоверений	150	20	16	26	10	10	6	3	3	19	16	6	3	10	2					
12	Число выданных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число неиспользованных открепительных удостоверений	150	20	16	26	10	10	6	3	3	19	16	6	3	10	2					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	61	10	7	10	3	2	0	2	1	10	9	4	1	2	0					
		1.22%	1.21%	1.24%	1.41%	0.88%	0.57%	0.00%	0.88%	0.77%	1.59%	1.64%	1.89%	1.05%	1.03%	0.00%					
19	. Малышкин Олег Александрович	3	0	0	0	0	2	0	0	0	0	0	0	1	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.05%	0.00%	0.00%					
20	. Миронов Сергей Михайлович	8	5	0	0	2	0	0	0	0	0	0	1	0	0	0					
		0.16%	0.61%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%					
21	. Путин Владимир Владимирович	4809	799	541	685	330	339	117	216	126	610	530	202	92	188	34					
		96.55%	96.73%	96.09%	96.61%	97.06%	96.86%	95.90%	95.58%	96.92%	96.83%	96.54%	95.28%	96.84%	96.91%	97.14%					
22	. Хакамада Ирина Муцуовна	12	0	3	0	0	2	0	4	0	0	0	2	0	1	0					
		0.24%	0.00%	0.53%	0.00%	0.00%	0.57%	0.00%	1.77%	0.00%	0.00%	0.00%	0.94%	0.00%	0.52%	0.00%					
23	. Харитонов Николай Михайлович	86	12	12	14	5	4	5	3	3	10	10	3	1	3	1					
		1.73%	1.45%	2.13%	1.97%	1.47%	1.14%	4.10%	1.33%	2.31%	1.59%	1.82%	1.42%	1.05%	1.55%	2.86%					
																					
24	Против всех	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
