Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Убинская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1092	УИК №1093	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126					
1	"Число избирателей, внесенных в списки избирателей"	13716	1707	1630	1454	316	74	321	189	281	283	455	198	770	161	100	126	746	96	116	411	481	322	87	414	104	90	426	140	426	56	658	399	378	125	51	125					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13310	1600	1500	1300	320	70	330	180	270	280	470	190	770	160	100	120	760	90	120	400	490	320	90	420	110	80	430	140	430	50	660	380	380	120	50	130					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7958	888	743	731	126	49	206	120	228	192	280	122	452	126	68	68	365	74	81	268	264	263	82	211	52	65	265	105	254	48	435	257	257	79	44	90					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	814	48	85	84	16	6	30	10	0	43	42	0	20	0	9	20	66	2	7	24	35	3	0	99	29	5	44	4	13	2	19	31	2	6	0	10					
6	Число погашенных избирательных бюллетеней	4538	664	672	485	178	15	94	50	42	45	148	68	298	34	23	32	329	14	32	108	191	54	8	110	29	10	121	31	163	0	206	92	121	35	6	30					
7	Число избирательных бюллетеней в переносных ящиках для голосования	814	48	85	84	16	6	30	10	0	43	42	0	20	0	9	20	66	2	7	24	35	3	0	99	29	5	44	4	13	2	19	31	2	6	0	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7958	888	743	731	126	49	206	120	228	192	280	122	452	126	68	68	365	74	81	268	264	263	82	211	52	65	265	105	254	48	435	257	257	79	44	90					
9	Число недействительных избирательных бюллетеней	98	13	12	12	3	1	1	2	0	2	3	3	2	1	0	1	3	0	0	5	6	2	0	7	0	0	3	1	7	0	7	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	8674	923	816	803	139	54	235	128	228	233	319	119	470	125	77	87	428	76	88	287	293	264	82	303	81	70	306	108	260	50	447	288	258	85	44	100					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	199	17	16	24	3	2	11	4	4	3	13	3	7	3	3	3	7	3	3	5	7	5	3	11	2	3	5	2	4	1	8	3	4	2	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	131	13	7	22	2	0	10	0	4	0	13	0	7	0	3	1	6	0	2	1	4	0	0	11	2	0	5	0	4	0	7	2	1	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	63	3	6	9	1	4	2	1	0	0	2	1	3	1	1	5	1	1	0	0	0	0	0	3	2	0	2	2	0	0	7	1	1	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	68	4	9	2	1	2	1	4	0	3	0	3	0	3	0	2	1	3	1	4	3	5	3	0	0	3	0	2	0	1	1	1	3	2	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
