Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Некоузская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501					
1	"Число избирателей, внесенных в списки"	15806	1405	1478	291	251	232	394	201	307	367	188	359	1819	298	715	252	223	249	113	81	305	70	193	562	81	89	1513	762	619	1166	1223					
2	"Число бюллетеней, полученных участковыми комиссиями"	15715	1393	1460	292	256	229	390	200	306	360	179	347	1811	300	712	258	220	244	114	86	304	72	194	559	81	91	1514	772	576	1169	1226					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7815	812	811	63	135	110	97	68	49	153	67	136	1159	65	332	129	100	154	30	26	168	34	51	265	35	41	845	403	320	570	587					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2313	40	84	107	35	59	146	65	191	135	89	143	43	148	106	48	32	65	61	44	46	28	93	138	28	29	69	47	50	51	93					
6	Число погашенных бюллетеней	5587	541	565	122	86	60	147	67	66	72	23	68	609	87	274	81	88	25	23	16	90	10	50	156	18	21	600	322	206	548	546					
7	Число бюллетеней в переносных ящиках для голосования	2313	40	84	107	35	59	146	65	191	135	89	143	43	148	106	48	32	65	61	44	46	28	93	138	28	29	69	47	50	51	93					
8	Число бюллетеней в стационарных ящиках для голосования	7813	812	811	63	135	110	97	68	49	153	67	136	1159	65	331	129	100	154	30	26	168	34	51	265	35	41	845	402	320	570	587					
9	Число недействительных бюллетеней	190	14	7	1	9	0	7	3	3	11	6	4	28	1	9	3	2	1	0	0	4	0	0	4	3	0	20	14	15	16	5					
10	Число действительных бюллетеней	9936	838	888	169	161	169	236	130	237	277	150	275	1174	212	428	174	130	218	91	70	210	62	144	399	60	70	894	435	355	605	675					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	370	30	30	5	5	5	5	5	5	5	5	15	70	5	15	5	5	5	5	5	5	5	5	10	5	5	30	15	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	90	8	4	0	5	0	0	1	1	3	2	1	18	1	2	5	3	4	1	0	1	0	0	3	0	0	2	8	1	7	9					
