Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Гордеевская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8612	2719	157	96	927	321	306	77	91	168	185	326	328	1195	225	271	126	109	247	325	100	137	176									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	8850	2805	161	100	945	322	308	79	91	174	191	329	330	1238	232	281	133	112	252	339	106	142	180									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	6495	1327	137	63	858	278	269	75	67	136	163	280	286	1108	187	260	112	97	156	275	95	128	138									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	348	6	14	29	50	27	16	0	11	19	13	18	19	25	26	0	8	6	0	28	2	5	26									
6	Число погашенных избирательных бюллетеней	2007	1472	10	8	37	17	23	4	13	19	15	31	25	105	19	21	13	9	96	36	9	9	16									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	348	6	14	29	50	27	16	0	11	19	13	18	19	25	26	0	8	6	0	28	2	5	26									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	6495	1327	137	63	858	278	269	75	67	136	163	280	286	1108	187	260	112	97	156	275	95	128	138									
9	Число недействительных избирательных бюллетеней	7	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	6836	1327	151	92	908	305	285	75	78	155	176	297	305	1133	213	260	120	103	156	303	97	133	164									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	65	10	2	2	5	2	2	2	2	2	2	3	1	8	2	2	2	2	5	3	2	2	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	46	8	0	0	5	2	0	0	2	2	1	3	1	8	2	1	1	0	2	3	2	2	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	15	3	1	0	1	3	0	0	0	0	0	1	0	3	0	0	0	1	1	1	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	19	2	2	2	0	0	2	2	0	0	1	0	0	0	0	1	1	2	3	0	0	0	1									
