Выборы Президента Российской Федерации																																													
Дата голосования: 18.03.2018																																													
																																													
Наименование Избирательной комиссии:    Нуримановская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	34																																											
																																													
		Сумма	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756	УИК №2757	УИК №2758	УИК №2759	УИК №2760	УИК №2761	УИК №2762	УИК №2763	УИК №2764	УИК №2765	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773									
1	"Число избирателей, включенных в список избирателей"	15315	391	138	119	270	278	176	618	1173	466	294	193	330	328	324	701	709	817	691	291	335	104	626	302	145	203	207	188	754	815	216	189	993	1179	752									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15593	394	133	129	268	287	175	623	1163	485	292	209	337	333	312	711	734	828	697	303	343	110	591	321	133	194	209	183	744	806	210	177	1130	1270	759									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12503	356	125	112	245	225	161	535	960	370	229	168	300	301	204	443	575	742	554	257	290	96	523	240	123	178	196	138	561	635	171	164	779	902	645									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	809	13	5	3	11	17	10	50	60	29	24	17	20	12	46	23	39	12	51	22	19	6	38	18	10	10	6	36	65	40	29	6	19	30	13									
6	Число погашенных избирательных бюллетеней	2281	25	3	14	12	45	4	38	143	86	39	24	17	20	62	245	120	74	92	24	34	8	30	63	0	6	7	9	118	131	10	7	332	338	101									
7	Число избирательных бюллетеней в переносных ящиках для голосования	809	13	5	3	11	17	10	50	60	29	24	17	20	12	46	23	39	12	51	22	19	6	38	18	10	10	6	36	65	40	29	6	19	30	13									
8	Число бюллетеней в стационарных ящиках для голосования	12491	356	125	112	245	225	161	535	960	370	229	168	300	301	204	443	575	730	554	257	290	96	523	240	123	178	196	138	561	635	171	164	779	902	645									
9	Число недействительных избирательных бюллетеней	84	0	0	0	0	0	0	0	0	2	0	0	1	0	3	5	7	12	3	1	0	0	0	4	0	1	0	3	9	0	0	2	16	13	2									
