Выборы Президента Российской Федерации																																																			
Дата голосования: 04.03.2012																																																			
																																																			
Наименование Избирательной комиссии:    Шарлыкская																																																			
																																																			
Сводная таблица итогов голосования																																																			
																																																			
	Число участковых избирательных комиссий	40																																																	
	Число участковых избирательных комиссий, приступивших к передаче сведений	40																																																	
																																																			
		Сумма	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789									
1	Число избирателей, включенных в список избирателей	15781	332	188	273	290	142	268	203	311	191	406	243	295	788	160	147	395	243	223	99	79	522	89	176	190	340	331	759	128	88	266	222	241	81	359	1514	1364	1533	1725	235	342									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	15663	327	184	278	292	144	273	201	311	191	418	242	291	794	159	149	394	251	230	98	80	532	91	178	195	346	329	767	133	90	266	222	241	80	352	1500	1350	1450	1650	242	342									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	10249	231	128	233	161	88	216	149	181	115	234	161	179	578	105	114	258	168	149	66	43	277	48	113	105	189	182	427	74	71	184	146	167	54	248	917	969	999	1159	156	207									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1464	51	33	21	26	16	34	25	62	22	39	9	43	61	23	9	53	27	36	10	18	70	9	25	25	47	55	51	16	11	25	16	32	8	38	123	62	86	97	11	39									
6	Число погашенных избирательных бюллетеней	3950	45	23	24	105	40	23	27	68	54	145	72	69	155	31	26	83	56	45	22	19	185	34	40	65	110	92	289	43	8	57	60	42	18	66	460	319	365	394	75	96									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1464	51	33	21	26	16	34	25	62	22	39	9	43	61	23	9	53	27	36	10	18	70	9	25	25	47	55	51	16	11	25	16	32	8	38	123	62	86	97	11	39									
