Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Краснокаменская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452					
1	"Число избирателей, внесенных в списки избирателей"	49836	2103	2235	2137	2234	2223	2085	2081	1962	1953	1839	2400	2134	2211	2302	2233	2454	2353	2426	2509	336	1253	502	991	1264	834	526	209	493	432	709	271	142					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	43070	1700	1800	1700	2000	1800	1800	1800	1800	1800	1700	2000	1800	1800	2000	1800	2000	2000	2000	2000	500	1200	500	950	1100	800	500	200	500	420	700	250	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31913	1317	1414	1225	1430	1428	1218	1369	1286	1297	1182	1530	1381	1431	1548	1407	1532	1522	1617	1605	150	822	324	567	744	564	376	155	369	317	474	191	121					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1255	40	31	32	51	27	164	26	30	27	7	30	34	22	23	18	31	37	33	54	169	24	37	79	55	39	6	17	26	26	37	20	3					
6	Число погашенных избирательных бюллетеней	9902	343	355	443	519	345	418	405	484	476	511	440	385	347	429	375	437	441	350	341	181	354	139	304	301	197	118	28	105	77	189	39	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1255	40	31	32	51	27	164	26	30	27	7	30	34	22	23	18	31	37	33	54	169	24	37	79	55	39	6	17	26	26	37	20	3					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31869	1317	1401	1225	1430	1427	1214	1368	1284	1297	1182	1529	1380	1427	1546	1403	1530	1520	1615	1602	150	820	324	567	744	564	376	155	369	317	474	191	121					
9	Число недействительных избирательных бюллетеней	371	6	7	16	17	22	25	14	15	23	10	16	21	16	14	15	22	14	19	14	5	16	7	2	10	7	7	1	3	1	4	2	0					
10	Число действительных избирательных бюллетеней	32753	1351	1425	1241	1464	1432	1353	1380	1299	1301	1179	1543	1393	1433	1555	1406	1539	1543	1629	1642	314	828	354	644	789	596	375	171	392	342	507	209	124					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	735	30	20	30	20	30	20	30	30	20	30	30	20	30	50	20	25	40	30	30	0	20	20	20	20	20	10	10	20	20	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	590	28	20	30	16	23	19	22	20	15	24	24	15	27	39	13	20	36	29	26	0	9	12	18	18	12	7	4	16	15	20	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	413	18	5	21	8	26	89	18	7	11	8	12	9	6	8	1	11	10	22	14	63	3	3	7	2	7	2	0	3	9	9	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	145	2	0	0	4	7	1	8	10	5	6	6	5	3	11	7	5	4	1	4	0	11	8	2	2	8	3	6	4	5	0	3	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	4	2	4	1	2	3	1	0	0	2	3	2	4	0	1	1	3	2	1	0	1	0	0	0	0	0	0	1	0	0	1	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
18	1.Политическая партия «Аграрная партия России»	965	40	45	32	42	44	43	39	28	38	39	46	51	33	45	30	45	37	42	49	7	7	22	22	29	5	29	5	15	19	20	15	2					
		2.91%	2.95%	3.14%	2.55%	2.84%	3.03%	3.12%	2.80%	2.13%	2.87%	3.28%	2.95%	3.61%	2.28%	2.87%	2.11%	2.88%	2.38%	2.55%	2.96%	2.19%	0.83%	6.09%	3.41%	3.63%	0.83%	7.59%	2.91%	3.80%	5.54%	3.91%	7.11%	1.61%					
19	2.Всероссийская политическая партия «Гражданская Сила»	170	7	12	7	7	5	9	12	11	10	8	6	14	5	11	4	7	4	12	9	1	1	2	1	0	4	1	0	0	0	0	0	0					
		0.51%	0.52%	0.84%	0.56%	0.47%	0.34%	0.65%	0.86%	0.84%	0.76%	0.67%	0.38%	0.99%	0.35%	0.70%	0.28%	0.45%	0.26%	0.73%	0.54%	0.31%	0.12%	0.55%	0.15%	0.00%	0.66%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	39	1	0	1	1	1	5	1	2	1	0	0	1	1	5	0	2	2	1	2	3	0	1	0	0	5	0	0	0	0	2	1	0					
