Выборы Президента Российской Федерации																					
																					
Наименование Избирательной комиссии:    Верхошижемская																					
																					
Итоги голосования 																					
																					
		Сумма	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142					
1	"Число избирателей, внесенных в список"	8184	1568	1229	836	128	231	286	384	453	345	522	532	828	384	458					
2	Число полученных избирательных бюллетеней	8318	1594	1198	853	135	244	289	407	468	340	543	541	851	382	473					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	4797	891	651	484	85	167	192	235	317	206	280	277	476	276	260					
5	"Число избирательных бюллетеней, выданных вне помещения"	967	84	144	51	32	38	41	43	23	75	96	84	140	50	66					
6	Число погашенных избирательных бюллетеней	2554	619	403	318	18	39	56	129	128	59	167	180	235	56	147					
7	Число избирательных бюллетеней в переносных ящиках	967	84	144	51	32	38	41	43	23	75	96	84	140	50	66					
8	Число бюллетеней в стационарных ящиках для голосования	4797	891	651	484	85	167	192	235	317	206	280	277	476	276	260					
9	Число недействительных избирательных бюллетеней	47	3	8	1	1	2	1	1	2	4	6	4	5	6	3					
10	Число действительных избирательных бюллетеней	5717	972	787	534	116	203	232	277	338	277	370	357	611	320	323					
11	Число полученных открепительных  удостоверений	121	14	8	8	3	13	6	18	4	6	10	6	16	3	6					
12	Число выданных открепительных удостоверений	108	13	8	6	3	13	1	18	4	6	10	6	14	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	57	10	14	3	0	2	1	4	3	0	0	2	12	2	4					
14	Число неиспользованных открепительных удостоверений	13	1	0	2	0	0	5	0	0	0	0	0	2	0	3					
15	"Число открепительных удостоверений, выданных в ТИК"	9	0	1	2	0	0	0	0	1	0	1	2	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																					
18	. Глазьев Сергей Юрьевич	151	18	39	22	4	3	3	11	8	6	9	8	11	4	5					
		2.62%	1.85%	4.91%	4.11%	3.42%	1.46%	1.29%	3.96%	2.35%	2.14%	2.39%	2.22%	1.79%	1.23%	1.53%					
19	. Малышкин Олег Александрович	141	26	12	9	1	2	10	4	8	4	14	8	18	20	5					
		2.45%	2.67%	1.51%	1.68%	0.85%	0.98%	4.29%	1.44%	2.35%	1.42%	3.72%	2.22%	2.92%	6.13%	1.53%					
20	. Миронов Сергей Михайлович	45	10	7	3	0	0	1	0	2	1	3	4	5	6	3					
		0.78%	1.03%	0.88%	0.56%	0.00%	0.00%	0.43%	0.00%	0.59%	0.36%	0.80%	1.11%	0.81%	1.84%	0.92%					
21	. Путин Владимир Владимирович	4423	748	584	420	104	172	185	196	288	199	249	293	483	252	250					
		76.73%	76.72%	73.46%	78.50%	88.89%	83.90%	79.40%	70.50%	84.71%	70.82%	66.22%	81.16%	78.41%	77.30%	76.69%					
22	. Хакамада Ирина Муцуовна	75	25	9	8	0	2	1	2	3	0	5	5	11	2	2					
		1.30%	2.56%	1.13%	1.50%	0.00%	0.98%	0.43%	0.72%	0.88%	0.00%	1.33%	1.39%	1.79%	0.61%	0.61%					
23	. Харитонов Николай Михайлович	796	130	128	58	6	23	28	62	26	61	83	34	73	31	53					
		13.81%	13.33%	16.10%	10.84%	5.13%	11.22%	12.02%	22.30%	7.65%	21.71%	22.07%	9.42%	11.85%	9.51%	16.26%					
																					
24	Против всех	86	15	8	14	1	1	4	2	3	6	7	5	10	5	5					
		1.49%	1.54%	1.01%	2.62%	0.85%	0.49%	1.72%	0.72%	0.88%	2.14%	1.86%	1.39%	1.62%	1.53%	1.53%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
