Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Саратовская - 165																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19497	1353	800	271	139	628	1658	1497	748	1152	1397	1547	1013	1123	271	73	521	338	583	996	318	915	998	1158									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	19745	1355	800	280	135	650	1665	1515	745	1160	1395	1560	1120	1130	275	90	530	345	590	1015	320	925	985	1160									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	15004	1013	615	220	92	425	1342	1159	604	1057	1153	1267	884	686	195	44	264	293	475	794	260	710	757	695									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1166	71	65	9	5	47	36	41	14	24	25	48	95	214	12	29	45	11	40	59	26	50	37	163									
6	Число погашенных избирательных бюллетеней	3575	271	120	51	38	178	287	315	127	79	217	245	141	230	68	17	221	41	75	162	34	165	191	302									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1166	71	65	9	5	47	36	41	14	24	25	48	95	214	12	29	45	11	40	59	26	50	37	163									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	15004	1013	615	220	92	425	1342	1159	604	1057	1153	1267	884	686	195	44	264	293	475	794	260	710	757	695									
9	Число недействительных избирательных бюллетеней	41	2	0	0	0	3	0	0	3	0	0	0	0	0	0	0	5	2	0	15	0	11	0	0									
10	Число действительных избирательных бюллетеней	16129	1082	680	229	97	469	1378	1200	615	1081	1178	1315	979	900	207	73	304	302	515	838	286	749	794	858									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	334	15	20	10	5	15	25	25	10	20	20	20	15	15	10	2	10	5	20	20	10	20	10	12									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	324	15	20	10	1	15	25	25	10	20	20	20	15	15	4	2	10	5	20	20	10	20	10	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	8	5	1	3	0	7	0	3	4	4	0	6	0	1	0	2	0	0	3	3	5	12	4									
14	Число погашенных неиспользованных открепительных удостоверений	10	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	19	1	1	0	0	1	2	1	2	1	0	2	2	0	0	0	0	2	1	1	0	1	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	60	4	6	0	0	0	1	12	1	1	16	0	0	7	0	1	1	0	2	4	1	3	0	0									
		0.37%	0.37%	0.88%	0.00%	0.00%	0.00%	0.07%	1.00%	0.16%	0.09%	1.36%	0.00%	0.00%	0.78%	0.00%	1.37%	0.32%	0.00%	0.39%	0.47%	0.35%	0.39%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	97	5	1	1	0	7	9	0	0	0	11	0	0	1	5	1	6	2	10	13	0	20	0	5									
		0.60%	0.46%	0.15%	0.44%	0.00%	1.48%	0.65%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.11%	2.42%	1.37%	1.94%	0.66%	1.94%	1.52%	0.00%	2.63%	0.00%	0.58%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	4	1	0	0	2	4	0	0	7	16	0	0	2	1	0	9	1	5	13	0	12	5	7									
		0.55%	0.37%	0.15%	0.00%	0.00%	0.42%	0.29%	0.00%	0.00%	0.65%	1.36%	0.00%	0.00%	0.22%	0.48%	0.00%	2.91%	0.33%	0.97%	1.52%	0.00%	1.58%	0.63%	0.82%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13519	933	579	202	88	405	1202	936	498	951	972	1155	859	742	160	61	233	263	317	705	243	612	706	697									
		83.61%	86.07%	85.15%	88.21%	90.72%	85.81%	87.23%	78.00%	80.58%	87.97%	82.51%	87.83%	87.74%	82.44%	77.29%	83.56%	75.40%	86.51%	61.55%	82.65%	84.97%	80.53%	88.92%	81.24%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	30	2	1	0	0	5	1	0	0	0	3	0	0	4	1	0	0	0	4	2	0	4	3	0									
		0.19%	0.18%	0.15%	0.00%	0.00%	1.06%	0.07%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.44%	0.48%	0.00%	0.00%	0.00%	0.78%	0.23%	0.00%	0.53%	0.38%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	2	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	1	1	0	0	0	0									
		0.06%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.48%	0.00%	0.00%	0.00%	0.19%	0.12%	0.00%	0.00%	0.00%	0.00%									
