Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Полысаевская городская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109					
1	"Число избирателей, внесенных в списки"	22636	2106	2501	2321	2032	2002	1687	2221	2025	1680	265	625	970	875	1326					
2	"Число бюллетеней, полученных участковыми комиссиями"	22720	2110	2460	2330	2050	2020	1690	2230	2040	1690	270	610	990	900	1330					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11990	1024	1403	1251	1004	1023	974	1026	1199	1270	88	288	498	436	506					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	874	50	17	133	85	79	48	89	12	88	53	45	90	58	27					
6	Число погашенных бюллетеней	9856	1036	1040	946	961	918	668	1115	829	332	129	277	402	406	797					
7	Число бюллетеней в переносных ящиках для голосования	874	50	17	133	85	79	48	89	12	88	53	45	90	58	27					
8	Число бюллетеней в стационарных ящиках для голосования	11990	1024	1403	1251	1004	1023	974	1026	1199	1270	88	288	498	436	506					
9	Число недействительных бюллетеней	83	6	0	11	5	6	5	12	0	20	1	5	6	2	4					
10	Число действительных бюллетеней	12781	1068	1420	1373	1084	1096	1017	1103	1211	1338	140	328	582	492	529					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	195	20	20	20	15	15	10	20	20	10	7	8	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	71	10	11	10	11	6	7	5	6	2	0	0	1	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	39	2	1	5	3	5	1	2	0	6	2	2	6	2	2					
14	Число погашенных открепительных удостоверений	124	10	9	10	4	9	3	15	14	8	7	8	9	9	9					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	90	5	5	5	9	6	8	8	11	8	1	4	14	1	5					
		0.69%	0.46%	0.35%	0.36%	0.82%	0.54%	0.78%	0.71%	0.90%	0.58%	0.70%	1.20%	2.38%	0.20%	0.93%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	105	7	17	6	16	10	11	2	14	3	3	3	6	4	3					
		0.81%	0.65%	1.19%	0.43%	1.46%	0.90%	1.07%	0.17%	1.15%	0.22%	2.12%	0.90%	1.02%	0.80%	0.56%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	210	19	25	27	20	15	14	32	27	15	2	3	2	3	6					
		1.63%	1.76%	1.76%	1.95%	1.83%	1.36%	1.36%	2.86%	2.22%	1.10%	1.41%	0.90%	0.34%	0.60%	1.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	406	43	64	45	44	37	31	36	38	20	4	2	4	12	26					
		3.15%	4.00%	4.50%	3.25%	4.04%	3.35%	3.03%	3.22%	3.13%	1.47%	2.83%	0.60%	0.68%	2.42%	4.87%					
22	"5. ""За Русь Святую"""	32	0	2	2	1	2	4	6	5	3	1	0	1	1	4					
		0.24%	0.0%	0.14%	0.14%	0.09%	0.18%	0.39%	0.53%	0.41%	0.22%	0.70%	0.0%	0.17%	0.20%	0.75%					
23	"6. ""Объединенная Российская партия ""Русь"""	25	2	4	2	1	0	3	2	0	4	1	0	2	0	4					
		0.19%	0.18%	0.28%	0.14%	0.09%	0.0%	0.29%	0.17%	0.0%	0.29%	0.70%	0.0%	0.34%	0.0%	0.75%					
24	"7. ""Новый курс - Автомобильная Россия"""	65	7	17	2	4	2	3	6	7	8	0	2	1	3	3					
		0.50%	0.65%	1.19%	0.14%	0.36%	0.18%	0.29%	0.53%	0.57%	0.58%	0.0%	0.60%	0.17%	0.60%	0.56%					
25	"8. ""Народно-республиканская партия России"""	6	1	0	1	0	2	0	2	0	0	0	0	0	0	0					
		0.04%	0.09%	0.0%	0.07%	0.0%	0.18%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	4	2	1	7	4	4	0	3	0	0	0	0	0	0					
		0.19%	0.37%	0.14%	0.07%	0.64%	0.36%	0.39%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	127	4	20	13	5	14	16	10	15	7	0	5	5	6	7					
		0.98%	0.37%	1.40%	0.93%	0.45%	1.27%	1.56%	0.89%	1.23%	0.51%	0.0%	1.50%	0.85%	1.21%	1.31%					
28	"11. ""Истинные патриоты России"""	10	3	0	0	1	1	0	2	1	1	0	0	0	1	0					
		0.07%	0.27%	0.0%	0.0%	0.09%	0.09%	0.0%	0.17%	0.08%	0.07%	0.0%	0.0%	0.0%	0.20%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	56	0	6	6	3	6	12	7	2	2	0	6	4	1	1					
		0.43%	0.0%	0.42%	0.43%	0.27%	0.54%	1.17%	0.62%	0.16%	0.14%	0.0%	1.80%	0.68%	0.20%	0.18%					
