Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Черекская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319					
1	"Число избирателей, внесенных в списки"	16848	712	617	2554	968	1225	1050	1052	1396	993	632	300	1919	1253	1557	620					
2	"Число бюллетеней, полученных участковыми комиссиями"	16415	690	602	2450	940	1225	1050	990	1360	993	620	300	1900	1251	1424	620					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13813	418	581	2298	817	980	946	615	1189	936	545	235	1784	1066	961	442					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	383	24	9	49	73	66	0	21	5	0	65	22	0	19	30	0					
6	Число погашенных бюллетеней	2219	248	12	103	50	179	104	354	166	57	10	43	116	166	433	178					
7	Число бюллетеней в переносных ящиках для голосования	383	24	9	49	73	66	0	21	5	0	65	22	0	19	30	0					
8	Число бюллетеней в стационарных ящиках для голосования	13598	418	581	2298	817	914	946	615	1180	919	545	235	1774	1066	860	430					
9	Число недействительных бюллетеней	274	6	0	0	0	71	0	5	28	51	0	11	6	0	66	30					
10	Число действительных бюллетеней	13707	436	590	2347	890	909	946	631	1157	868	610	246	1768	1085	824	400					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	100	4	3	15	6	7	7	6	8	6	4	2	12	7	9	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	37	1	0	12	2	6	5	2	0	0	0	0	2	0	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3					
14	Число погашенных открепительных удостоверений	63	3	3	3	4	1	2	4	8	6	4	2	10	7	2	4					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	111	0	11	0	0	0	0	7	0	23	15	10	0	0	28	17					
		0.79%	0.0%	1.86%	0.0%	0.0%	0.0%	0.0%	1.10%	0.0%	2.50%	2.45%	3.89%	0.0%	0.0%	3.14%	3.95%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	201	0	5	0	6	0	7	3	0	11	4	2	145	0	10	8					
		1.43%	0.0%	0.84%	0.0%	0.67%	0.0%	0.73%	0.47%	0.0%	1.19%	0.65%	0.77%	8.17%	0.0%	1.12%	1.86%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	544	0	9	0	0	21	0	14	207	47	31	22	128	0	49	16					
		3.89%	0.0%	1.52%	0.0%	0.0%	2.14%	0.0%	2.20%	17.46%	5.11%	5.08%	8.56%	7.21%	0.0%	5.50%	3.72%					
