Выборы Президента Российской Федерации																																		
																																		
Наименование Избирательной комиссии:    Любимская																																		
																																		
Итоги голосования 																																		
																																		
		Сумма	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455					
1	"Число избирателей, внесенных в список"	13648	1044	805	1043	945	809	246	162	422	413	151	113	125	204	385	1025	164	202	254	178	223	75	145	240	474	204	263	3334					
2	Число полученных избирательных бюллетеней	10010	938	689	1023	854	691	242	159	418	413	143	117	126	200	340	930	168	200	246	190	228	69	140	232	469	200	260	325					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	6278	661	499	797	622	534	129	77	297	178	70	64	50	106	225	746	85	96	128	122	94	29	91	59	152	69	141	157					
5	"Число избирательных бюллетеней, выданных вне помещения"	2014	88	72	60	72	33	96	51	83	167	51	34	47	32	70	28	59	70	62	43	94	30	30	137	215	87	89	114					
6	Число погашенных избирательных бюллетеней	1718	189	118	166	160	124	17	31	38	68	22	19	29	62	45	156	24	34	56	25	40	10	19	36	102	44	30	54					
7	Число избирательных бюллетеней в переносных ящиках	2014	88	72	60	72	33	96	51	83	167	51	34	47	32	70	28	59	70	62	43	94	30	30	137	215	87	89	114					
8	Число бюллетеней в стационарных ящиках для голосования	6277	661	499	796	622	534	129	77	297	178	70	64	50	106	225	746	85	96	128	122	94	29	91	59	152	69	141	157					
9	Число недействительных избирательных бюллетеней	87	7	4	12	9	4	4	0	5	2	6	2	1	3	1	7	1	2	1	3	1	0	1	1	3	2	0	5					
10	Число действительных избирательных бюллетеней	8204	742	567	844	685	563	221	128	375	343	115	96	96	135	294	767	143	164	189	162	187	59	120	195	364	154	230	266					
11	Число полученных открепительных  удостоверений	500	30	30	30	30	30	10	10	10	20	10	15	15	10	30	30	20	15	10	20	15	10	15	15	20	15	15	20					
12	Число выданных открепительных удостоверений	114	11	10	14	10	4	1	0	10	7	2	3	1	0	0	12	10	0	0	13	0	0	1	0	2	0	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	81	6	6	4	9	1	6	3	0	3	3	3	3	0	3	1	7	0	3	1	1	2	3	4	2	2	3	2					
14	Число неиспользованных открепительных удостоверений	386	19	20	16	20	26	9	10	0	13	8	12	14	10	30	18	10	15	10	7	15	10	14	15	18	15	13	19					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																		
18	. Глазьев Сергей Юрьевич	272	32	19	31	25	21	4	6	15	11	0	3	4	3	15	29	2	8	4	3	7	0	2	3	5	4	10	6					
		3.28%	4.27%	3.33%	3.62%	3.60%	3.70%	1.78%	4.69%	3.95%	3.19%	0.00%	3.06%	4.12%	2.17%	5.08%	3.75%	1.39%	4.82%	2.11%	1.82%	3.72%	0.00%	1.65%	1.53%	1.36%	2.56%	4.35%	2.21%					
19	. Малышкин Олег Александрович	212	27	11	13	18	18	4	2	5	9	3	4	5	1	9	20	12	3	4	4	2	1	9	4	6	4	7	7					
		2.56%	3.60%	1.93%	1.52%	2.59%	3.17%	1.78%	1.56%	1.32%	2.61%	2.48%	4.08%	5.15%	0.72%	3.05%	2.58%	8.33%	1.81%	2.11%	2.42%	1.06%	1.69%	7.44%	2.04%	1.63%	2.56%	3.04%	2.58%					
20	. Миронов Сергей Михайлович	85	8	5	5	3	6	2	0	5	4	2	1	3	0	7	7	1	2	1	4	0	0	1	5	1	2	7	3					
		1.03%	1.07%	0.88%	0.58%	0.43%	1.06%	0.89%	0.00%	1.32%	1.16%	1.65%	1.02%	3.09%	0.00%	2.37%	0.90%	0.69%	1.20%	0.53%	2.42%	0.00%	0.00%	0.83%	2.55%	0.27%	1.28%	3.04%	1.11%					
21	. Путин Владимир Владимирович	6223	561	393	612	503	409	182	81	302	286	93	76	69	115	214	544	97	136	145	130	163	44	83	166	314	109	175	221					
		75.06%	74.90%	68.83%	71.50%	72.48%	72.13%	80.89%	63.28%	79.47%	82.90%	76.86%	77.55%	71.13%	83.33%	72.54%	70.28%	67.36%	81.93%	76.32%	78.79%	86.70%	74.58%	68.60%	84.69%	85.56%	69.87%	76.09%	81.55%					
22	. Хакамада Ирина Муцуовна	148	8	12	21	19	13	1	2	4	4	0	2	1	1	8	16	5	1	6	1	5	4	4	1	6	1	0	2					
		1.79%	1.07%	2.10%	2.45%	2.74%	2.29%	0.44%	1.56%	1.05%	1.16%	0.00%	2.04%	1.03%	0.72%	2.71%	2.07%	3.47%	0.60%	3.16%	0.61%	2.66%	6.78%	3.31%	0.51%	1.63%	0.64%	0.00%	0.74%					
23	. Харитонов Николай Михайлович	1116	97	116	144	84	85	25	37	34	26	16	8	11	14	36	134	24	11	27	17	10	9	20	15	31	32	29	24					
		13.46%	12.95%	20.32%	16.82%	12.10%	14.99%	11.11%	28.91%	8.95%	7.54%	13.22%	8.16%	11.34%	10.14%	12.20%	17.31%	16.67%	6.63%	14.21%	10.30%	5.32%	15.25%	16.53%	7.65%	8.45%	20.51%	12.61%	8.86%					
																																		
24	Против всех	148	9	11	18	33	11	3	0	10	3	1	2	3	1	5	17	2	3	2	3	0	1	1	1	1	2	2	3					
		1.79%	1.20%	1.93%	2.10%	4.76%	1.94%	1.33%	0.00%	2.63%	0.87%	0.83%	2.04%	3.09%	0.72%	1.69%	2.20%	1.39%	1.81%	1.05%	1.82%	0.00%	1.69%	0.83%	0.51%	0.27%	1.28%	0.87%	1.11%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
