Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Верховажская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11639	1624	1349	1119	466	575	162	357	149	159	427	398	209	117	512	101	156	649	203	88	87	201	309	82	932	108	433	316	351									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11600	1600	1300	1100	450	570	170	350	160	170	430	420	230	120	500	100	150	650	200	90	80	210	300	80	950	110	430	330	350									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5088	728	584	488	165	258	87	161	78	63	192	212	108	68	200	51	57	280	70	41	44	94	110	50	385	42	196	133	143									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1011	73	52	52	14	76	4	50	14	17	72	41	18	13	52	11	34	59	32	12	7	14	58	8	68	29	47	29	55									
6	Число погашенных избирательных бюллетеней	5501	799	664	560	271	236	79	139	68	90	166	167	104	39	248	38	59	311	98	37	29	102	132	22	497	39	187	168	152									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1011	73	52	52	14	76	4	50	14	17	72	41	18	13	52	11	34	59	32	12	7	14	58	8	68	29	47	29	55									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5088	728	584	488	165	258	87	161	78	63	192	212	108	68	200	51	57	280	70	41	44	94	110	50	385	42	196	133	143									
9	Число недействительных избирательных бюллетеней	122	16	17	10	7	3	3	2	4	1	9	6	0	2	9	0	2	6	1	1	1	2	0	0	8	1	2	4	5									
10	Число действительных избирательных бюллетеней	5977	785	619	530	172	331	88	209	88	79	255	247	126	79	243	62	89	333	101	52	50	106	168	58	445	70	241	158	193									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	550	40	30	30	30	20	15	20	20	15	30	15	25	10	30	10	10	30	15	10	10	20	15	10	30	10	15	15	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	279	32	19	10	2	5	15	3	18	15	11	9	19	5	5	9	1	10	7	5	4	14	2	6	21	5	9	15	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	129	13	7	6	5	12	3	5	2	3	5	11	3	5	4	4	3	5	2	0	3	3	4	1	7	2	5	1	5									
14	Число погашенных неиспользованных открепительных удостоверений	271	8	11	20	28	15	0	17	2	0	19	6	6	5	25	1	9	20	8	5	6	6	13	4	9	5	6	0	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	69	5	4	3	1	0	0	1	0	0	0	34	9	5	1	2	0	0	0	2	0	0	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	54	12	4	8	2	0	1	1	1	0	1	5	1	1	3	1	1	1	2	0	0	0	2	1	2	0	1	0	3									
		0.89%	1.50%	0.63%	1.48%	1.12%	0.00%	1.10%	0.47%	1.09%	0.00%	0.38%	1.98%	0.79%	1.23%	1.19%	1.61%	1.10%	0.29%	1.96%	0.00%	0.00%	0.00%	1.19%	1.72%	0.44%	0.00%	0.41%	0.00%	1.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	204	31	16	20	4	2	4	7	4	0	14	9	1	2	7	4	6	16	5	3	3	8	10	0	13	3	1	4	7									
		3.34%	3.87%	2.52%	3.70%	2.23%	0.60%	4.40%	3.32%	4.35%	0.00%	5.30%	3.56%	0.79%	2.47%	2.78%	6.45%	6.59%	4.72%	4.90%	5.66%	5.88%	7.41%	5.95%	0.00%	2.87%	4.23%	0.41%	2.47%	3.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	216	40	22	16	4	10	1	5	1	4	10	7	4	2	9	5	1	8	5	2	2	0	4	2	20	6	5	6	15									
		3.54%	4.99%	3.46%	2.96%	2.23%	2.99%	1.10%	2.37%	1.09%	5.00%	3.79%	2.77%	3.17%	2.47%	3.57%	8.06%	1.10%	2.36%	4.90%	3.77%	3.92%	0.00%	2.38%	3.45%	4.42%	8.45%	2.06%	3.70%	7.58%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2409	297	234	189	82	161	29	69	28	46	80	112	62	45	105	20	25	140	36	23	15	43	53	31	200	27	106	56	95									
		39.50%	37.08%	36.79%	35.00%	45.81%	48.20%	31.87%	32.70%	30.43%	57.50%	30.30%	44.27%	49.21%	55.56%	41.67%	32.26%	27.47%	41.30%	35.29%	43.40%	29.41%	39.81%	31.55%	53.45%	44.15%	38.03%	43.62%	34.57%	47.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	46	8	2	3	3	2	0	2	2	0	3	3	1	0	1	0	1	6	0	0	0	0	1	1	3	2	1	0	1									
		0.75%	0.99%	0.31%	0.56%	1.68%	0.60%	0.00%	0.95%	2.17%	0.00%	1.14%	1.19%	0.79%	0.00%	0.40%	0.00%	1.10%	1.77%	0.00%	0.00%	0.00%	0.00%	0.60%	1.72%	0.66%	2.82%	0.41%	0.00%	0.51%									
24	"6. Политическая партия ""Гражданская Платформа"""	14	0	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	1	0	1									
		0.23%	0.00%	0.16%	0.19%	0.00%	0.00%	0.00%	0.47%	1.09%	1.25%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.29%	1.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.41%	0.00%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1369	152	142	125	38	57	13	67	25	18	77	36	25	12	67	15	29	66	22	12	18	29	51	8	87	23	81	45	29									
		22.45%	18.98%	22.33%	23.15%	21.23%	17.07%	14.29%	31.75%	27.17%	22.50%	29.17%	14.23%	19.84%	14.81%	26.59%	24.19%	31.87%	19.47%	21.57%	22.64%	35.29%	26.85%	30.36%	13.79%	19.21%	32.39%	33.33%	27.78%	14.65%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	23	2	4	3	0	0	1	2	0	0	0	0	0	0	3	0	0	2	1	0	1	0	0	0	1	0	1	2	0									
