Выборы Президента Российской Федерации																																
																																
Наименование Избирательной комиссии:    Лев-Толстовская																																
																																
Итоги голосования 																																
																																
		Сумма	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721					
1	"Число избирателей, внесенных в список"	12516	1797	1265	1134	1246	1358	575	372	124	127	345	117	135	247	254	548	188	206	453	158	422	227	285	321	423	189					
2	Число полученных избирательных бюллетеней	12833	1874	1270	1184	1294	1385	572	371	127	125	347	121	146	277	276	556	189	204	457	154	416	258	283	312	433	202					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7584	960	697	662	652	729	357	312	92	88	247	97	91	194	189	325	139	101	339	99	312	158	207	209	227	101					
5	"Число избирательных бюллетеней, выданных вне помещения"	1613	63	99	48	134	55	161	24	25	28	61	20	44	49	57	122	26	79	56	29	65	57	42	60	146	63					
6	Число погашенных избирательных бюллетеней	3636	851	474	474	508	601	54	35	10	9	39	4	11	34	30	109	24	24	62	26	39	43	34	43	60	38					
7	Число избирательных бюллетеней в переносных ящиках	1612	63	99	47	134	55	161	24	25	28	61	20	44	49	57	122	26	79	56	29	65	57	42	60	146	63					
8	Число бюллетеней в стационарных ящиках для голосования	7583	960	697	661	652	729	357	312	92	88	247	97	91	194	189	325	139	101	339	99	312	158	207	209	227	101					
9	Число недействительных избирательных бюллетеней	79	8	3	1	4	7	5	4	4	2	2	0	3	3	2	7	3	4	4	3	5	0	0	3	2	0					
10	Число действительных избирательных бюллетеней	9116	1015	793	707	782	777	513	332	113	114	306	117	132	240	244	440	162	176	391	125	372	215	249	266	371	164					
11	Число полученных открепительных  удостоверений	340	45	20	20	30	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10					
12	Число выданных открепительных удостоверений	179	32	15	17	21	19	6	9	0	0	4	2	0	6	7	9	4	2	5	0	2	10	4	1	3	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	116	8	17	5	14	11	2	3	3	2	3	2	4	3	3	3	2	2	6	2	3	3	4	4	4	3					
14	Число неиспользованных открепительных удостоверений	161	13	5	3	9	1	4	1	10	10	6	8	10	4	3	1	6	8	5	10	8	5	6	9	7	9					
15	"Число открепительных удостоверений, выданных в ТИК"	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																
18	. Глазьев Сергей Юрьевич	181	33	23	21	21	16	5	2	4	9	7	0	1	1	2	3	5	2	7	2	2	2	3	2	4	4					
		1.97%	3.23%	2.89%	2.97%	2.67%	2.04%	0.97%	0.60%	3.42%	7.76%	2.27%	0.00%	0.74%	0.41%	0.81%	0.67%	3.03%	1.11%	1.77%	1.56%	0.53%	0.93%	1.20%	0.74%	1.07%	2.44%					
19	. Малышкин Олег Александрович	267	34	28	21	16	28	13	7	4	2	13	2	2	14	9	13	1	2	11	2	6	9	9	13	6	2					
		2.90%	3.32%	3.52%	2.97%	2.04%	3.57%	2.51%	2.08%	3.42%	1.72%	4.22%	1.71%	1.48%	5.76%	3.66%	2.91%	0.61%	1.11%	2.78%	1.56%	1.59%	4.19%	3.61%	4.83%	1.61%	1.22%					
20	. Миронов Сергей Михайлович	54	5	4	5	9	4	2	0	0	0	1	0	3	0	0	2	2	4	4	0	0	1	3	3	1	1					
		0.59%	0.49%	0.50%	0.71%	1.15%	0.51%	0.39%	0.00%	0.00%	0.00%	0.32%	0.00%	2.22%	0.00%	0.00%	0.45%	1.21%	2.22%	1.01%	0.00%	0.00%	0.47%	1.20%	1.12%	0.27%	0.61%					
21	. Путин Владимир Владимирович	6524	703	543	503	548	533	398	279	68	91	209	88	97	169	179	332	93	135	276	106	272	160	155	194	275	118					
		70.95%	68.72%	68.22%	71.05%	69.72%	67.98%	76.83%	83.04%	58.12%	78.45%	67.86%	75.21%	71.85%	69.55%	72.76%	74.27%	56.36%	75.00%	69.87%	82.81%	72.15%	74.42%	62.25%	72.12%	73.73%	71.95%					
22	. Хакамада Ирина Муцуовна	124	16	8	8	15	14	6	4	0	2	4	1	2	9	1	7	2	2	7	3	2	2	0	3	5	1					
		1.35%	1.56%	1.01%	1.13%	1.91%	1.79%	1.16%	1.19%	0.00%	1.72%	1.30%	0.85%	1.48%	3.70%	0.41%	1.57%	1.21%	1.11%	1.77%	2.34%	0.53%	0.93%	0.00%	1.12%	1.34%	0.61%					
23	. Харитонов Николай Михайлович	1764	194	156	128	148	161	84	35	32	9	69	24	26	45	48	77	51	27	80	10	87	40	77	49	70	37					
		19.18%	18.96%	19.60%	18.08%	18.83%	20.54%	16.22%	10.42%	27.35%	7.76%	22.40%	20.51%	19.26%	18.52%	19.51%	17.23%	30.91%	15.00%	20.25%	7.81%	23.08%	18.60%	30.92%	18.22%	18.77%	22.56%					
																																
24	Против всех	202	30	31	21	25	21	5	5	5	1	3	2	1	2	5	6	8	4	6	2	3	1	2	2	10	1					
		2.20%	2.93%	3.89%	2.97%	3.18%	2.68%	0.97%	1.49%	4.27%	0.86%	0.97%	1.71%	0.74%	0.82%	2.03%	1.34%	4.85%	2.22%	1.52%	1.56%	0.80%	0.47%	0.80%	0.74%	2.68%	0.61%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
