Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																	
Дата голосования: 04.12.2011																	
																	
Наименование Избирательной комиссии:    Корсаковская																	
																	
Сводная таблица результатов выборов																	
																	
		Сумма	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554					
1	"Число избирателей, внесенных в список избирателей"	3856	275	93	274	246	197	351	1274	284	317	545					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	3924	278	93	271	248	204	365	1290	294	331	550					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2534	196	79	172	145	110	214	854	158	250	356					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	823	58	13	53	68	62	112	240	67	61	89					
6	Число погашенных избирательных бюллетеней	567	24	1	46	35	32	39	196	69	20	105					
7	Число избирательных бюллетеней в переносных ящиках для голосования	823	58	13	53	68	62	112	240	67	61	89					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2534	196	79	172	145	110	214	854	158	250	356					
9	Число недействительных избирательных бюллетеней	259	0	0	1	0	0	0	255	1	2	0					
10	Число действительных избирательных бюллетеней	3098	254	92	224	213	172	326	839	224	309	445					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	330	30	20	20	30	20	20	110	20	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	30	1	1	2	0	0	3	17	4	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	29	3	2	3	2	1	2	10	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	300	29	19	18	30	20	17	93	16	28	30					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0					
																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	127	3	2	3	2	4	8	87	4	10	4					
		3.78%	1.18%	2.17%	1.33%	0.94%	2.33%	2.45%	7.95%	1.78%	3.22%	0.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	170	5	1	5	6	6	15	98	5	19	10					
		5.06%	1.97%	1.09%	2.22%	2.82%	3.49%	4.60%	8.96%	2.22%	6.11%	2.25%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	2	0	0	0	0	1	7	2	0	0					
		0.36%	0.79%	0.00%	0.00%	0.00%	0.00%	0.31%	0.64%	0.89%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	625	34	7	57	29	22	45	237	56	78	60					
		18.62%	13.39%	7.61%	25.33%	13.62%	12.79%	13.80%	21.66%	24.89%	25.08%	13.48%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	12	0	0	1	1	0	1	7	1	1	0					
		0.36%	0.00%	0.00%	0.44%	0.47%	0.00%	0.31%	0.64%	0.44%	0.32%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2150	210	82	158	175	140	256	401	156	201	371					
		64.05%	82.68%	89.13%	70.22%	82.16%	81.40%	78.53%	36.65%	69.33%	64.63%	83.37%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	2	0	0	0	0	0	0	2	0	0	0					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
