Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Клинцовская городская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №1124	УИК №1125									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	56930	1602	1870	1956	1875	1308	2159	2024	1649	1692	1755	1964	1710	2058	1941	1972	1925	2019	1903	2330	2205	2172	1974	2149	1989	1954	1699	1047	1501	467	898	1814	1349									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	53500	1400	1700	1700	1800	1200	2000	1900	1500	1600	1600	1800	1600	2000	1800	1900	1800	1900	1800	2300	2100	2100	1800	2000	1900	1800	1600	900	1400	400	800	2000	1400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	33964	516	603	993	705	767	1494	1082	820	888	537	927	999	1277	1225	1315	1337	1383	1053	1740	1482	1479	1477	1258	1525	1219	826	741	638	204	316	1814	1324									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2806	174	72	129	90	94	117	183	170	128	80	45	45	99	121	103	113	57	161	52	85	10	5	130	5	189	197	15	60	24	53	0	0									
6	Число погашенных избирательных бюллетеней	16730	710	1025	578	1005	339	389	635	510	584	983	828	556	624	454	482	350	460	586	508	533	611	318	612	370	392	577	144	702	172	431	186	76									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2806	174	72	129	90	94	117	183	170	128	80	45	45	99	121	103	113	57	161	52	85	10	5	130	5	189	197	15	60	24	53	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	33964	516	603	993	705	767	1494	1082	820	888	537	927	999	1277	1225	1315	1337	1383	1053	1740	1482	1479	1477	1258	1525	1219	826	741	638	204	316	1814	1324									
9	Число недействительных избирательных бюллетеней	244	3	11	13	13	7	10	2	6	3	5	7	6	13	9	4	6	4	17	8	14	0	8	0	0	5	8	4	21	6	30	0	1									
10	Число действительных избирательных бюллетеней	36526	687	664	1109	782	854	1601	1263	984	1013	612	965	1038	1363	1337	1414	1444	1436	1197	1784	1553	1489	1474	1388	1530	1403	1015	752	677	222	339	1814	1323									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	191	5	5	6	6	5	9	8	5	5	5	6	5	8	5	7	5	8	8	10	8	9	5	5	7	8	8	5	5	5	5	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	183	4	5	6	6	5	9	8	5	5	5	6	5	8	5	7	5	8	8	10	8	9	5	5	7	4	8	5	5	2	5	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	161	10	5	1	8	7	7	5	4	1	3	8	1	0	1	7	17	0	5	0	13	4	2	10	4	6	2	0	3	2	12	7	6									
14	Число погашенных неиспользованных открепительных удостоверений	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	207	5	8	7	12	5	13	10	5	6	4	6	3	11	9	9	5	4	7	11	7	9	10	10	6	8	5	4	6	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	559	10	12	14	13	10	13	14	38	24	13	13	10	21	26	0	6	7	16	119	23	26	25	10	16	18	12	1	22	7	8	8	4									
		1.52%	1.45%	1.78%	1.25%	1.64%	1.16%	0.81%	1.11%	3.84%	2.36%	2.11%	1.34%	0.96%	1.53%	1.93%	0.00%	0.41%	0.49%	1.32%	6.64%	1.47%	1.75%	1.69%	0.72%	1.05%	1.28%	1.17%	0.13%	3.15%	3.07%	2.17%	0.44%	0.30%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	528	4	19	20	13	5	21	15	6	13	13	19	8	24	15	78	22	16	24	83	9	15	0	16	9	20	17	0	10	6	6	0	2									
		1.44%	0.58%	2.81%	1.78%	1.64%	0.58%	1.30%	1.19%	0.61%	1.28%	2.11%	1.95%	0.77%	1.74%	1.11%	5.50%	1.52%	1.11%	1.98%	4.63%	0.57%	1.01%	0.00%	1.15%	0.59%	1.42%	1.66%	0.00%	1.43%	2.63%	1.63%	0.00%	0.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	320	5	11	18	12	11	19	10	9	23	7	6	6	11	13	0	8	16	13	36	14	14	0	7	13	13	4	1	7	4	8	0	1									
		0.87%	0.72%	1.63%	1.60%	1.51%	1.28%	1.18%	0.79%	0.91%	2.26%	1.13%	0.62%	0.57%	0.80%	0.97%	0.00%	0.55%	1.11%	1.07%	2.01%	0.89%	0.94%	0.00%	0.50%	0.85%	0.92%	0.39%	0.13%	1.00%	1.75%	2.17%	0.00%	0.08%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	28567	532	345	765	493	653	1305	976	748	722	387	735	836	1054	1020	1177	1181	1152	852	1186	1208	1135	1287	1192	1265	1138	794	670	378	123	197	1775	1286									
		77.69%	77.10%	51.11%	68.18%	62.01%	75.84%	81.01%	77.15%	75.56%	71.06%	62.72%	75.62%	80.08%	76.60%	75.78%	83.00%	81.45%	80.00%	70.18%	66.18%	77.09%	76.23%	86.84%	85.88%	82.68%	80.82%	77.61%	88.62%	54.15%	53.95%	53.39%	97.85%	97.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	93	0	0	3	1	1	4	3	3	1	2	2	3	7	2	0	7	2	6	5	2	0	0	0	2	0	6	0	30	0	0	0	1									
		0.25%	0.00%	0.00%	0.27%	0.13%	0.12%	0.25%	0.24%	0.30%	0.10%	0.32%	0.21%	0.29%	0.51%	0.15%	0.00%	0.48%	0.14%	0.49%	0.28%	0.13%	0.00%	0.00%	0.00%	0.13%	0.00%	0.59%	0.00%	4.30%	0.00%	0.00%	0.00%	0.08%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	4	1	0	1	0	1	0	3	0	0	4	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	1	1	0	0	0									
		0.06%	0.00%	0.59%	0.09%	0.00%	0.12%	0.00%	0.08%	0.00%	0.30%	0.00%	0.00%	0.38%	0.07%	0.00%	0.00%	0.00%	0.00%	0.08%	0.06%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.44%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2216	50	93	112	94	29	48	97	39	62	92	68	54	75	105	37	89	87	94	115	86	101	68	77	70	89	75	20	60	55	52	5	18									
		6.03%	7.25%	13.78%	9.98%	11.82%	3.37%	2.98%	7.67%	3.94%	6.10%	14.91%	6.99%	5.17%	5.45%	7.80%	2.61%	6.14%	6.04%	7.74%	6.42%	5.49%	6.78%	4.59%	5.55%	4.58%	6.32%	7.33%	2.65%	8.60%	24.12%	14.09%	0.28%	1.36%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	4	4	4	1	0	9	4	2	2	2	4	3	0	3	0	2	3	6	6	1	3	0	4	3	2	4	0	1	0	0	0	0									
