Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																										
Дата голосования: 18.09.2016																										
																										
Наименование Избирательной комиссии:    Турковская																										
																										
Сводная таблица итогов голосования по федеральному избирательному округу																										
																										
		Сумма	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	10038	1400	1560	1003	1047	434	614	354	257	249	633	596	482	553	390	466									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10333	1501	1570	991	1115	429	683	353	260	242	630	580	500	614	397	468									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4309	596	517	454	651	122	201	236	149	101	346	158	296	183	144	155									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3015	242	603	105	139	127	299	84	92	124	130	309	141	144	220	256									
6	Число погашенных избирательных бюллетеней	3009	663	450	432	325	180	183	33	19	17	154	113	63	287	33	57									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3015	242	603	105	139	127	299	84	92	124	130	309	141	144	220	256									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4309	596	517	454	651	122	201	236	149	101	346	158	296	183	144	155									
9	Число недействительных избирательных бюллетеней	38	15	0	0	7	1	5	0	0	0	4	0	0	6	0	0									
10	Число действительных избирательных бюллетеней	7286	823	1120	559	783	248	495	320	241	225	472	467	437	321	364	411									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	140	20	10	10	10	15	10	5	5	5	10	10	5	10	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	66	11	6	6	5	8	3	4	0	2	10	0	2	4	5	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	17	1	3	2	1	4	0	1	0	1	2	0	0	1	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	74	9	4	4	5	7	7	1	5	3	0	10	3	6	5	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	4	5	2	3	2	0	0	0	0	0	1	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	14	2	0	0	0	1	7	0	0	0	0	0	0	1	0	3									
		0.19%	0.24%	0.00%	0.00%	0.00%	0.40%	1.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.73%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	87	32	0	2	24	3	10	0	0	0	0	0	0	11	1	4									
		1.19%	3.82%	0.00%	0.36%	3.04%	1.20%	2.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.36%	0.27%	0.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	40	14	0	0	9	2	4	0	0	0	0	0	0	10	0	1									
		0.55%	1.67%	0.00%	0.00%	1.14%	0.80%	0.80%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.06%	0.00%	0.24%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5475	551	873	455	521	187	318	255	215	169	376	343	372	173	325	342									
		74.75%	65.75%	77.95%	81.40%	65.95%	75.10%	63.60%	79.69%	89.21%	75.11%	78.99%	73.45%	85.13%	52.91%	89.29%	83.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	9	4	0	0	1	2	2	0	0	0	0	0	0	0	0	0									
		0.12%	0.48%	0.00%	0.00%	0.13%	0.80%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	398	95	25	9	76	9	46	8	5	20	4	3	14	55	6	23									
		5.43%	11.34%	2.23%	1.61%	9.62%	3.61%	9.20%	2.50%	2.07%	8.89%	0.84%	0.64%	3.20%	16.82%	1.65%	5.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	9	2	0	0	3	0	2	0	0	0	0	0	0	2	0	0									
		0.12%	0.24%	0.00%	0.00%	0.38%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	6	2	0	0	0	0	2	0	0	0	0	0	0	1	0	1									
		0.08%	0.24%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
