Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Ачитская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184					
1	"Число избирателей, внесенных в список избирателей"	14810	2131	2088	50	567	196	218	185	978	297	273	109	473	126	142	236	791	253	74	45	183	643	176	394	463	78	305	118	80	230	92	94	96	939	1687					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13900	1950	1950	50	550	200	200	200	900	250	250	100	450	130	140	220	750	250	70	40	180	600	160	350	410	70	300	110	80	220	90	90	90	900	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	76	0	0	0	0	0	0	34	0	0	0	0	0	12	0	0	0	0	0	0	7	0	0	0	0	0	0	23	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7661	1096	1057	30	313	113	133	62	472	146	126	63	253	63	85	149	347	122	36	31	84	372	88	229	242	49	222	59	52	151	56	69	47	431	813					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	720	115	62	5	20	10	18	14	46	19	8	6	14	5	11	14	45	25	9	2	14	28	7	10	29	11	25	0	5	16	10	6	21	38	52					
6	Число погашенных избирательных бюллетеней	5443	739	831	15	217	77	49	90	382	85	116	31	183	50	44	57	358	103	25	7	75	200	65	111	139	10	53	28	23	53	24	15	22	431	735					
7	Число избирательных бюллетеней в переносных ящиках для голосования	796	115	62	5	20	10	18	48	46	19	8	6	14	17	11	14	45	25	9	2	21	28	7	10	29	11	25	23	5	16	10	6	21	38	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7661	1096	1057	30	313	113	133	62	472	146	126	63	253	63	85	149	347	122	36	31	84	372	88	229	242	49	222	59	52	151	56	69	47	431	813					
9	Число недействительных избирательных бюллетеней	196	34	33	1	3	5	4	2	8	11	1	1	17	1	3	4	5	0	0	2	3	5	3	5	4	4	7	2	1	2	0	0	1	6	18					
10	Число действительных избирательных бюллетеней	8261	1177	1086	34	330	118	147	108	510	154	133	68	250	79	93	159	387	147	45	31	102	395	92	234	267	56	240	80	56	165	66	75	67	463	847					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	383	43	36	2	15	5	10	15	15	5	3	5	15	5	5	10	29	6	4	1	6	15	0	10	10	2	25	5	6	7	8	1	5	29	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	363	41	36	2	10	5	10	15	15	5	3	3	12	5	5	8	29	6	4	1	6	15	0	9	8	1	25	3	6	7	8	1	5	29	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	160	19	23	3	5	2	3	1	7	4	3	2	5	2	1	5	8	3	3	4	1	11	3	4	3	3	5	1	4	3	3	0	2	6	8					
