Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Березовская																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15					
1	"Число избирателей, внесенных в списки избирателей"	17543	332	1444	1321	1048	1277	2667	1924	2025	269	990	398	978	870	1425	575					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18340	330	1420	1260	1020	1250	2840	1900	2100	300	1020	400	1100	900	1750	750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	623	86	0	21	0	96	0	76	0	11	0	48	0	0	138	147					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	11957	212	915	808	668	832	1607	1227	1283	226	856	331	929	804	949	310					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	581	15	24	52	82	40	42	24	29	27	11	12	17	20	155	31					
6	Число погашенных избирательных бюллетеней	5179	17	481	379	270	282	1191	573	788	36	153	9	154	76	508	262					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1204	101	24	73	82	136	42	100	29	38	11	60	17	20	293	178					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	11955	212	913	808	668	832	1607	1227	1283	226	856	331	929	804	949	310					
9	Число недействительных избирательных бюллетеней	158	0	12	7	8	11	13	18	18	0	6	3	7	31	17	7					
10	Число действительных избирательных бюллетеней	13001	313	925	874	742	957	1636	1309	1294	264	861	388	939	793	1225	481					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	378	10	20	28	10	10	10	20	40	10	50	10	60	50	30	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	238	8	9	14	10	6	10	10	16	1	41	4	45	42	13	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	116	2	2	7	9	14	1	44	5	2	4	1	8	14	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	140	2	11	14	0	4	0	10	24	9	9	6	15	8	17	11					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	22	1	1	3	2	1	6	2	4	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	222	4	9	20	5	10	39	30	31	2	5	8	6	16	32	5					
		1.69%	1.28%	0.96%	2.27%	0.67%	1.03%	2.37%	2.26%	2.36%	0.76%	0.58%	2.05%	0.63%	1.94%	2.58%	1.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	104	0	12	6	3	9	23	13	11	1	2	1	4	11	8	0					
		0.79%	0.00%	1.28%	0.68%	0.40%	0.93%	1.39%	0.98%	0.84%	0.38%	0.23%	0.26%	0.42%	1.33%	0.64%	0.00%					
20	3.Политическая партия «Демократическая партия России»	17	0	3	1	0	1	2	3	2	0	0	0	1	3	1	0					
		0.13%	0.00%	0.32%	0.11%	0.00%	0.10%	0.12%	0.23%	0.15%	0.00%	0.00%	0.00%	0.11%	0.36%	0.08%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	596	6	41	48	49	57	94	78	69	6	13	12	29	28	48	18					
		4.53%	1.92%	4.38%	5.45%	6.53%	5.89%	5.70%	5.88%	5.26%	2.27%	1.50%	3.07%	3.07%	3.40%	3.86%	3.69%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	44	0	5	2	3	6	7	2	5	1	2	0	1	5	5	0					
		0.33%	0.00%	0.53%	0.23%	0.40%	0.62%	0.42%	0.15%	0.38%	0.38%	0.23%	0.00%	0.11%	0.61%	0.40%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	35	1	0	3	1	3	6	5	3	0	3	1	2	2	5	0					
		0.27%	0.32%	0.00%	0.34%	0.13%	0.31%	0.36%	0.38%	0.23%	0.00%	0.35%	0.26%	0.21%	0.24%	0.40%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1470	20	103	105	93	103	198	177	191	17	68	34	99	108	112	42					
		11.17%	6.39%	10.99%	11.92%	12.40%	10.64%	12.01%	13.34%	14.56%	6.44%	7.84%	8.70%	10.47%	13.11%	9.02%	8.61%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	839	4	58	78	40	99	136	98	86	7	43	17	31	53	59	30					
		6.38%	1.28%	6.19%	8.85%	5.33%	10.23%	8.25%	7.39%	6.55%	2.65%	4.96%	4.35%	3.28%	6.43%	4.75%	6.15%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	96	3	3	8	4	6	13	11	1	2	8	6	13	0	11	7					
		0.73%	0.96%	0.32%	0.91%	0.53%	0.62%	0.79%	0.83%	0.08%	0.76%	0.92%	1.53%	1.37%	0.00%	0.89%	1.43%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	9448	275	666	589	526	654	1106	887	885	219	709	308	743	561	942	378					
		71.80%	87.86%	71.08%	66.86%	70.13%	67.56%	67.07%	66.84%	67.45%	82.95%	81.78%	78.77%	78.54%	68.08%	75.85%	77.46%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	130	0	25	14	18	9	12	5	10	9	8	1	10	6	2	1					
		0.99%	0.00%	2.67%	1.59%	2.40%	0.93%	0.73%	0.38%	0.76%	3.41%	0.92%	0.26%	1.06%	0.73%	0.16%	0.20%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
