Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Варнавинская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437					
1	"Число избирателей, внесенных в списки"	9689	2426	1091	264	258	487	360	287	85	395	489	650	423	432	254	1788					
2	"Число бюллетеней, полученных участковыми комиссиями"	9000	2220	990	230	240	450	410	260	80	370	460	620	380	390	230	1670					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	300	0	0	0	0	0	0	0	55	0	0	0	0	0	0	245					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4651	1152	489	129	159	332	343	217	0	120	241	337	166	149	159	658					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	707	59	68	24	10	3	17	3	0	63	97	48	68	103	17	127					
6	Число погашенных бюллетеней	3341	1009	433	77	71	114	50	40	25	187	122	235	146	138	54	640					
7	Число бюллетеней в переносных ящиках для голосования	964	59	68	24	10	3	17	3	12	63	97	48	68	103	17	372					
8	Число бюллетеней в стационарных ящиках для голосования	4693	1152	489	128	159	332	343	217	43	120	241	337	166	149	159	658					
9	Число недействительных бюллетеней	102	19	14	6	5	3	6	1	4	5	4	7	8	7	2	11					
10	Число действительных бюллетеней	5555	1192	543	146	164	332	354	219	51	178	334	378	226	245	174	1019					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	360	90	40	10	10	15	15	10	5	15	20	20	15	15	10	70					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	43	13	2	1	1	1	2	1	1	0	2	0	5	1	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	46	6	3	3	1	6	14	5	0	1	0	2	1	2	1	1					
14	Число погашенных открепительных удостоверений	317	77	38	9	9	14	13	9	4	15	18	20	10	14	3	64					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	89	20	9	4	0	5	6	5	2	2	6	6	5	6	5	8					
		1.57%	1.65%	1.61%	2.63%	0.0%	1.49%	1.66%	2.27%	3.63%	1.09%	1.77%	1.55%	2.13%	2.38%	2.84%	0.77%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	61	18	9	1	7	0	5	1	0	2	3	2	3	3	1	6					
		1.07%	1.48%	1.61%	0.65%	4.14%	0.0%	1.38%	0.45%	0.0%	1.09%	0.88%	0.51%	1.28%	1.19%	0.56%	0.58%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	107	34	10	2	6	3	8	6	2	4	2	2	8	6	2	12					
		1.89%	2.80%	1.79%	1.31%	3.55%	0.89%	2.22%	2.72%	3.63%	2.18%	0.59%	0.51%	3.41%	2.38%	1.13%	1.16%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	33	12	6	1	1	1	0	2	0	1	1	1	3	2	0	2					
		0.58%	0.99%	1.07%	0.65%	0.59%	0.29%	0.0%	0.90%	0.0%	0.54%	0.29%	0.25%	1.28%	0.79%	0.0%	0.19%					
22	"5. ""За Русь Святую"""	18	4	1	0	0	3	0	1	0	1	1	1	2	0	2	2					
		0.31%	0.33%	0.17%	0.0%	0.0%	0.89%	0.0%	0.45%	0.0%	0.54%	0.29%	0.25%	0.85%	0.0%	1.13%	0.19%					
23	"6. ""Объединенная Российская партия ""Русь"""	13	2	3	0	0	2	1	0	0	0	2	2	1	0	0	0					
		0.22%	0.16%	0.53%	0.0%	0.0%	0.59%	0.27%	0.0%	0.0%	0.0%	0.59%	0.51%	0.42%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	3	5	0	0	0	0	1	0	0	0	1	0	2	0	2					
		0.24%	0.24%	0.89%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.25%	0.0%	0.79%	0.0%	0.19%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	1	1	0	2	0	1	0	3	1	0	2	0					
		0.19%	0.0%	0.0%	0.0%	0.59%	0.29%	0.0%	0.90%	0.0%	0.54%	0.0%	0.77%	0.42%	0.0%	1.13%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	3	1	2	1	0	0	1	0	0	0	0	2	1	1	1					
		0.22%	0.24%	0.17%	1.31%	0.59%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.85%	0.39%	0.56%	0.09%					
27	"10. ""Аграрная партия России"""	542	152	65	14	9	17	18	5	2	11	62	77	41	24	19	26					
		9.58%	12.55%	11.66%	9.21%	5.32%	5.07%	5.0%	2.27%	3.63%	6.01%	18.34%	20.0%	17.52%	9.52%	10.79%	2.52%					
28	"11. ""Истинные патриоты России"""	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.45%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	37	6	8	6	0	2	2	1	0	0	2	5	0	2	0	3					
		0.65%	0.49%	1.43%	3.94%	0.0%	0.59%	0.55%	0.45%	0.0%	0.0%	0.59%	1.29%	0.0%	0.79%	0.0%	0.29%					
30	"13. ""Демократическая партия России"""	10	2	1	0	0	1	2	0	0	1	1	0	0	1	0	1					
		0.17%	0.16%	0.17%	0.0%	0.0%	0.29%	0.55%	0.0%	0.0%	0.54%	0.29%	0.0%	0.0%	0.39%	0.0%	0.09%					
31	"14. ""Великая Россия - Евразийский Союз"""	14	3	1	0	1	0	3	0	0	0	0	0	1	0	0	5					
		0.24%	0.24%	0.17%	0.0%	0.59%	0.0%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.48%					
32	"15. ""Партия СЛОН"""	3	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.05%	0.08%	0.17%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	194	60	15	4	9	10	15	9	3	11	3	8	11	12	4	20					
		3.42%	4.95%	2.69%	2.63%	5.32%	2.98%	4.16%	4.09%	5.45%	6.01%	0.88%	2.07%	4.70%	4.76%	2.27%	1.94%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	7	2	0	0	0	0	0	0	0	2	0	0	1	1	1	0					
		0.12%	0.16%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.09%	0.0%	0.0%	0.42%	0.39%	0.56%	0.0%					
35	"18. ""ЛДПР"""	618	175	64	19	17	39	37	32	2	7	29	58	15	15	16	93					
		10.92%	14.45%	11.49%	12.5%	10.05%	11.64%	10.27%	14.54%	3.63%	3.82%	8.57%	15.06%	6.41%	5.95%	9.09%	9.02%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	80	11	13	4	3	5	3	0	3	6	7	6	3	7	2	7					
		1.41%	0.90%	2.33%	2.63%	1.77%	1.49%	0.83%	0.0%	5.45%	3.27%	2.07%	1.55%	1.28%	2.77%	1.13%	0.67%					
37	"20. ""Политическая партия ""Единая Россия"""	3042	522	263	73	88	196	221	136	32	106	177	171	101	131	103	722					
		53.77%	43.10%	47.21%	48.02%	52.07%	58.50%	61.38%	61.81%	58.18%	57.92%	52.36%	44.41%	43.16%	51.98%	58.52%	70.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	20	4	2	1	1	1	1	0	0	1	0	1	0	1	0	7					
		0.35%	0.33%	0.35%	0.65%	0.59%	0.29%	0.27%	0.0%	0.0%	0.54%	0.0%	0.25%	0.0%	0.39%	0.0%	0.67%					
39	"22. ""Развитие предпринимательства"""	14	1	4	3	0	0	0	1	1	0	0	1	0	1	0	2					
		0.24%	0.08%	0.71%	1.97%	0.0%	0.0%	0.0%	0.45%	1.81%	0.0%	0.0%	0.25%	0.0%	0.39%	0.0%	0.19%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	440	123	46	7	15	27	22	11	3	16	23	25	21	22	12	67					
		7.77%	10.15%	8.25%	4.60%	8.87%	8.05%	6.11%	5.0%	5.45%	8.74%	6.80%	6.49%	8.97%	8.73%	6.81%	6.50%					
																						
41	Против всех	172	34	16	5	5	19	8	4	1	5	15	8	7	8	4	33					
		3.04%	2.80%	2.87%	3.28%	2.95%	5.67%	2.22%	1.81%	1.81%	2.73%	4.43%	2.07%	2.99%	3.17%	2.27%	3.20%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
