Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Шарыповская городская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694					
1	"Число избирателей, внесенных в списки избирателей"	34394	2147	1400	2139	2170	2437	2008	1938	1974	1872	2061	1957	1002	2096	2018	623	1059	1298	2188	2007					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34380	2000	1380	2260	2240	2570	2060	2030	1960	1800	2110	2010	940	2170	2110	620	990	1280	2050	1800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	20175	1125	873	1190	1247	1386	1302	1185	1272	1095	1139	1104	602	1260	1192	256	650	787	1248	1262					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	719	114	9	45	31	29	21	31	24	11	19	21	9	35	45	129	38	33	37	38					
6	Число погашенных избирательных бюллетеней	13486	761	498	1025	962	1155	737	814	664	694	952	885	329	875	873	235	302	460	765	500					
7	Число избирательных бюллетеней в переносных ящиках для голосования	719	114	9	45	31	29	21	31	24	11	19	21	9	35	45	129	38	33	37	38					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20164	1123	873	1190	1247	1382	1302	1185	1268	1094	1139	1104	602	1260	1192	256	650	787	1248	1262					
9	Число недействительных избирательных бюллетеней	191	4	8	10	16	13	15	20	9	8	9	8	11	10	14	0	5	7	14	10					
10	Число действительных избирательных бюллетеней	20692	1233	874	1225	1262	1398	1308	1196	1283	1097	1149	1117	600	1285	1223	385	683	813	1271	1290					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	437	27	12	27	31	32	20	25	19	25	20	20	10	33	28	5	13	30	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	362	21	11	24	30	31	17	22	18	22	12	17	6	31	27	4	10	18	19	22					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	152	13	5	15	13	9	7	12	5	2	4	12	7	6	20	5	0	7	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	75	6	1	3	1	1	3	3	1	3	8	3	4	2	1	1	3	12	11	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	55	3	1	8	7	2	4	4	2	2	0	3	0	4	2	3	0	2	5	3					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	455	26	26	23	29	22	25	28	24	26	32	34	13	24	20	13	23	12	22	33					
		2.18%	2.10%	2.95%	1.86%	2.27%	1.56%	1.89%	2.30%	1.86%	2.35%	2.76%	3.02%	2.13%	1.85%	1.62%	3.38%	3.34%	1.46%	1.71%	2.54%					
19	2.Всероссийская политическая партия «Гражданская Сила»	168	10	9	7	13	9	8	25	8	11	11	11	2	10	9	1	5	1	13	5					
		0.80%	0.81%	1.02%	0.57%	1.02%	0.64%	0.60%	2.06%	0.62%	0.99%	0.95%	0.98%	0.33%	0.77%	0.73%	0.26%	0.73%	0.12%	1.01%	0.38%					
20	3.Политическая партия «Демократическая партия России»	34	3	2	0	2	5	1	1	1	1	0	1	0	1	7	0	1	3	1	4					
		0.16%	0.24%	0.23%	0.00%	0.16%	0.35%	0.08%	0.08%	0.08%	0.09%	0.00%	0.09%	0.00%	0.08%	0.57%	0.00%	0.15%	0.37%	0.08%	0.31%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3348	315	149	238	187	214	194	179	209	185	192	202	99	166	178	47	97	99	173	225					
		16.03%	25.46%	16.89%	19.27%	14.63%	15.17%	14.66%	14.72%	16.18%	16.74%	16.58%	17.96%	16.20%	12.82%	14.39%	12.21%	14.10%	12.07%	13.46%	17.31%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	287	17	15	14	11	22	22	12	22	14	15	22	17	14	14	1	5	8	29	13					
		1.37%	1.37%	1.70%	1.13%	0.86%	1.56%	1.66%	0.99%	1.70%	1.27%	1.30%	1.96%	2.78%	1.08%	1.13%	0.26%	0.73%	0.98%	2.26%	1.00%					
23	6.Политическая партия «Партия социальной справедливости»	56	2	2	4	1	2	5	6	7	2	3	5	2	1	2	3	0	4	3	2					
		0.27%	0.16%	0.23%	0.32%	0.08%	0.14%	0.38%	0.49%	0.54%	0.18%	0.26%	0.44%	0.33%	0.08%	0.16%	0.78%	0.00%	0.49%	0.23%	0.15%					
24	7.Политическая партия «Либерально-демократическая партия России»	2450	117	109	148	141	208	146	135	145	142	138	122	68	153	157	38	82	111	164	126					
		11.73%	9.46%	12.36%	11.98%	11.03%	14.74%	11.04%	11.10%	11.22%	12.85%	11.92%	10.84%	11.13%	11.81%	12.69%	9.87%	11.92%	13.54%	12.76%	9.69%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1978	109	87	105	140	151	111	115	151	119	109	106	51	119	92	20	77	75	103	138					
		9.47%	8.81%	9.86%	8.50%	10.95%	10.70%	8.39%	9.46%	11.69%	10.77%	9.41%	9.42%	8.35%	9.19%	7.44%	5.19%	11.19%	9.15%	8.02%	10.62%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	157	4	2	11	16	8	14	8	11	10	16	6	2	11	14	1	7	5	3	8					
		0.75%	0.32%	0.23%	0.89%	1.25%	0.57%	1.06%	0.66%	0.85%	0.90%	1.38%	0.53%	0.33%	0.85%	1.13%	0.26%	1.02%	0.61%	0.23%	0.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11596	622	461	669	715	735	764	675	702	583	626	598	340	766	718	257	385	493	758	729					
		55.53%	50.28%	52.27%	54.17%	55.95%	52.09%	57.75%	55.51%	54.33%	52.76%	54.06%	53.16%	55.65%	59.15%	58.04%	66.75%	55.96%	60.12%	58.99%	56.08%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	163	8	12	6	7	22	18	12	3	4	7	10	6	20	12	4	1	2	2	7					
		0.78%	0.65%	1.36%	0.49%	0.55%	1.56%	1.36%	0.99%	0.23%	0.36%	0.60%	0.89%	0.98%	1.54%	0.97%	1.04%	0.15%	0.24%	0.16%	0.54%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
