Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Большеигнатовская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148					
1	"Число избирателей, внесенных в списки избирателей"	7018	241	614	2429	283	282	189	395	147	271	239	262	201	191	396	203	148	88	222	217					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6967	242	615	2376	283	283	189	391	147	271	241	262	202	191	396	203	148	88	222	217					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6661	234	580	2292	283	282	185	362	147	215	228	262	201	183	385	191	146	73	195	217					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	287	7	29	84	0	0	3	29	0	54	11	0	0	8	8	12	2	15	25	0					
6	Число погашенных избирательных бюллетеней	19	1	6	0	0	1	1	0	0	2	2	0	1	0	3	0	0	0	2	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	287	7	29	84	0	0	3	29	0	54	11	0	0	8	8	12	2	15	25	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6661	234	580	2292	283	282	185	362	147	215	228	262	201	183	385	191	146	73	195	217					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	6948	241	609	2376	283	282	188	391	147	269	239	262	201	191	393	203	148	88	220	217					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	297	11	25	102	12	12	8	16	6	11	10	11	9	8	17	9	6	4	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	9	1	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	12	0	0	4	0	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	288	10	25	97	12	12	8	15	6	11	9	11	9	8	17	9	6	4	9	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.68%	0.00%	0.45%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
