Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																						
Дата голосования: 04.12.2011																																						
																																						
Наименование Избирательной комиссии:    Чистопольская городская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №2766	УИК №2767	УИК №2768	УИК №2769	УИК №2770	УИК №2771	УИК №2772	УИК №2773	УИК №2774	УИК №2775	УИК №2776	УИК №2777	УИК №2778	УИК №2779	УИК №2780	УИК №2781	УИК №2782	УИК №2783	УИК №2784	УИК №2785	УИК №2786	УИК №2787	УИК №2788	УИК №2789	УИК №2790	УИК №2791	УИК №2792	УИК №2793	УИК №2794	УИК №2795	УИК №2796					
1	"Число избирателей, внесенных в список избирателей"	49364	1704	1658	1730	2467	2538	1538	1776	300	1767	408	1501	1307	1424	1045	2125	2137	2307	1147	1483	2231	748	1691	2389	553	972	2075	2055	2320	2294	1140	534					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	46900	1600	1600	1700	2300	2300	1400	1700	400	1600	500	1400	1200	1400	1000	2000	2000	2200	1100	1500	2100	800	1600	2300	500	900	1900	1900	2200	2200	1100	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36839	1082	1061	1115	2084	1859	1230	1519	300	1483	408	1019	612	820	895	1691	1804	1959	699	929	1833	592	1132	1992	418	795	1756	1188	1767	1665	818	314					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3042	83	40	51	87	105	91	45	0	90	0	124	299	118	13	132	182	241	133	105	107	69	56	93	19	31	114	152	78	160	205	19					
6	Число погашенных избирательных бюллетеней	7019	435	499	534	129	336	79	136	100	27	92	257	289	462	92	177	14	0	268	466	160	139	412	215	63	74	30	560	355	375	77	167					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3042	83	40	51	87	105	91	45	0	90	0	124	299	118	13	132	182	241	133	105	107	69	56	93	19	31	114	152	78	160	205	19					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36731	1082	1061	1115	2084	1859	1230	1519	300	1483	408	1019	612	820	895	1691	1804	1959	699	929	1726	592	1132	1992	418	795	1756	1187	1767	1665	818	314					
9	Число недействительных избирательных бюллетеней	378	2	24	5	12	16	15	15	0	5	128	7	5	12	0	5	6	0	2	7	20	6	17	4	9	11	4	12	4	7	6	12					
10	Число действительных избирательных бюллетеней	39395	1163	1077	1161	2159	1948	1306	1549	300	1568	280	1136	906	926	908	1818	1980	2200	830	1027	1813	655	1171	2081	428	815	1866	1327	1841	1818	1017	321					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	745	25	25	25	40	40	20	25	0	25	0	20	20	20	15	30	30	35	15	20	35	15	25	40	15	15	30	30	35	35	25	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	468	14	8	25	13	22	15	22	0	16	0	10	13	20	9	29	30	23	15	19	12	10	14	21	6	6	14	14	25	21	19	3					
