Выборы Президента Российской Федерации																																	
																																	
Наименование Избирательной комиссии:    Новолялинская																																	
																																	
Итоги голосования 																																	
																																	
		Сумма	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646					
1	"Число избирателей, внесенных в список"	17906	1156	2081	1568	1141	954	1123	517	915	678	810	1456	1721	559	965	481	139	107	277	83	246	176	167	132	117	249	88					
2	Число полученных избирательных бюллетеней	17800	1126	2110	1488	1151	953	1139	519	914	672	810	1413	1716	517	960	492	141	115	282	87	251	168	167	138	122	258	91					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	10022	591	1191	884	533	478	592	277	515	363	433	827	1020	248	562	313	82	77	190	44	139	104	116	84	71	227	61					
5	"Число избирательных бюллетеней, выданных вне помещения"	467	19	35	31	26	32	14	16	21	30	17	26	45	24	47	0	0	0	22	4	17	15	2	7	17	0	0					
6	Число погашенных избирательных бюллетеней	7311	516	884	573	592	443	533	226	378	279	360	560	651	245	351	179	59	38	70	39	95	49	49	47	34	31	30					
7	Число избирательных бюллетеней в переносных ящиках	467	19	35	31	26	32	14	16	21	30	17	26	45	24	47	0	0	0	22	4	17	15	2	7	17	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	10022	591	1191	884	533	478	592	277	515	363	433	827	1020	248	562	313	82	77	190	44	139	104	116	84	71	227	61					
9	Число недействительных избирательных бюллетеней	86	5	15	3	6	7	5	3	3	1	5	8	10	4	3	1	1	1	0	0	0	0	0	1	2	2	0					
10	Число действительных избирательных бюллетеней	10403	605	1211	912	553	503	601	290	533	392	445	845	1055	268	606	312	81	76	212	48	156	119	118	90	86	225	61					
11	Число полученных открепительных  удостоверений	350	25	35	26	22	20	20	11	16	15	15	15	20	12	17	15	6	6	6	6	6	6	6	6	6	6	6					
12	Число выданных открепительных удостоверений	31	4	9	5	0	1	0	1	1	2	0	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	6	2	0	1	0	1	3	2	1	0	0	2	2	0	0	0	0	1	0	0	0	2	0	0	1	0					
14	Число неиспользованных открепительных удостоверений	319	21	26	21	22	19	20	10	15	13	15	14	15	12	16	14	6	6	6	6	6	6	6	6	6	6	6					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
