Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																							
Дата голосования: 07.12.2003 0:00:00																																																							
																																																							
Наименование Избирательной комиссии:    Цунтинская																																																							
																																																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																							
																																																							
		Сумма	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609					
1	"Число избирателей, внесенных в списки"	9804	65	46	73	825	547	70	108	105	319	96	112	181	234	41	223	500	585	394	113	199	190	118	301	206	94	236	92	302	197	103	42	197	75	309	322	344	191	93	173	82	30	291	175	110	542	67	32	54					
2	"Число бюллетеней, полученных участковыми комиссиями"	9714	65	46	73	800	606	70	102	105	300	90	102	181	210	41	223	500	585	375	114	188	190	118	258	226	92	234	92	342	187	103	42	197	71	378	306	344	191	84	173	71	30	291	163	110	498	61	32	54					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9029	65	46	73	799	547	63	102	105	266	77	100	156	210	41	223	480	390	375	113	187	184	118	258	206	92	208	91	291	187	103	42	197	71	309	306	344	191	84	173	71	30	287	163	110	355	54	32	54					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	89	0	0	0	0	0	2	0	0	26	0	0	25	0	0	0	20	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных бюллетеней	596	0	0	0	1	59	5	0	0	8	13	2	0	0	0	0	0	180	0	1	1	6	0	0	20	0	26	0	51	0	0	0	0	0	69	0	0	0	0	0	0	0	4	0	0	143	7	0	0					
7	Число бюллетеней в переносных ящиках для голосования	89	0	0	0	0	0	2	0	0	26	0	0	25	0	0	0	20	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	8971	65	46	73	799	547	63	102	105	266	77	100	156	210	41	223	480	390	351	113	187	184	118	258	206	92	204	91	291	187	103	42	197	71	309	306	344	191	84	173	71	30	287	163	110	325	54	32	54					
9	Число недействительных бюллетеней	54	0	0	0	0	0	0	2	0	0	0	1	0	7	0	12	0	16	3	0	4	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0					
10	Число действительных бюллетеней	9006	65	46	73	799	547	65	100	105	292	77	99	181	203	41	211	500	389	348	113	183	184	116	258	206	92	204	92	291	187	103	42	195	71	309	306	344	190	84	173	71	30	287	162	110	322	54	32	54					
