Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Курахская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865					
1	"Число избирателей, внесенных в список избирателей"	11404	795	468	16	121	425	95	570	425	1251	1130	125	173	608	1078	768	541	140	790	123	20	43	80	203	187	182	270	161	352	200	64					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	10450	720	410	18	94	397	85	520	397	1158	1030	110	155	550	1058	757	506	127	712	111	18	35	67	187	167	159	244	140	300	170	48					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10125	720	391	16	94	397	85	520	397	1150	1028	110	155	550	962	671	420	127	686	111	18	35	67	187	167	159	244	140	300	170	48					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	50	0	19	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	275	0	0	2	0	0	0	0	0	3	2	0	0	0	96	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	50	0	19	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10125	720	391	16	94	397	85	520	397	1150	1028	110	155	550	962	671	420	127	686	111	18	35	67	187	167	159	244	140	300	170	48					
9	Число недействительных избирательных бюллетеней	21	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	10154	720	410	16	94	397	85	520	397	1155	1028	110	155	550	954	668	410	127	712	111	18	35	67	187	167	159	244	140	300	170	48					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	50	5	0	0	0	0	0	5	0	5	5	0	0	0	10	10	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	50	5	0	0	0	0	0	5	0	5	5	0	0	0	10	10	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	36	0	0	0	1	0	0	0	2	4	1	0	0	0	4	5	13	0	2	0	0	0	0	1	1	0	0	2	0	0	0					
		0.35%	0.00%	0.00%	0.00%	1.06%	0.00%	0.00%	0.00%	0.50%	0.35%	0.10%	0.00%	0.00%	0.00%	0.42%	0.75%	3.10%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.53%	0.60%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	5	4	0	0	0	0	10	1	7	10	0	2	4	3	0	2	2	5	0	0	0	0	0	0	2	0	0	0	0	0					
		0.56%	0.69%	0.98%	0.00%	0.00%	0.00%	0.00%	1.92%	0.25%	0.61%	0.97%	0.00%	1.29%	0.73%	0.31%	0.00%	0.48%	1.57%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1747	124	71	2	16	66	6	81	69	200	177	18	27	95	129	112	97	22	189	17	4	9	9	9	27	27	40	24	43	29	8					
		17.17%	17.22%	17.32%	12.50%	17.02%	16.62%	7.06%	15.58%	17.38%	17.32%	17.22%	16.36%	17.42%	17.27%	13.41%	16.69%	23.10%	17.32%	26.54%	15.32%	22.22%	25.71%	13.43%	4.81%	16.17%	16.98%	16.39%	17.14%	14.33%	17.06%	16.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.15%	0.24%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8285	586	334	14	77	331	79	429	323	943	836	92	126	451	813	549	294	103	513	94	14	26	57	176	139	130	204	114	257	141	40					
		81.43%	81.39%	81.46%	87.50%	81.91%	83.38%	92.94%	82.50%	81.36%	81.65%	81.32%	83.64%	81.29%	82.00%	84.51%	81.82%	70.00%	81.10%	72.05%	84.68%	77.78%	74.29%	85.07%	94.12%	83.23%	81.76%	83.61%	81.43%	85.67%	82.94%	83.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	20	5	1	0	0	0	0	0	1	0	3	0	0	0	4	1	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0					
		0.20%	0.69%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.29%	0.00%	0.00%	0.00%	0.42%	0.15%	0.48%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
