Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Бутурлиновская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546					
1	"Число избирателей, внесенных в списки"	44913	2512	1061	695	2072	1858	2314	1573	1681	1774	1517	1171	1522	2833	744	222	246	863	652	331	143	1242	591	557	756	944	1462	1397	1220	573	721	661	677	1219	379	352	176	651	145	398	244	439	479	290	1781	1692	83					
2	"Число бюллетеней, полученных участковыми комиссиями"	43700	2480	1075	680	2000	1700	2200	1520	1695	1700	1490	1130	1445	2635	700	220	250	800	630	330	150	1230	580	520	745	900	1450	1360	1195	580	720	600	670	1200	380	325	175	625	145	400	220	400	450	300	1800	1800	100					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20385	1063	460	324	899	813	1075	739	758	774	648	498	733	1272	377	137	113	345	412	198	85	545	256	141	350	398	569	650	571	239	332	367	321	584	210	215	108	320	120	269	129	245	235	133	767	539	49					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	748	22	7	25	27	16	19	49	34	25	55	13	19	7	22	6	3	31	7	2	2	14	12	36	57	20	12	12	19	21	11	26	4	5	0	8	5	15	0	0	0	31	10	10	2	23	4					
6	Число погашенных бюллетеней	22567	1395	608	331	1074	871	1106	732	903	901	787	619	693	1356	301	77	134	424	211	130	63	671	312	343	338	482	869	698	605	320	377	207	345	611	170	102	62	290	25	131	91	124	205	157	1031	1238	47					
7	Число бюллетеней в переносных ящиках для голосования	748	22	7	25	27	16	19	49	34	25	55	13	19	7	22	6	3	31	7	2	2	14	12	36	57	20	12	12	19	21	11	26	4	5	0	8	5	15	0	0	0	31	10	10	2	23	4					
8	Число бюллетеней в стационарных ящиках для голосования	20344	1059	460	324	899	813	1075	738	755	768	648	496	733	1266	377	137	113	345	412	198	85	545	256	141	350	398	569	650	556	239	331	365	321	584	210	215	108	320	120	269	129	245	235	133	767	538	49					
9	Число недействительных бюллетеней	418	28	6	6	23	10	13	5	12	16	16	9	13	4	10	3	3	6	8	2	0	26	4	7	13	17	11	18	16	11	7	7	10	4	0	3	5	9	0	8	3	15	2	6	5	16	2					
10	Число действительных бюллетеней	20674	1053	461	343	903	819	1081	782	777	777	687	500	739	1269	389	140	113	370	411	198	87	533	264	170	394	401	570	644	559	249	335	384	315	585	210	220	108	326	120	261	126	261	243	137	764	545	51					
