Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																				
Дата голосования: 04.12.2011																																				
																																				
Наименование Избирательной комиссии:    Некоузская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591					
1	"Число избирателей, внесенных в список избирателей"	13990	1068	1073	792	263	220	197	308	142	215	287	309	169	1040	783	275	145	259	179	217	1113	781	980	539	127	279	285	602	666	677					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13995	1000	1000	800	280	230	195	310	145	235	290	310	175	1000	800	290	145	250	200	240	1100	790	990	550	130	280	300	600	670	690					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6379	550	545	365	74	120	91	74	51	57	110	127	43	623	440	110	57	127	75	101	477	328	370	215	69	76	80	297	394	333					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1963	64	103	48	135	23	45	87	24	98	89	59	96	51	66	80	29	49	63	40	114	53	110	70	19	83	86	35	51	93					
6	Число погашенных избирательных бюллетеней	5653	386	352	387	71	87	59	149	70	80	91	124	36	326	294	100	59	74	62	99	509	409	510	265	42	121	134	268	225	264					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1963	64	103	48	135	23	45	87	24	98	89	59	96	51	66	80	29	49	63	40	114	53	110	70	19	83	86	35	51	93					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6378	550	545	364	74	120	91	74	51	57	110	127	43	623	440	110	57	127	75	101	477	328	370	215	69	76	80	297	394	333					
9	Число недействительных избирательных бюллетеней	119	10	8	6	1	0	2	3	1	2	7	4	0	12	9	2	1	0	1	2	4	6	9	4	5	0	1	4	6	9					
10	Число действительных избирательных бюллетеней	8222	604	640	406	208	143	134	158	74	153	192	182	139	662	497	188	85	176	137	139	587	375	471	281	83	159	165	328	439	417					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	280	15	18	15	5	5	5	5	5	5	5	10	5	25	25	10	5	5	5	7	15	15	10	10	5	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	181	8	18	8	5	5	1	0	2	5	1	0	2	21	17	8	2	4	5	7	10	9	10	3	3	1	2	4	10	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	10	13	5	6	4	3	2	2	3	3	4	0	21	10	1	4	6	4	4	9	10	3	7	3	3	0	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	99	7	0	7	0	0	4	5	3	0	4	10	3	4	8	2	3	1	0	0	5	6	0	7	2	4	8	6	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	1	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2358	224	221	124	51	39	36	33	17	29	32	26	16	255	158	51	21	33	20	34	170	114	163	84	14	32	37	91	134	99					
		28.27%	36.48%	34.10%	30.10%	24.40%	27.27%	26.47%	20.50%	22.67%	18.71%	16.08%	13.98%	11.51%	37.83%	31.23%	26.84%	24.42%	18.75%	14.49%	24.11%	28.76%	29.92%	33.96%	29.47%	15.91%	20.13%	22.29%	27.41%	30.11%	23.24%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1215	73	77	71	39	36	20	13	4	30	34	49	18	54	52	49	8	20	25	18	116	79	76	55	13	21	26	44	36	59					
		14.57%	11.89%	11.88%	17.23%	18.66%	25.17%	14.71%	8.07%	5.33%	19.35%	17.09%	26.34%	12.95%	8.01%	10.28%	25.79%	9.30%	11.36%	18.12%	12.77%	19.63%	20.73%	15.83%	19.30%	14.77%	13.21%	15.66%	13.25%	8.09%	13.85%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	75	4	9	3	2	2	1	1	1	1	0	1	1	7	5	3	1	1	1	2	7	5	4	1	0	2	3	3	0	4					
		0.90%	0.65%	1.39%	0.73%	0.96%	1.40%	0.74%	0.62%	1.33%	0.65%	0.00%	0.54%	0.72%	1.04%	0.99%	1.58%	1.16%	0.57%	0.72%	1.42%	1.18%	1.31%	0.83%	0.35%	0.00%	1.26%	1.81%	0.90%	0.00%	0.94%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1473	86	130	95	17	15	25	23	17	7	25	30	14	142	128	28	13	30	10	14	82	56	67	37	11	34	37	82	134	84					
		17.66%	14.01%	20.06%	23.06%	8.13%	10.49%	18.38%	14.29%	22.67%	4.52%	12.56%	16.13%	10.07%	21.07%	25.30%	14.74%	15.12%	17.05%	7.25%	9.93%	13.87%	14.70%	13.96%	12.98%	12.50%	21.38%	22.29%	24.70%	30.11%	19.72%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	127	8	5	4	1	0	0	0	4	1	1	2	1	28	30	3	0	1	2	1	8	3	8	3	2	1	0	1	8	1					
		1.52%	1.30%	0.77%	0.97%	0.48%	0.00%	0.00%	0.00%	5.33%	0.65%	0.50%	1.08%	0.72%	4.15%	5.93%	1.58%	0.00%	0.57%	1.45%	0.71%	1.35%	0.79%	1.67%	1.05%	2.27%	0.63%	0.00%	0.30%	1.80%	0.23%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2939	206	196	108	97	50	51	88	31	85	99	74	89	171	121	54	41	91	79	70	200	117	153	101	43	69	61	105	122	167					
		35.24%	33.55%	30.25%	26.21%	46.41%	34.97%	37.50%	54.66%	41.33%	54.84%	49.75%	39.78%	64.03%	25.37%	23.91%	28.42%	47.67%	51.70%	57.25%	49.65%	33.84%	30.71%	31.88%	35.44%	48.86%	43.40%	36.75%	31.63%	27.42%	39.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	35	3	2	1	1	1	1	0	0	0	1	0	0	5	3	0	1	0	0	0	4	1	0	0	0	0	1	2	5	3					
		0.42%	0.49%	0.31%	0.24%	0.48%	0.70%	0.74%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.74%	0.59%	0.00%	1.16%	0.00%	0.00%	0.00%	0.68%	0.26%	0.00%	0.00%	0.00%	0.00%	0.60%	0.60%	1.12%	0.70%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
