Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    Некоузская																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587					
1	"Число избирателей, внесенных в списки избирателей"	14626	1025	1147	802	232	233	183	311	154	225	226	119	332	179	1072	802	300	139	293	195	237	1215	875	1013	707	533	65	975	340	697					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14723	954	980	800	263	254	211	347	173	283	237	154	341	181	1045	818	349	175	306	223	248	1141	882	950	716	580	80	962	344	726					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7626	629	634	434	55	145	76	93	68	70	152	29	172	65	681	458	155	53	147	68	137	619	453	465	301	255	38	570	221	383					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2442	47	104	51	118	46	78	142	42	137	47	78	68	97	49	57	100	67	99	88	59	167	61	158	150	161	13	79	16	63					
6	Число погашенных избирательных бюллетеней	4655	278	242	315	90	63	57	112	63	76	38	47	101	19	315	303	94	55	60	67	52	355	368	327	265	164	29	313	107	280					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2442	47	104	51	118	46	78	142	42	137	47	78	68	97	49	57	100	67	99	88	59	167	61	158	150	161	13	79	16	63					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7625	628	634	434	55	145	76	93	68	70	152	29	172	65	681	458	155	53	147	68	137	619	453	465	301	255	38	570	221	383					
9	Число недействительных избирательных бюллетеней	62	3	5	1	0	0	5	1	2	2	0	0	0	1	7	2	5	1	2	0	0	8	2	3	2	1	0	1	4	4					
10	Число действительных избирательных бюллетеней	10005	672	733	484	173	191	149	234	108	205	199	107	240	161	723	513	250	119	244	156	196	778	512	620	449	415	51	648	233	442					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	304	14	12	10	5	8	8	7	13	15	7	4	5	3	30	20	12	7	7	15	7	13	12	12	10	9	3	10	6	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	287	12	12	10	5	8	1	7	13	15	7	4	5	3	30	20	12	7	3	15	7	12	12	12	10	9	0	10	6	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	230	14	24	12	1	7	3	0	3	4	5	4	4	5	24	11	3	9	16	5	4	11	12	12	9	5	2	7	9	5					
14	Число погашенных неиспользованных открепительных удостоверений	17	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	3	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
