Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Инсарская																																				
																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																				
																																				
		Сумма	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292					
1	"Число избирателей, внесенных в списки"	12243	1193	1276	1166	1210	644	679	603	270	59	514	135	288	442	298	280	251	280	152	58	427	74	192	208	292	407	253	70	272	250					
2	"Число бюллетеней, полученных участковыми комиссиями"	12034	1139	1270	1120	1177	616	633	588	282	57	513	134	289	442	287	284	256	279	154	58	427	74	192	209	290	411	256	73	274	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10117	928	988	927	1094	580	529	484	244	39	477	127	235	379	196	247	226	247	133	53	386	68	172	193	214	301	188	55	226	181					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1182	111	160	60	80	34	36	19	26	10	23	7	40	45	75	33	25	8	17	5	41	6	20	15	52	97	42	15	40	40					
6	Число погашенных бюллетеней	735	100	122	133	3	2	68	85	12	8	13	0	14	18	16	4	5	24	4	0	0	0	0	1	24	13	26	3	8	29					
7	Число бюллетеней в переносных ящиках для голосования	1182	111	160	60	80	34	36	19	26	10	23	7	40	45	75	33	25	8	17	5	41	6	20	15	52	97	42	15	40	40					
8	Число бюллетеней в стационарных ящиках для голосования	10112	928	988	927	1094	576	529	483	244	39	477	127	235	379	196	247	226	247	133	53	386	68	172	193	214	301	188	55	226	181					
9	Число недействительных бюллетеней	306	15	45	10	0	2	4	10	5	2	27	4	7	13	7	4	3	30	19	0	0	5	0	6	3	56	6	15	0	8					
10	Число действительных бюллетеней	10988	1024	1103	977	1174	608	561	492	265	47	473	130	268	411	264	276	248	225	131	58	427	69	192	202	263	342	224	55	266	213					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	192	20	15	17	15	10	10	10	5	2	5	2	5	5	5	5	5	5	5	2	5	2	5	5	5	5	5	2	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	91	20	14	16	9	7	9	7	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	2	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	67	7	2	4	2	1	4	1	2	3	4	2	0	0	5	3	2	2	1	2	3	2	2	2	4	1	0	1	3	2					
14	Число погашенных открепительных удостоверений	101	0	1	1	6	3	1	3	5	2	5	2	5	4	5	5	5	3	5	2	5	2	5	5	4	4	3	2	3	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	80	1	0	17	5	0	9	19	0	1	2	0	0	0	6	0	1	1	0	0	0	0	1	1	8	1	0	0	0	7					
