Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
"Наименование Избирательной комиссии:    Орел, Заводская"																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №299	УИК №300									
1	"Число избирателей, включенных в список избирателей"	88084	2229	917	1408	1097	860	1749	1553	1336	1355	1697	1890	1941	2420	1990	2633	2305	2740	2139	2143	1387	1795	1640	983	2485	2256	1141	2412	2168	2233	2493	1640	2369	1579	1031	1246	1220	1809	2050	2084	994	827	1578	1597	2110	1779	1280	2061	2595	1254	1586									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	87210	2270	900	1380	1090	860	1660	1530	1340	1390	1680	1860	1940	2460	1970	2680	2330	2540	2160	2150	1360	1810	1640	990	2540	2250	1110	2480	2180	2290	2350	1680	2350	1560	940	1260	1210	1760	2050	2110	920	800	1550	1610	2140	1810	1280	2030	2430	970	1560									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	53485	1451	526	846	591	530	1045	946	1008	794	1035	1253	1148	1381	1148	1471	1195	1740	1225	1295	781	1125	1032	524	1530	1493	667	1368	1364	1421	1516	1073	1482	919	587	589	647	1053	1222	1345	634	476	1072	983	1379	1023	725	1397	1648	839	943									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2163	73	23	10	34	30	32	30	19	33	45	31	39	41	40	80	95	64	92	82	39	36	48	21	38	37	36	39	23	34	80	44	24	51	24	17	78	58	112	53	32	24	57	47	41	54	33	27	26	7	30									
6	Число погашенных избирательных бюллетеней	31561	746	351	524	465	300	583	554	313	563	600	576	753	1038	782	1129	1040	736	843	773	540	649	560	445	972	720	407	1073	793	835	754	563	844	590	329	654	484	649	716	712	254	300	421	580	720	733	522	606	756	124	587									
