Выборы Президента Российской Федерации																																																										
Дата голосования: 04.03.2012																																																										
																																																										
Наименование Избирательной комиссии:    Орел, Заводская																																																										
																																																										
Сводная таблица итогов голосования																																																										
																																																										
	Число участковых избирательных комиссий	47																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	47																																																								
																																																										
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794	УИК №819	УИК №823									
1	Число избирателей, включенных в список избирателей	88701	1139	943	1694	1812	2093	2482	1354	1253	945	915	1976	2124	2117	1639	2320	2403	1962	2818	2085	2301	2048	2849	2015	2363	1565	1888	1772	1254	2704	2524	1235	2505	2406	2464	2742	1755	2356	1189	868	1442	1217	1880	1668	2815	1807	1064	1931									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	87900	1150	950	1700	1800	2050	2450	1350	1200	900	900	1950	2050	2150	1650	2300	2400	1900	2800	2000	2200	2050	2700	2000	2300	1600	1850	1800	1200	2600	2500	1200	2450	2400	2500	2600	1700	2350	1750	850	1450	1200	1850	1650	2800	1800	1050	1850									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	55731	700	534	1152	1154	1428	1696	820	797	525	573	1263	1471	1786	1006	1443	1643	1196	1730	1174	1332	1104	1467	1208	1464	900	1245	1202	690	1679	1727	770	1397	1582	1601	1711	1202	1545	1113	499	734	655	999	989	1743	1167	662	1253									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2053	35	35	50	46	41	40	39	17	40	37	33	63	31	17	52	26	39	42	50	71	53	120	80	36	33	36	39	22	45	29	30	36	34	32	82	24	45	41	25	9	54	67	123	75	27	21	31									
6	Число погашенных избирательных бюллетеней	30116	415	381	498	600	581	714	491	386	335	290	654	516	333	627	805	731	665	1028	776	797	893	1113	712	800	667	569	559	488	876	744	400	1017	784	867	807	474	760	596	326	707	491	784	538	982	606	367	566									
