Выборы Президента Российской Федерации																																																				
																																																				
"Наименование Избирательной комиссии:    Орел, Заводская"																																																				
																																																				
Итоги голосования 																																																				
																																																				
		Сумма	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №794					
1	"Число избирателей, внесенных в список"	80299	1220	913	1870	1776	2270	2056	1440	858	844	864	1945	2139	2359	2050	2377	2317	1304	2634	1914	2498	1656	1102	2101	2031	1525	1844	1842	1030	1985	2648	1860	2117	2393	1394	2370	1845	2001	2117	765	1370	1310	1559	1595	2704	1487					
2	Число полученных избирательных бюллетеней	87400	1341	1053	1950	2014	2404	2382	1542	985	890	918	2079	1893	2674	2264	2546	2444	1585	2867	1994	2703	1864	1244	2247	2264	1737	1947	2015	1191	2091	2916	2017	2355	2614	1588	2400	1974	2192	2460	908	1470	1454	1725	1694	2867	1638					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	53010	834	567	1370	1116	1575	1497	1030	571	478	508	1289	1547	1824	1514	1457	1448	925	1621	1074	1402	1070	681	1246	1392	1173	1200	1263	623	1388	1891	1263	1264	1701	986	1766	1187	1294	1445	488	689	924	812	848	1722	1047					
5	"Число избирательных бюллетеней, выданных вне помещения"	3881	81	55	86	192	46	54	70	51	104	46	57	74	65	128	155	36	65	39	88	109	78	71	92	70	92	84	61	96	59	60	100	74	50	68	110	25	36	81	58	30	110	232	215	216	112					
6	Число погашенных избирательных бюллетеней	30509	426	431	494	706	783	831	442	363	308	364	733	272	785	622	934	960	595	1207	832	1192	716	492	909	802	472	663	691	472	644	965	654	1017	863	534	524	762	862	934	362	751	420	681	631	929	479					
7	Число избирательных бюллетеней в переносных ящиках	3881	81	55	86	192	46	54	70	51	104	46	57	74	65	128	155	36	65	39	88	109	78	71	92	70	92	84	61	96	59	60	100	74	50	68	110	25	36	81	58	30	110	232	215	216	112					
8	Число бюллетеней в стационарных ящиках для голосования	52861	828	567	1370	1116	1575	1497	1030	571	478	508	1289	1547	1824	1386	1457	1448	925	1620	1074	1402	1070	681	1246	1391	1173	1200	1263	622	1388	1891	1263	1264	1699	984	1761	1187	1294	1444	488	689	922	812	848	1722	1047					
9	Число недействительных избирательных бюллетеней	463	1	7	34	13	7	9	5	4	2	3	5	12	11	15	8	14	12	7	2	20	13	2	11	9	4	4	4	4	5	8	53	4	14	23	10	11	14	25	2	11	7	16	4	11	3					
10	Число действительных избирательных бюллетеней	56279	908	615	1422	1295	1614	1542	1095	618	580	551	1341	1609	1878	1499	1604	1470	978	1652	1160	1491	1135	750	1327	1452	1261	1280	1320	714	1442	1943	1310	1334	1735	1029	1861	1201	1316	1500	544	708	1025	1028	1059	1927	1156					
