7	Число избирательных бюллетеней в переносных ящиках для голосования	2977	5	28	31	19	29	8	83	72	5	11	58	52	34	85	27	35	207	31	23	22	12	24	94	16	42	44	70	28	14	33	24	48	12	36	30	27	22	19	70	88	43	30	30	82	31	75	15	15	46	16	14	14	20	31	79	71	32	72	50	11	48	43	32	29	47	3	10	62	39	37	100	38	26	9	59									
8	Число бюллетеней в стационарных ящиках для голосования	44905	161	715	795	699	1097	414	897	957	766	350	503	1071	715	1298	1283	886	1029	497	589	422	286	235	1365	334	472	517	1588	585	203	429	226	586	286	440	612	549	469	278	1397	1507	826	733	451	986	630	1140	262	259	534	169	168	170	399	713	725	776	433	787	764	190	1030	743	336	608	554	85	158	866	407	392	351	305	158	158	131									
9	Число недействительных избирательных бюллетеней	592	2	9	9	12	22	21	12	9	3	14	5	7	10	16	11	7	19	1	5	13	1	1	12	0	13	4	13	6	0	6	2	10	4	10	8	12	3	0	25	10	2	8	3	3	8	6	6	6	13	2	1	3	4	13	7	19	1	15	9	0	12	5	8	10	5	0	7	18	9	7	13	10	3	4	5									
10	Число действительных избирательных бюллетеней	47290	164	734	817	706	1104	401	968	1020	768	347	556	1116	739	1367	1299	914	1217	527	607	431	297	258	1447	350	501	557	1645	607	217	456	248	624	294	466	634	564	488	297	1442	1585	867	755	478	1065	653	1209	271	268	567	183	181	181	415	731	797	828	464	844	805	201	1066	781	360	627	596	88	161	910	437	422	438	333	181	163	185									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																						
13	Бабурин Сергей Николаевич	96	0	0	3	0	2	3	1	1	0	1	0	0	0	1	0	0	2	4	2	2	0	1	2	0	0	2	2	0	0	1	1	1	0	2	0	0	0	2	7	2	2	0	3	3	0	2	2	3	0	2	0	2	0	3	0	4	0	1	2	0	5	2	0	1	1	2	0	0	4	0	3	1	1	1	1									
		0.20%	0.00%	0.00%	0.36%	0.00%	0.18%	0.71%	0.10%	0.10%	0.00%	0.28%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.16%	0.76%	0.33%	0.45%	0.00%	0.39%	0.14%	0.00%	0.00%	0.36%	0.12%	0.00%	0.00%	0.22%	0.40%	0.16%	0.00%	0.42%	0.00%	0.00%	0.00%	0.67%	0.48%	0.13%	0.23%	0.00%	0.62%	0.28%	0.00%	0.16%	0.72%	1.09%	0.00%	1.08%	0.00%	1.09%	0.00%	0.40%	0.00%	0.47%	0.00%	0.12%	0.25%	0.00%	0.46%	0.25%	0.00%	0.16%	0.17%	2.27%	0.00%	0.00%	0.90%	0.00%	0.67%	0.29%	0.54%	0.60%	0.53%									
14	Грудинин Павел Николаевич	1027	5	6	10	11	43	29	20	25	33	17	7	16	14	26	17	16	19	5	4	9	4	1	45	10	10	4	22	8	2	13	14	21	3	5	13	12	11	4	25	21	21	49	7	31	17	27	5	4	10	2	3	6	11	16	9	21	6	17	11	3	27	11	6	22	7	4	8	21	17	9	7	9	8	5	10									
		2.14%	3.01%	0.81%	1.21%	1.53%	3.82%	6.87%	2.04%	2.43%	4.28%	4.71%	1.25%	1.42%	1.87%	1.88%	1.30%	1.74%	1.54%	0.95%	0.65%	2.03%	1.34%	0.39%	3.08%	2.86%	1.95%	0.71%	1.33%	1.31%	0.92%	2.81%	5.60%	3.31%	1.01%	1.05%	2.02%	2.08%	2.24%	1.35%	1.70%	1.32%	2.42%	6.42%	1.46%	2.90%	2.57%	2.22%	1.81%	1.46%	1.72%	1.08%	1.65%	3.26%	2.63%	2.15%	1.12%	2.48%	1.29%	1.98%	1.35%	1.49%	2.50%	1.40%	1.63%	3.45%	1.16%	4.55%	4.76%	2.26%	3.81%	2.10%	1.55%	2.62%	4.35%	2.99%	5.26%									
15	Жириновский Владимир Вольфович	692	0	8	16	11	35	18	15	13	12	6	14	11	7	24	16	19	15	10	5	6	6	4	24	5	7	3	15	9	6	7	1	9	9	10	10	6	9	4	11	13	6	32	5	15	10	15	11	3	5	3	2	5	3	11	9	13	5	7	16	1	7	15	2	10	4	2	1	6	7	9	4	5	5	4	5									
		1.45%	0.00%	1.08%	1.94%	1.53%	3.11%	4.27%	1.53%	1.26%	1.56%	1.66%	2.50%	0.98%	0.93%	1.74%	1.22%	2.06%	1.21%	1.89%	0.82%	1.35%	2.01%	1.54%	1.64%	1.43%	1.36%	0.53%	0.90%	1.47%	2.76%	1.52%	0.40%	1.42%	3.02%	2.10%	1.56%	1.04%	1.83%	1.35%	0.75%	0.82%	0.69%	4.19%	1.04%	1.40%	1.51%	1.23%	3.97%	1.09%	0.86%	1.62%	1.10%	2.72%	0.72%	1.48%	1.12%	1.53%	1.08%	0.81%	1.97%	0.50%	0.65%	1.91%	0.54%	1.57%	0.67%	2.27%	0.60%	0.65%	1.57%	2.10%	0.89%	1.46%	2.72%	2.40%	2.63%									
16	Путин Владимир Владимирович	43891	156	702	764	675	975	283	915	950	693	254	520	1066	674	1289	1239	865	1155	496	583	376	281	246	1343	318	446	526	1586	585	206	401	226	571	274	432	595	533	455	269	1349	1510	813	662	447	1004	611	1150	242	250	535	176	174	152	382	682	750	731	450	801	753	189	970	729	343	569	577	78	141	839	382	384	397	292	152	149	153									
		91.66%	93.98%	94.48%	92.49%	94.01%	86.59%	67.06%	93.37%	92.32%	89.88%	70.36%	92.69%	94.92%	89.99%	93.20%	94.58%	93.92%	93.45%	93.94%	95.26%	84.68%	94.30%	94.98%	92.05%	90.86%	86.77%	93.76%	95.66%	95.43%	94.93%	86.80%	90.40%	90.06%	91.95%	90.76%	92.68%	92.53%	92.67%	90.57%	91.96%	94.67%	93.56%	86.76%	92.93%	94.01%	92.44%	94.65%	87.36%	91.24%	92.24%	95.14%	95.60%	82.61%	91.17%	91.67%	93.28%	86.30%	96.77%	93.25%	92.51%	94.03%	89.98%	92.75%	93.21%	89.32%	96.01%	88.64%	83.93%	90.41%	85.65%	89.51%	88.03%	85.13%	82.61%	89.22%	80.53%									
17	Собчак Ксения Анатольевна	1045	1	9	11	2	37	55	10	19	14	44	7	17	26	15	12	7	13	6	7	24	5	6	26	14	27	18	12	3	1	27	4	14	5	11	4	7	10	10	40	24	12	12	12	4	6	9	10	6	8	0	2	12	14	12	16	46	1	7	12	8	42	19	6	18	4	1	8	33	19	12	24	24	10	3	9									
		2.18%	0.60%	1.21%	1.33%	0.28%	3.29%	13.03%	1.02%	1.85%	1.82%	12.19%	1.25%	1.51%	3.47%	1.08%	0.92%	0.76%	1.05%	1.14%	1.14%	5.41%	1.68%	2.32%	1.78%	4.00%	5.25%	3.21%	0.72%	0.49%	0.46%	5.84%	1.60%	2.21%	1.68%	2.31%	0.62%	1.22%	2.04%	3.37%	2.73%	1.50%	1.38%	1.57%	2.49%	0.37%	0.91%	0.74%	3.61%	2.19%	1.38%	0.00%	1.10%	6.52%	3.34%	1.61%	1.99%	5.43%	0.22%	0.81%	1.47%	3.98%	3.90%	2.42%	1.63%	2.83%	0.67%	1.14%	4.76%	3.56%	4.26%	2.80%	5.32%	6.99%	5.43%	1.80%	4.74%									
18	Сурайкин Максим Александрович	100	0	1	0	1	3	1	3	4	3	1	1	1	1	5	4	1	4	1	0	2	0	0	2	1	1	1	1	1	0	1	1	0	0	0	6	0	0	0	2	2	1	0	1	2	2	1	0	0	5	0	0	2	1	3	2	1	1	3	4	0	3	0	1	1	0	0	1	3	2	0	0	1	1	0	2									
		0.21%	0.00%	0.13%	0.00%	0.14%	0.27%	0.24%	0.31%	0.39%	0.39%	0.28%	0.18%	0.09%	0.13%	0.36%	0.31%	0.11%	0.32%	0.19%	0.00%	0.45%	0.00%	0.00%	0.14%	0.29%	0.19%	0.18%	0.06%	0.16%	0.00%	0.22%	0.40%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.14%	0.13%	0.12%	0.00%	0.21%	0.19%	0.30%	0.08%	0.00%	0.00%	0.86%	0.00%	0.00%	1.09%	0.24%	0.40%	0.25%	0.12%	0.22%	0.35%	0.49%	0.00%	0.28%	0.00%	0.27%	0.16%	0.00%	0.00%	0.60%	0.32%	0.45%	0.00%	0.00%	0.29%	0.54%	0.00%	1.05%									
19	Титов Борис Юрьевич	129	2	4	4	1	3	5	2	1	6	3	3	0	8	4	7	3	4	2	2	2	0	0	3	0	4	2	2	0	1	2	0	1	1	1	5	0	2	0	0	2	4	0	1	1	0	1	0	1	1	0	0	0	0	2	3	2	0	3	2	0	2	0	0	1	1	0	1	1	1	3	1	0	2	1	2									
		0.27%	1.20%	0.54%	0.48%	0.14%	0.27%	1.18%	0.20%	0.10%	0.78%	0.83%	0.53%	0.00%	1.07%	0.29%	0.53%	0.33%	0.32%	0.38%	0.33%	0.45%	0.00%	0.00%	0.21%	0.00%	0.78%	0.36%	0.12%	0.00%	0.46%	0.43%	0.00%	0.16%	0.34%	0.21%	0.78%	0.00%	0.41%	0.00%	0.00%	0.13%	0.46%	0.00%	0.21%	0.09%	0.00%	0.08%	0.00%	0.36%	0.17%	0.00%	0.00%	0.00%	0.00%	0.27%	0.37%	0.24%	0.00%	0.35%	0.25%	0.00%	0.19%	0.00%	0.00%	0.16%	0.17%	0.00%	0.60%	0.11%	0.22%	0.70%	0.22%	0.00%	1.09%	0.60%	1.05%									
20	Явлинский Григорий Алексеевич	310	0	4	9	5	6	7	2	7	7	21	4	5	9	3	4	3	5	3	4	10	1	0	2	2	6	1	5	1	1	4	1	7	2	5	1	6	1	8	8	11	8	0	2	5	7	4	1	1	3	0	0	2	4	2	8	10	1	5	5	0	10	5	2	5	2	1	1	7	5	5	2	1	2	0	3									
		0.65%	0.00%	0.54%	1.09%	0.70%	0.53%	1.66%	0.20%	0.68%	0.91%	5.82%	0.71%	0.45%	1.20%	0.22%	0.31%	0.33%	0.40%	0.57%	0.65%	2.25%	0.34%	0.00%	0.14%	0.57%	1.17%	0.18%	0.30%	0.16%	0.46%	0.87%	0.40%	1.10%	0.67%	1.05%	0.16%	1.04%	0.20%	2.69%	0.55%	0.69%	0.92%	0.00%	0.42%	0.47%	1.06%	0.33%	0.36%	0.36%	0.52%	0.00%	0.00%	1.09%	0.95%	0.27%	0.99%	1.18%	0.22%	0.58%	0.61%	0.00%	0.93%	0.64%	0.54%	0.78%	0.33%	1.14%	0.60%	0.75%	1.12%	1.17%	0.44%	0.29%	1.09%	0.00%	1.58%									
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
																																																																																						
