Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Еравнинская ТИК																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147					
1	"Число избирателей, внесенных в списки избирателей"	10956	678	326	614	60	227	171	554	27	520	282	60	124	786	831	691	694	727	112	342	300	831	74	256	514	884	271					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10833	661	329	591	55	231	167	541	27	464	315	65	134	741	781	709	818	763	116	337	307	869	91	192	525	702	302					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	150	20	0	20	0	0	6	10	0	12	31	0	0	0	0	0	0	0	0	0	0	0	0	0	47	4	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7014	443	194	405	49	154	135	419	27	340	154	54	106	460	455	356	361	405	94	223	231	601	56	188	377	521	206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	630	46	19	30	0	19	3	8	0	25	13	0	4	22	27	25	25	27	6	24	12	37	7	4	30	177	40					
6	Число погашенных избирательных бюллетеней	3039	152	116	136	6	58	23	104	0	87	117	11	24	259	299	328	432	331	16	90	64	231	28	0	71	0	56					
7	Число избирательных бюллетеней в переносных ящиках для голосования	780	66	19	50	0	19	9	18	0	37	44	0	4	22	27	25	25	27	6	24	12	37	7	4	77	181	40					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7013	443	194	405	49	154	135	419	27	340	154	54	106	460	455	355	361	405	94	223	231	601	56	188	377	521	206					
9	Число недействительных избирательных бюллетеней	212	1	6	13	1	2	2	10	0	11	9	2	8	9	10	15	8	12	4	13	8	21	2	6	3	33	3					
10	Число действительных избирательных бюллетеней	7581	508	207	442	48	171	142	427	27	366	189	52	102	473	472	365	378	420	96	234	235	617	61	186	451	669	243					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	15	20	25	3	15	15	20	3	15	10	3	4	33	13	20	33	28	5	15	15	15	5	20	15	15	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	195	1	3	24	3	1	0	0	0	2	0	0	2	21	11	14	16	25	1	3	12	11	0	18	7	4	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	163	4	5	6	6	4	7	8	4	27	4	4	4	3	2	6	7	6	4	4	3	7	5	14	1	15	3					
14	Число погашенных неиспользованных открепительных удостоверений	205	14	17	1	0	14	15	20	3	13	10	3	2	12	2	6	17	3	4	12	3	4	5	2	8	11	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	1.Политическая партия «Аграрная партия России»	99	15	0	9	0	1	0	8	0	4	2	0	1	3	2	3	2	5	2	8	1	5	2	2	4	17	3					
		1.27%	2.95%	0.00%	1.98%	0.00%	0.58%	0.00%	1.83%	0.00%	1.06%	1.01%	0.00%	0.91%	0.62%	0.41%	0.79%	0.52%	1.16%	2.00%	3.24%	0.41%	0.78%	3.17%	1.04%	0.88%	2.42%	1.22%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	1	0	0	1	0	0	1	0	0	2	0	0	0	2	1	0	1	0	1	0	0	2	0	0	5	0					
		0.22%	0.20%	0.00%	0.00%	2.04%	0.00%	0.00%	0.23%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.41%	0.26%	0.00%	0.23%	0.00%	0.40%	0.00%	0.00%	3.17%	0.00%	0.00%	0.71%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	4	1					
		0.14%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	1.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.41%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	514	32	25	29	0	24	5	33	1	20	8	3	8	28	43	36	37	45	3	10	0	65	1	5	15	34	4					
		6.60%	6.29%	11.74%	6.37%	0.00%	13.87%	3.47%	7.55%	3.70%	5.31%	4.04%	5.56%	7.27%	5.81%	8.92%	9.47%	9.59%	10.42%	3.00%	4.05%	0.00%	10.19%	1.59%	2.60%	3.30%	4.84%	1.63%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	8	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.27%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.14%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	14	3	0	2	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	2	0	1	0	0	0	0	0					
		0.18%	0.59%	0.00%	0.44%	0.00%	0.58%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.91%	0.00%	0.21%	0.26%	0.26%	0.00%	0.00%	0.81%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	187	20	10	8	1	8	6	5	1	12	1	3	4	5	14	5	7	4	2	2	0	31	0	7	11	18	2					
		2.40%	3.93%	4.69%	1.76%	2.04%	4.62%	4.17%	1.14%	3.70%	3.18%	0.51%	5.56%	3.64%	1.04%	2.90%	1.32%	1.81%	0.93%	2.00%	0.81%	0.00%	4.86%	0.00%	3.65%	2.42%	2.56%	0.81%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	621	63	9	25	5	15	22	54	1	15	4	4	12	61	52	57	45	44	9	27	9	30	1	11	20	18	8					
		7.97%	12.38%	4.23%	5.49%	10.20%	8.67%	15.28%	12.36%	3.70%	3.98%	2.02%	7.41%	10.91%	12.66%	10.79%	15.00%	11.66%	10.19%	9.00%	10.93%	3.70%	4.70%	1.59%	5.73%	4.41%	2.56%	3.25%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	28	3	3	0	1	2	0	3	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	1	5	3	1					
		0.36%	0.59%	1.41%	0.00%	2.04%	1.16%	0.00%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.26%	0.00%	0.00%	1.21%	0.00%	0.00%	0.00%	0.52%	1.10%	0.43%	0.41%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6061	369	159	368	40	120	109	318	24	312	172	42	75	372	357	262	282	318	79	177	225	485	55	159	394	564	224					
		77.77%	72.50%	74.65%	80.88%	81.63%	69.36%	75.69%	72.77%	88.89%	82.76%	86.87%	77.78%	68.18%	77.18%	74.07%	68.95%	73.06%	73.61%	79.00%	71.66%	92.59%	76.02%	87.30%	82.81%	86.78%	80.34%	91.06%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	21	2	0	1	0	0	0	3	0	1	0	0	0	0	1	0	3	1	1	1	0	0	0	0	2	5	0					
		0.27%	0.39%	0.00%	0.22%	0.00%	0.00%	0.00%	0.69%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.78%	0.23%	1.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.44%	0.71%	0.00%					
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
