Выборы Президента Российской Федерации																																									
																																									
Наименование Избирательной комиссии:    Нерехтская																																									
																																									
Итоги голосования 																																									
																																									
		Сумма	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473					
1	"Число избирателей, внесенных в список"	32193	2291	1983	2019	1861	1860	2244	2554	2224	2109	2327	35	453	310	242	642	539	274	397	1224	205	348	381	473	720	98	125	615	580	647	355	282	434	556	786					
2	Число полученных избирательных бюллетеней	32280	2296	2006	2023	1868	1859	2252	2567	2240	2098	2337	37	458	306	242	642	543	272	405	1222	207	349	382	472	725	97	127	614	590	641	355	285	432	559	772					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15332	1021	841	938	937	774	1219	1318	1115	1063	1136	31	196	155	121	267	259	169	187	621	62	176	194	190	349	62	53	250	281	285	154	129	204	230	345					
5	"Число избирательных бюллетеней, выданных вне помещения"	2095	83	22	106	26	41	33	42	38	41	55	0	93	78	41	185	72	41	73	56	56	58	18	130	65	14	28	102	39	85	38	52	79	98	107					
6	Число погашенных избирательных бюллетеней	14853	1192	1143	979	905	1044	1000	1207	1087	994	1146	6	169	73	80	190	212	62	145	545	89	115	170	152	311	21	46	262	270	271	163	104	149	231	320					
7	Число избирательных бюллетеней в переносных ящиках	2095	83	22	106	26	41	33	42	38	41	55	0	93	78	41	185	72	41	73	56	56	58	18	130	65	14	28	102	39	85	38	52	79	98	107					
8	Число бюллетеней в стационарных ящиках для голосования	15315	1021	841	923	936	774	1219	1318	1115	1063	1136	31	196	155	121	267	259	169	187	621	62	176	193	190	349	62	53	250	281	285	154	129	204	230	345					
9	Число недействительных избирательных бюллетеней	94	1	5	7	12	6	5	8	7	4	3	0	1	3	0	0	0	0	0	4	0	0	2	1	2	0	0	3	4	6	0	3	1	4	2					
10	Число действительных избирательных бюллетеней	17316	1103	858	1022	950	809	1247	1352	1146	1100	1188	31	288	230	162	452	331	210	260	673	118	234	209	319	412	76	81	349	316	364	192	178	282	324	450					
