Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Краснокамская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740					
1	"Число избирателей, включенных в списки избирателей"	57094	682	2383	1812	1949	1382	1811	1480	1900	1861	1742	1942	2158	1672	1865	1852	1367	1096	1183	1711	1910	1649	1923	2559	1257	479	1833	1868	2190	2283	418	521	875	289	323	192	1088	1305	116	343	1825					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	52710	630	2200	1700	1800	1300	1700	1300	1700	1700	1600	1700	2000	1600	1700	1700	1300	1000	1100	1600	1800	1500	1800	2400	1200	420	1700	1700	2000	2100	400	500	800	270	300	170	1000	1200	110	310	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	27394	313	1034	974	970	758	979	836	1024	997	761	963	1036	902	925	943	597	403	582	880	963	787	740	1107	474	208	928	707	1200	1115	193	204	419	128	137	92	474	602	60	160	819					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1526	23	48	28	50	22	11	18	36	33	58	119	16	16	36	45	36	30	27	15	14	47	56	54	13	6	73	118	40	43	25	21	66	24	43	16	41	98	5	22	34					
6	Число погашенных избирательных бюллетеней	23790	294	1118	698	780	520	710	446	640	670	781	618	948	682	739	712	667	567	491	705	823	666	1004	1239	713	206	699	875	760	942	182	275	315	118	120	62	485	500	45	128	847					
