Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																	
Дата голосования: 18.09.2016																																																	
																																																	
Наименование Избирательной комиссии:    Котельниковская																																																	
																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																	
																																																	
		Сумма	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26548	1898	853	905	2183	1069	739	1112	718	2337	1626	1723	791	92	120	575	433	106	672	268	155	282	554	740	644	404	214	501	603	360	119	198	802	923	224	455	90	851	209									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25700	1850	800	850	2000	1050	700	1050	700	2300	1750	1450	750	84	133	550	400	119	600	281	158	285	550	700	650	400	217	500	600	370	122	215	800	900	232	450	92	826	216									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10181	617	335	336	910	403	249	335	246	734	501	734	328	41	54	180	138	44	302	149	73	118	219	419	257	169	85	213	233	180	58	78	305	367	86	218	50	323	94									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	943	21	22	19	38	16	8	12	31	37	20	37	4	2	3	72	65	10	24	11	17	40	40	51	75	24	23	25	21	12	8	13	22	45	5	19	8	34	9									
6	Число погашенных избирательных бюллетеней	14576	1212	443	495	1052	631	443	703	423	1529	1229	679	418	41	76	298	197	65	274	121	68	127	291	230	318	207	109	262	346	178	56	124	473	488	141	213	34	469	113									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	943	21	22	19	38	16	8	12	31	37	20	37	4	2	3	72	65	10	24	11	17	40	40	51	75	24	23	25	21	12	8	13	22	45	5	19	8	34	9									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10181	617	335	336	910	403	249	335	246	734	501	734	328	41	54	180	138	44	302	149	73	118	219	419	257	169	85	213	233	180	58	78	305	367	86	218	50	323	94									
9	Число недействительных избирательных бюллетеней	242	14	7	9	32	12	4	4	5	16	15	19	4	0	4	3	5	0	5	4	0	4	2	2	8	9	1	5	7	4	0	1	14	10	0	5	1	7	0									
10	Число действительных избирательных бюллетеней	10882	624	350	346	916	407	253	343	272	755	506	752	328	43	53	249	198	54	321	156	90	154	257	468	324	184	107	233	247	188	66	90	313	402	91	232	57	350	103									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	455	20	10	10	30	10	10	10	10	30	20	20	20	5	5	10	10	5	20	10	5	10	10	10	15	10	5	10	10	10	5	5	20	20	5	10	5	20	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	120	2	3	4	6	4	1	4	0	5	6	7	3	0	5	10	0	0	2	2	0	0	0	0	11	0	2	1	10	2	0	5	9	4	0	10	0	1	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	164	4	4	1	27	2	0	0	1	3	1	5	31	1	2	0	1	0	58	0	0	0	2	3	1	1	1	0	0	2	0	1	2	1	2	0	1	4	2									
