Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Спасская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264					
1	"Число избирателей, внесенных в списки"	20797	1219	120	565	183	500	718	434	722	753	470	147	257	420	81	353	128	432	258	117	93	151	147	184	320	295	911	796	1064	339	199	1021	998	1446	1152	374	225	191	568	1320	1126					
2	"Число бюллетеней, полученных участковыми комиссиями"	20500	1221	119	557	201	494	731	439	588	706	457	140	256	432	69	319	124	430	340	112	92	142	149	176	280	299	916	753	1040	326	196	1034	942	1478	1136	369	178	184	539	1348	1188					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	61	21	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10664	491	76	298	151	343	329	229	497	353	273	92	145	334	56	210	103	293	235	61	74	105	108	157	160	200	495	348	548	193	108	491	300	523	408	229	153	102	283	619	491					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1037	47	8	44	5	34	112	25	2	24	22	13	26	12	5	2	0	10	23	1	0	3	9	0	54	0	13	14	64	22	8	38	135	32	34	5	3	10	35	93	50					
6	Число погашенных бюллетеней	8738	662	35	215	45	117	290	185	89	329	154	35	85	86	8	107	21	127	82	50	18	34	32	19	66	99	408	391	428	111	80	505	507	923	694	135	22	72	221	636	615					
7	Число бюллетеней в переносных ящиках для голосования	1098	68	8	44	5	34	112	25	2	24	30	13	26	12	5	2	0	10	23	1	0	3	9	0	54	0	13	14	64	22	8	38	135	32	34	5	3	10	35	93	82					
8	Число бюллетеней в стационарных ящиках для голосования	10662	491	76	298	151	343	329	229	497	353	273	92	145	334	56	210	103	293	235	61	74	105	108	157	159	200	495	348	548	193	108	491	300	523	407	229	153	102	283	619	491					
9	Число недействительных бюллетеней	219	7	0	9	3	10	55	12	6	7	4	3	4	1	0	5	0	2	10	0	5	1	0	0	0	0	6	3	12	3	3	3	7	5	4	2	0	3	6	14	4					
10	Число действительных бюллетеней	11541	552	84	333	153	367	386	242	493	370	299	102	167	345	61	207	103	301	248	62	69	107	117	157	213	200	502	359	600	212	113	526	428	550	437	232	156	109	312	698	569					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	350	15	3	10	4	9	10	6	10	10	7	3	6	7	3	4	2	7	7	3	3	4	3	4	6	7	15	15	15	6	4	20	15	25	20	7	4	3	8	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	67	6	0	4	1	5	1	2	7	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	2	6	4	4	3	0	0	3	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	120	3	4	4	1	3	16	4	6	3	3	1	4	0	4	1	0	2	1	2	1	0	2	2	3	1	3	6	4	2	0	2	4	7	5	2	0	6	3	1	4					
14	Число погашенных открепительных удостоверений	283	9	3	6	3	4	9	4	3	8	7	3	5	7	3	4	2	6	7	3	3	4	3	4	6	7	5	15	15	6	4	18	9	21	16	4	4	3	5	16	19					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	"1. ""ЕДИНЕНИЕ"""	174	10	4	7	5	7	6	2	11	6	11	2	2	4	1	1	0	0	3	1	5	3	0	0	4	4	16	1	10	3	3	3	3	6	3	4	8	1	4	4	6					
		1.47%	1.78%	4.76%	2.04%	3.20%	1.85%	1.36%	0.78%	2.20%	1.59%	3.63%	1.90%	1.16%	1.15%	1.63%	0.47%	0.0%	0.0%	1.16%	1.61%	6.75%	2.77%	0.0%	0.0%	1.87%	2.0%	3.14%	0.27%	1.63%	1.39%	2.58%	0.56%	0.68%	1.08%	0.68%	1.70%	5.12%	0.89%	1.25%	0.56%	1.04%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	128	11	2	3	4	7	4	2	2	6	0	2	0	2	4	4	2	0	2	0	0	5	2	2	4	1	4	8	3	4	0	3	5	2	4	2	4	0	2	7	9					
		1.08%	1.96%	2.38%	0.87%	2.56%	1.85%	0.90%	0.78%	0.40%	1.59%	0.0%	1.90%	0.0%	0.57%	6.55%	1.88%	1.94%	0.0%	0.77%	0.0%	0.0%	4.62%	1.70%	1.27%	1.87%	0.5%	0.78%	2.20%	0.49%	1.86%	0.0%	0.56%	1.14%	0.36%	0.90%	0.85%	2.56%	0.0%	0.62%	0.98%	1.57%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	239	17	5	6	15	3	8	4	3	12	2	3	1	1	5	5	0	3	8	0	0	2	2	4	13	0	10	10	9	3	5	14	15	12	5	2	2	2	1	16	11					
		2.03%	3.04%	5.95%	1.75%	9.61%	0.79%	1.81%	1.57%	0.60%	3.18%	0.66%	2.85%	0.58%	0.28%	8.19%	2.35%	0.0%	0.99%	3.10%	0.0%	0.0%	1.85%	1.70%	2.54%	6.10%	0.0%	1.96%	2.76%	1.47%	1.39%	4.31%	2.64%	3.44%	2.16%	1.13%	0.85%	1.28%	1.78%	0.31%	2.24%	1.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	234	13	0	3	0	11	10	0	8	11	1	0	5	5	0	1	1	2	0	0	1	4	1	6	9	3	6	6	18	6	0	34	9	16	6	6	0	0	5	13	14					
		1.98%	2.32%	0.0%	0.87%	0.0%	2.91%	2.26%	0.0%	1.60%	2.91%	0.33%	0.0%	2.92%	1.44%	0.0%	0.47%	0.97%	0.66%	0.0%	0.0%	1.35%	3.70%	0.85%	3.82%	4.22%	1.5%	1.18%	1.65%	2.94%	2.79%	0.0%	6.42%	2.06%	2.88%	1.36%	2.56%	0.0%	0.0%	1.57%	1.82%	2.44%					
22	"5. ""За Русь Святую"""	47	1	0	2	0	0	2	2	1	1	2	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	4	0	1	2	0	2	0	4	3	2	0	0	1	5	5					
