Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Павловская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1178	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187					
1	"Число избирателей, внесенных в списки"	31452	1545	1661	1794	1490	1569	1752	1474	265	621	194	796	657	935	204	349	177	107	231	1249	206	1286	1541	783	126	856	319	2629	1388	363	188	1033	80	1890	484	60	164	780	206					
2	"Число бюллетеней, полученных участковыми комиссиями"	29761	1450	1500	1650	1400	1400	1600	1400	250	600	191	750	650	900	300	310	174	110	230	1200	210	1250	1500	750	123	830	310	2450	1316	350	194	960	80	1800	450	58	165	700	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17692	929	934	915	804	994	912	816	180	395	124	465	436	526	192	272	124	84	156	593	171	548	714	326	70	463	157	1426	913	220	124	583	58	1038	284	46	110	471	119					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	840	30	35	76	63	32	40	57	0	19	3	27	42	37	12	14	0	0	0	51	0	13	14	24	8	55	25	38	30	9	10	18	0	22	17	7	0	12	0					
6	Число погашенных бюллетеней	11228	491	531	659	533	374	648	527	70	186	64	258	172	337	96	24	50	26	74	556	39	689	772	400	45	312	128	986	373	121	60	359	22	739	149	5	55	217	81					
7	Число бюллетеней в переносных ящиках для голосования	838	29	35	76	63	32	40	57	0	19	3	27	42	37	12	14	0	0	0	51	0	13	14	24	8	55	25	38	30	9	10	18	0	22	17	7	0	11	0					
8	Число бюллетеней в стационарных ящиках для голосования	17654	930	934	913	804	962	912	816	180	395	124	465	436	526	192	272	124	84	156	593	171	548	714	326	70	463	157	1422	913	220	124	583	58	1038	284	46	110	470	119					
9	Число недействительных бюллетеней	204	9	7	6	9	7	2	7	0	4	1	0	12	4	3	0	2	2	0	7	2	7	11	4	1	7	0	38	15	2	2	4	0	16	3	0	5	4	1					
10	Число действительных бюллетеней	18288	950	962	983	858	987	950	866	180	410	126	492	466	559	201	286	122	82	156	637	169	554	717	346	77	511	182	1422	928	227	132	597	58	1044	298	53	105	477	118					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	282	10	10	10	10	10	10	10	3	5	3	5	5	7	5	5	3	3	3	9	3	12	12	5	3	5	3	25	25	5	3	20	2	15	5	2	3	5	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	107	5	8	4	5	1	5	5	0	2	0	0	1	7	5	0	0	0	0	1	0	3	1	1	0	3	0	9	15	2	1	9	0	10	2	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	104	2	8	3	8	6	5	5	1	4	1	2	1	0	0	1	0	1	0	1	0	1	4	3	2	6	0	12	7	1	3	2	3	5	3	1	0	2	0					
14	Число погашенных открепительных удостоверений	175	5	2	6	5	9	5	5	3	3	3	5	4	0	0	5	3	3	3	8	3	9	11	4	3	2	3	16	10	3	2	11	2	5	3	2	3	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
