Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    район Бирюлево Западное																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1638	УИК №1639	УИК №1640	УИК №1641	УИК №1642	УИК №1643	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653					
1	"Число избирателей, внесенных в список избирателей"	51437	2228	2148	2129	2428	2398	2428	2471	2264	2397	1407	2597	2621	2414	2055	2327	2090	2324	2556	2279	2881	2571	2424					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47800	2100	2000	2000	2300	2200	2200	2300	2100	2200	1300	2400	2400	2300	1900	2200	2000	2200	2400	2100	2600	2400	2200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	29425	862	1278	1559	1434	1540	1424	1367	1257	1229	797	1400	1538	1314	1218	1348	1169	1447	1475	1404	1326	1542	1497					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	628	27	15	26	33	32	31	43	10	40	31	86	28	16	30	26	17	11	21	14	35	35	21					
6	Число погашенных избирательных бюллетеней	17747	1211	707	415	833	628	745	890	833	931	472	914	834	970	652	826	814	742	904	682	1239	823	682					
7	Число избирательных бюллетеней в переносных ящиках для голосования	626	27	14	26	33	32	31	43	10	39	31	86	28	16	30	26	17	11	21	14	35	35	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	29291	861	1262	1493	1417	1532	1418	1367	1257	1229	797	1394	1535	1314	1218	1348	1169	1442	1475	1404	1326	1536	1497					
9	Число недействительных избирательных бюллетеней	572	13	16	38	22	21	17	23	106	21	10	41	16	13	7	21	8	23	23	22	81	15	15					
10	Число действительных избирательных бюллетеней	29345	875	1260	1481	1428	1543	1432	1387	1161	1247	818	1439	1547	1317	1241	1353	1178	1430	1473	1396	1280	1556	1503					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1055	50	50	40	55	40	50	60	60	40	30	55	40	65	30	40	65	40	50	40	50	65	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	795	42	40	27	54	29	39	38	43	31	18	43	32	45	26	27	38	26	37	26	41	59	34					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	786	32	30	56	47	49	96	13	29	45	31	16	19	28	21	14	16	22	28	37	100	22	35					
14	Число погашенных неиспользованных открепительных удостоверений	260	8	10	13	1	11	11	22	17	9	12	12	8	20	4	13	27	14	13	14	9	6	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	193	11	14	14	6	7	9	2	15	6	10	11	8	10	2	6	8	13	6	10	8	10	7					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3132	128	165	147	165	161	102	175	113	134	65	215	200	178	159	175	114	141	138	140	187	64	66					
		10.47%	14.41%	12.93%	9.68%	11.38%	10.29%	7.04%	12.41%	8.92%	10.57%	7.85%	14.53%	12.80%	13.38%	12.74%	12.74%	9.61%	9.70%	9.22%	9.87%	13.74%	4.07%	4.35%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	3169	163	234	156	141	156	180	95	105	96	63	212	126	132	195	105	64	158	151	146	199	196	96					
		10.59%	18.36%	18.34%	10.27%	9.72%	9.97%	12.42%	6.74%	8.29%	7.57%	7.61%	14.32%	8.06%	9.92%	15.63%	7.64%	5.40%	10.87%	10.09%	10.30%	14.62%	12.48%	6.32%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	390	11	10	19	28	14	20	22	10	15	9	51	21	10	17	14	18	28	18	17	13	18	7					
		1.30%	1.24%	0.78%	1.25%	1.93%	0.90%	1.38%	1.56%	0.79%	1.18%	1.09%	3.45%	1.34%	0.75%	1.36%	1.02%	1.52%	1.93%	1.20%	1.20%	0.96%	1.15%	0.46%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5362	188	214	272	248	222	268	290	199	181	142	311	314	225	255	246	247	207	310	262	265	241	255					
