Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Уренская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341	УИК №2342	УИК №2343	УИК №2344	УИК №2345	УИК №2346	УИК №2347	УИК №2348	УИК №2349	УИК №2350	УИК №2351	УИК №2352	УИК №2353	УИК №2354	УИК №2355	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №2362	УИК №2363	УИК №2364	УИК №2365	УИК №2366	УИК №2367	УИК №2368					
1	"Число избирателей, внесенных в списки"	25025	666	709	1213	1111	1196	1021	2014	1286	746	419	988	1473	1146	285	777	515	140	256	582	398	481	90	84	536	423	575	481	350	310	412	507	534	125	173	740	294	1051	918					
2	"Число бюллетеней, полученных участковыми комиссиями"	23090	580	640	1070	970	1000	950	1740	1180	630	400	880	1350	1080	530	730	500	130	230	550	380	440	80	80	490	420	540	440	330	300	370	490	500	120	200	670	280	950	870					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11426	220	332	538	417	504	539	825	642	331	203	355	678	542	194	176	264	80	127	313	184	221	69	44	390	218	310	222	132	163	199	208	210	63	135	354	130	521	373					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1250	71	16	14	28	16	6	5	4	9	8	17	11	20	91	245	29	0	33	14	17	48	6	14	42	22	11	28	22	37	53	87	69	0	0	17	45	58	37					
6	Число погашенных бюллетеней	10414	289	292	518	525	480	405	910	534	290	189	508	661	518	245	309	207	50	70	223	179	171	5	22	58	180	219	190	176	100	118	195	221	57	65	299	105	371	460					
7	Число бюллетеней в переносных ящиках для голосования	1250	71	16	14	28	16	6	5	4	9	8	17	11	20	91	245	29	0	33	14	17	48	6	14	42	22	11	28	22	37	53	87	69	0	0	17	45	58	37					
8	Число бюллетеней в стационарных ящиках для голосования	11423	220	332	538	417	504	539	825	640	331	203	355	678	542	194	176	264	80	127	313	184	221	69	44	390	218	310	222	132	163	199	208	210	63	134	354	130	521	373					
9	Число недействительных бюллетеней	316	6	6	18	9	7	9	20	11	6	6	15	8	2	5	10	10	1	5	9	9	9	6	4	18	5	14	8	4	5	2	5	9	11	0	17	5	12	10					
10	Число действительных бюллетеней	12357	285	342	534	436	513	536	810	633	334	205	357	681	560	280	411	283	79	155	318	192	260	69	54	414	235	307	242	150	195	250	290	270	52	134	354	170	567	400					
