Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Асиновская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260					
1	"Число избирателей, внесенных в списки"	27802	293	1905	1291	1441	603	1651	523	1023	1542	1119	1350	1112	1497	1591	702	1191	129	655	789	147	194	577	226	280	951	359	295	1196	452	332	170	126	119	191	137	434	131	538	315	225					
2	"Число бюллетеней, полученных участковыми комиссиями"	26600	278	1749	1214	1367	587	1571	466	936	1408	1047	1259	1090	1402	1479	689	1135	128	651	782	147	203	567	226	269	943	358	290	1202	449	325	170	130	119	193	135	441	129	537	302	227					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13579	147	936	621	700	340	820	167	353	809	581	646	470	553	791	290	499	76	343	374	89	119	332	123	230	383	201	172	525	207	200	84	78	92	127	87	254	67	296	234	163					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1463	38	92	71	59	14	49	52	104	39	45	48	120	76	78	70	84	14	34	37	5	0	6	9	0	125	0	16	16	27	6	6	0	10	11	3	37	19	43	0	0					
6	Число погашенных бюллетеней	11558	93	721	522	608	233	702	247	479	560	421	565	500	773	610	329	552	38	274	371	53	84	229	94	39	435	157	102	661	215	119	80	52	17	55	45	150	43	198	68	64					
7	Число бюллетеней в переносных ящиках для голосования	1463	38	92	71	59	14	49	52	104	39	45	48	120	76	78	70	84	14	34	37	5	0	6	9	0	125	0	16	16	27	6	6	0	10	11	3	37	19	43	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	13579	147	936	621	700	340	820	167	353	809	581	646	470	553	791	290	499	76	343	374	89	119	332	123	230	383	201	172	525	207	200	84	78	92	127	87	254	67	296	234	163					
9	Число недействительных бюллетеней	223	4	16	5	8	5	6	5	7	9	5	17	7	2	17	1	13	1	5	3	1	3	5	0	3	4	11	9	16	5	2	6	0	0	0	6	5	2	7	1	1					
10	Число действительных бюллетеней	14819	181	1012	687	751	349	863	214	450	839	621	677	583	627	852	359	570	89	372	408	93	116	333	132	227	504	190	179	525	229	204	84	78	102	138	84	286	84	332	233	162					
