Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																															
Дата голосования: 04.12.2011																																															
																																															
Наименование Избирательной комиссии:    Ейская городская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1499					
1	"Число избирателей, внесенных в список избирателей"	71950	1325	1458	1967	2214	1718	1968	2060	2098	1577	1447	1462	1709	1165	2021	1714	1710	1943	1672	2193	1530	1596	1971	2225	2336	1938	2958	2612	2315	1862	1879	373	2226	1767	1670	1969	2620	1302	2052	1030	298					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	72550	1440	1530	1980	2200	1700	1930	2030	2050	1450	1400	1370	1860	1150	2140	1680	1690	2090	1740	2210	1510	1580	1970	2200	2480	1880	2930	2740	2350	1960	1980	370	2290	1810	1640	1980	2620	1310	2010	1000	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	39200	843	913	1141	1225	801	1054	1031	1145	794	734	847	968	524	1041	869	871	1094	922	1159	748	829	995	1046	1436	1000	1448	1552	1181	1042	848	205	1254	918	1274	1546	1530	730	1103	519	20					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3178	52	27	22	64	84	87	62	77	44	65	58	169	95	90	159	49	80	122	90	60	67	90	131	77	19	53	37	128	145	233	36	37	69	29	21	33	56	48	53	260					
6	Число погашенных избирательных бюллетеней	30172	545	590	817	911	815	789	937	828	612	601	465	723	531	1009	652	770	916	696	961	702	684	885	1023	967	861	1429	1151	1041	773	899	129	999	823	337	413	1057	524	859	428	20					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3178	52	27	22	64	84	87	62	77	44	65	58	169	95	90	159	49	80	122	90	60	67	90	131	77	19	53	37	128	145	233	36	37	69	29	21	33	56	48	53	260					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	39101	842	913	1141	1225	797	1054	1029	1145	794	734	846	967	524	1041	869	870	1094	922	1159	748	827	994	1045	1436	937	1444	1543	1181	1042	848	205	1252	918	1271	1546	1530	728	1103	517	20					
9	Число недействительных избирательных бюллетеней	740	17	21	21	16	13	16	15	21	19	15	19	18	7	14	22	25	11	22	23	12	15	21	15	27	10	23	36	27	25	28	8	22	15	19	32	23	6	29	11	1					
10	Число действительных избирательных бюллетеней	41539	877	919	1142	1273	868	1125	1076	1201	819	784	885	1118	612	1117	1006	894	1163	1022	1226	796	879	1063	1161	1486	946	1474	1544	1282	1162	1053	233	1267	972	1281	1535	1540	778	1122	559	279					
