Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Городищенская - 83																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	32413	1907	1977	1701	1193	1914	461	10300	246	423	261	1043	1520	1929	356	1579	1773	508	541	950	992	839									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21369	1663	1690	1460	1231	1638	459	880	244	421	243	880	1542	1640	782	1616	1400	501	471	968	840	800									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7535	453	567	507	399	553	106	384	123	126	84	288	593	736	332	404	475	187	284	299	307	328									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	840	55	40	45	55	34	58	30	2	9	21	5	23	21	24	81	153	8	26	42	81	27									
6	Число погашенных избирательных бюллетеней	12994	1155	1083	908	777	1051	295	466	119	286	138	587	926	883	426	1131	772	306	161	627	452	445									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	840	55	40	45	55	34	58	30	2	9	21	5	23	21	24	81	153	8	26	42	81	27									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7535	453	567	507	399	553	106	384	123	126	84	288	593	736	332	404	475	187	284	299	307	328									
9	Число недействительных избирательных бюллетеней	181	17	18	15	11	7	2	8	2	3	1	5	6	14	12	12	13	2	9	9	5	10									
10	Число действительных избирательных бюллетеней	8194	491	589	537	443	580	162	406	123	132	104	288	610	743	344	473	615	193	301	332	383	345									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	232	19	20	17	12	19	5	10	2	2	2	10	15	19	8	16	17	5	5	10	10	9									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	159	19	20	17	8	19	5	4	2	1	2	2	10	7	7	4	8	2	5	10	2	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	147	5	7	3	7	5	0	0	1	1	1	5	8	4	3	3	4	3	74	3	4	6									
14	Число погашенных неиспользованных открепительных удостоверений	73	0	0	0	4	0	0	6	0	1	0	8	5	12	1	12	9	3	0	0	8	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	2	1	0	1	0	0	4	0	0	0	1	1	3	2	2	0	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	103	8	14	9	7	4	1	5	7	1	1	7	9	6	1	6	3	2	4	1	3	4									
		1.23%	1.57%	2.31%	1.63%	1.54%	0.68%	0.61%	1.21%	5.60%	0.74%	0.95%	2.39%	1.46%	0.79%	0.28%	1.24%	0.48%	1.03%	1.29%	0.29%	0.77%	1.13%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	224	19	17	17	12	20	3	11	4	1	3	15	19	19	3	9	16	3	2	12	10	9									
		2.67%	3.74%	2.80%	3.08%	2.64%	3.41%	1.83%	2.66%	3.20%	0.74%	2.86%	5.12%	3.08%	2.51%	0.84%	1.86%	2.55%	1.54%	0.65%	3.52%	2.58%	2.54%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	165	15	7	13	6	11	2	7	1	3	2	9	16	18	5	4	14	5	5	3	11	8									
		1.97%	2.95%	1.15%	2.36%	1.32%	1.87%	1.22%	1.69%	0.80%	2.22%	1.90%	3.07%	2.60%	2.38%	1.40%	0.82%	2.23%	2.56%	1.61%	0.88%	2.84%	2.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4386	269	308	264	283	325	119	221	50	83	37	119	286	402	187	274	295	102	180	170	182	230									
		52.37%	52.95%	50.74%	47.83%	62.33%	55.37%	72.56%	53.38%	40.00%	61.48%	35.24%	40.61%	46.43%	53.10%	52.53%	56.49%	46.97%	52.31%	58.06%	49.85%	46.91%	64.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	1	5	4	1	4	0	2	2	0	0	4	8	7	3	6	3	0	1	1	1	3									
		0.67%	0.20%	0.82%	0.72%	0.22%	0.68%	0.00%	0.48%	1.60%	0.00%	0.00%	1.37%	1.30%	0.92%	0.84%	1.24%	0.48%	0.00%	0.32%	0.29%	0.26%	0.85%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	0	1	2									
		0.12%	0.00%	0.00%	0.18%	0.00%	0.00%	0.61%	0.24%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.16%	0.51%	0.32%	0.00%	0.26%	0.56%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1593	78	122	88	72	89	24	84	30	23	35	53	104	131	87	110	150	52	56	77	92	36									
		19.02%	15.35%	20.10%	15.94%	15.86%	15.16%	14.63%	20.29%	24.00%	17.04%	33.33%	18.09%	16.88%	17.31%	24.44%	22.68%	23.89%	26.67%	18.06%	22.58%	23.71%	10.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	2	5	6	0	3	0	0	1	0	1	4	4	5	0	0	8	0	0	3	1	0									
		0.51%	0.39%	0.82%	1.09%	0.00%	0.51%	0.00%	0.00%	0.80%	0.00%	0.95%	1.37%	0.65%	0.66%	0.00%	0.00%	1.27%	0.00%	0.00%	0.88%	0.26%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	5	2	2	1	2	0	4	3	0	1	3	3	7	2	2	4	2	3	0	1	1									
		0.57%	0.98%	0.33%	0.36%	0.22%	0.34%	0.00%	0.97%	2.40%	0.00%	0.95%	1.02%	0.49%	0.92%	0.56%	0.41%	0.64%	1.03%	0.97%	0.00%	0.26%	0.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	2	2	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	0									
		0.13%	0.00%	0.00%	0.36%	0.44%	0.17%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.16%	0.13%	0.00%	0.00%	0.16%	0.00%	0.00%	0.29%	0.26%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	4	2	10	1	8	1	5	3	1	4	4	11	9	1	2	7	2	3	9	7	1									
		1.13%	0.79%	0.33%	1.81%	0.22%	1.36%	0.61%	1.21%	2.40%	0.74%	3.81%	1.37%	1.79%	1.19%	0.28%	0.41%	1.11%	1.03%	0.97%	2.64%	1.80%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1144	70	78	91	47	94	6	49	17	15	20	60	115	103	45	48	92	16	37	36	67	38									
		13.66%	13.78%	12.85%	16.49%	10.35%	16.01%	3.66%	11.84%	13.60%	11.11%	19.05%	20.48%	18.67%	13.61%	12.64%	9.90%	14.65%	8.21%	11.94%	10.56%	17.27%	10.70%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	37	1	5	3	1	3	1	4	2	1	0	3	3	4	1	0	2	0	0	2	0	1									
		0.44%	0.20%	0.82%	0.54%	0.22%	0.51%	0.61%	0.97%	1.60%	0.74%	0.00%	1.02%	0.49%	0.53%	0.28%	0.00%	0.32%	0.00%	0.00%	0.59%	0.00%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	279	19	24	27	10	16	4	12	3	4	0	7	30	31	9	12	19	8	9	17	6	12									
		3.33%	3.74%	3.95%	4.89%	2.20%	2.73%	2.44%	2.90%	2.40%	2.96%	0.00%	2.39%	4.87%	4.10%	2.53%	2.47%	3.03%	4.10%	2.90%	4.99%	1.55%	3.38%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
