Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Березовская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916					
1	"Число избирателей, внесенных в списки"	28152	2200	1868	2202	1128	2848	2010	2244	1471	411	1216	364	251	781	182	1193	818	313	1569	1091	775	730	173	125	570	443	328	287	154	45	119	243					
2	"Число бюллетеней, полученных участковыми комиссиями"	27150	2000	1800	2100	1100	2800	2000	2300	1500	380	1200	350	240	780	180	1100	800	290	1500	1000	750	700	170	130	500	400	300	270	140	40	110	220					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10751	814	718	945	259	1166	724	897	430	121	600	160	109	277	65	493	337	100	611	409	257	204	87	58	201	165	158	133	62	35	63	93					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	560	17	49	36	22	20	11	21	6	35	6	4	4	48	36	6	35	22	22	11	15	12	0	14	23	5	13	27	6	0	0	34					
6	Число погашенных бюллетеней	15827	1169	1033	1119	819	1614	1265	1382	1064	224	594	186	127	455	79	589	428	168	867	580	478	484	83	58	276	230	129	110	72	5	47	93					
7	Число бюллетеней в переносных ящиках для голосования	572	17	49	36	22	20	11	21	6	35	6	4	4	48	36	18	35	22	22	11	15	12	0	14	23	5	13	27	6	0	0	34					
8	Число бюллетеней в стационарных ящиках для голосования	10747	814	718	943	259	1164	724	897	430	121	600	160	109	277	65	493	337	100	611	409	257	204	87	58	201	165	158	133	62	35	63	93					
9	Число недействительных бюллетеней	254	9	19	15	11	29	19	26	13	1	6	13	3	17	0	12	6	3	17	5	8	3	1	2	6	2	6	2	0	0	0	0					
10	Число действительных бюллетеней	11065	822	748	964	270	1155	716	892	423	155	600	151	110	308	101	499	366	119	616	415	264	213	86	70	218	168	165	158	68	35	63	127					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	300	20	20	25	10	25	20	20	10	5	15	5	5	10	5	10	10	5	10	10	5	5	5	5	5	5	5	5	5	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	43	4	5	4	0	7	0	5	0	0	4	0	0	0	1	2	0	0	1	1	0	1	0	0	2	0	0	2	3	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	3	1	2	0	3	0	0	3	0	3	0	3	1	2	4	0	3	3	0	0	1	2	2	5	2	0	5	4	2	0	6					
14	Число погашенных открепительных удостоверений	257	16	15	21	10	18	20	15	10	5	11	5	5	10	4	8	10	5	9	9	5	4	5	5	3	5	5	3	2	5	5	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																						
18	"1. ""ЕДИНЕНИЕ"""	117	5	5	7	1	7	4	7	4	4	11	2	4	4	0	9	7	1	8	3	9	0	3	2	4	2	2	1	0	0	0	1					
		1.03%	0.60%	0.65%	0.71%	0.35%	0.59%	0.54%	0.76%	0.91%	2.56%	1.81%	1.21%	3.53%	1.23%	0.0%	1.76%	1.88%	0.81%	1.26%	0.71%	3.30%	0.0%	3.44%	2.77%	1.78%	1.17%	1.16%	0.62%	0.0%	0.0%	0.0%	0.78%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	202	15	5	27	8	24	14	13	9	1	14	2	1	5	1	17	5	3	9	5	4	1	6	1	1	5	2	2	1	1	0	0					
		1.78%	1.80%	0.65%	2.75%	2.84%	2.02%	1.90%	1.41%	2.06%	0.64%	2.31%	1.21%	0.88%	1.53%	0.99%	3.32%	1.34%	2.45%	1.42%	1.19%	1.47%	0.46%	6.89%	1.38%	0.44%	2.94%	1.16%	1.25%	1.47%	2.85%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	332	12	30	24	8	34	26	35	9	5	10	3	3	21	5	21	9	11	16	9	9	3	0	2	10	3	1	4	0	4	2	3					
		2.93%	1.44%	3.91%	2.45%	2.84%	2.87%	3.53%	3.81%	2.06%	3.20%	1.65%	1.82%	2.65%	6.46%	4.95%	4.10%	2.41%	9.01%	2.52%	2.14%	3.30%	1.38%	0.0%	2.77%	4.46%	1.76%	0.58%	2.5%	0.0%	11.42%	3.17%	2.36%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	282	24	23	36	3	23	23	25	11	5	16	6	4	4	2	9	18	5	15	4	4	4	0	1	9	5	0	1	1	0	1	0					
		2.49%	2.88%	2.99%	3.67%	1.06%	1.94%	3.12%	2.72%	2.52%	3.20%	2.64%	3.65%	3.53%	1.23%	1.98%	1.76%	4.83%	4.09%	2.36%	0.95%	1.47%	1.85%	0.0%	1.38%	4.01%	2.94%	0.0%	0.62%	1.47%	0.0%	1.58%	0.0%					
22	"5. ""За Русь Святую"""	44	2	6	3	1	3	3	4	1	2	1	1	0	1	1	3	2	1	1	4	3	0	1	0	0	0	0	0	0	0	0	0					
		0.38%	0.24%	0.78%	0.30%	0.35%	0.25%	0.40%	0.43%	0.22%	1.28%	0.16%	0.60%	0.0%	0.30%	0.99%	0.58%	0.53%	0.81%	0.15%	0.95%	1.10%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	35	0	3	4	0	4	3	5	2	0	1	0	0	0	0	3	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	2					
		0.30%	0.0%	0.39%	0.40%	0.0%	0.33%	0.40%	0.54%	0.45%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.58%	0.26%	0.81%	0.15%	0.0%	0.0%	0.0%	0.0%	1.38%	0.44%	0.0%	0.58%	0.62%	0.0%	2.85%	0.0%	1.57%					
24	"7. ""Новый курс - Автомобильная Россия"""	82	3	10	6	0	11	2	12	5	0	4	0	2	2	0	5	1	2	6	1	4	0	0	0	0	1	2	0	0	0	1	2					
		0.72%	0.36%	1.30%	0.61%	0.0%	0.92%	0.27%	1.30%	1.14%	0.0%	0.66%	0.0%	1.76%	0.61%	0.0%	0.97%	0.26%	1.63%	0.94%	0.23%	1.47%	0.0%	0.0%	0.0%	0.0%	0.58%	1.16%	0.0%	0.0%	0.0%	1.58%	1.57%					
25	"8. ""Народно-республиканская партия России"""	17	0	2	0	1	0	0	1	2	0	1	0	0	1	0	0	1	1	0	4	0	0	0	0	1	2	0	0	0	0	0	0					
		0.15%	0.0%	0.26%	0.0%	0.35%	0.0%	0.0%	0.10%	0.45%	0.0%	0.16%	0.0%	0.0%	0.30%	0.0%	0.0%	0.26%	0.81%	0.0%	0.95%	0.0%	0.0%	0.0%	0.0%	0.44%	1.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	40	2	4	6	0	5	1	8	3	0	4	0	0	0	0	1	0	0	2	1	0	0	0	0	3	0	0	0	0	0	0	0					
		0.35%	0.24%	0.52%	0.61%	0.0%	0.42%	0.13%	0.87%	0.68%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.31%	0.23%	0.0%	0.0%	0.0%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
