Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Воскресенская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №613	УИК №615	УИК №616	УИК №617	УИК №618	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626					
1	"Число избирателей, внесенных в список избирателей"	16868	1296	1132	1711	1170	1080	524	462	365	396	328	167	136	518	307	462	539	368	297	429	356	312	162	491	479	296	188	614	199	675	353	381	135	372	168					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14400	1150	950	1500	1000	950	450	400	300	350	300	150	120	450	250	400	450	300	250	350	300	250	150	400	400	250	150	550	180	550	300	300	100	300	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7825	697	428	883	659	546	299	207	80	157	182	58	90	236	132	107	252	148	118	140	130	135	77	223	201	127	92	316	114	396	180	130	86	128	71					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2875	46	199	83	21	95	78	103	137	108	55	71	16	64	79	160	156	94	94	148	125	79	62	68	114	73	53	94	31	87	72	83	11	75	41					
6	Число погашенных избирательных бюллетеней	3700	407	323	534	320	309	73	90	83	85	63	21	14	150	39	133	42	58	38	62	45	36	11	109	85	50	5	140	35	67	48	87	3	97	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2875	46	199	83	21	95	78	103	137	108	55	71	16	64	79	160	156	94	94	148	125	79	62	68	114	73	53	94	31	87	72	83	11	75	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7825	697	428	883	659	546	299	207	80	157	182	58	90	236	132	107	252	148	118	140	130	135	77	223	201	127	92	316	114	396	180	130	86	128	71					
9	Число недействительных избирательных бюллетеней	76	9	8	3	6	1	2	1	3	1	1	1	1	4	1	4	4	1	1	0	0	2	0	0	2	1	0	3	1	8	0	4	0	1	2					
10	Число действительных избирательных бюллетеней	10624	734	619	963	674	640	375	309	214	264	236	128	105	296	210	263	404	241	211	288	255	212	139	291	313	199	145	407	144	475	252	209	97	202	110					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	460	20	20	30	20	20	20	10	10	10	10	10	10	20	10	10	20	10	10	10	10	10	10	20	10	10	10	20	10	20	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	338	16	20	29	12	20	20	3	10	10	10	10	10	15	0	1	20	10	10	6	10	10	10	7	10	1	3	11	7	3	9	2	10	3	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	145	12	5	14	10	6	5	2	3	5	2	5	3	7	2	3	7	2	10	5	1	5	2	3	5	1	2	2	2	5	1	2	2	3	1					
14	Число погашенных неиспользованных открепительных удостоверений	122	4	0	1	8	0	0	7	0	0	0	0	0	5	10	9	0	0	0	4	0	0	0	13	0	9	7	9	3	17	1	8	0	7	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	0	0	4	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	892	83	68	96	66	53	22	17	15	11	23	16	4	47	33	11	25	14	18	22	9	10	16	22	25	9	5	33	6	57	20	21	4	8	3					
		8.34%	11.17%	10.85%	9.94%	9.71%	8.27%	5.84%	5.48%	6.91%	4.15%	9.70%	12.40%	3.77%	15.67%	15.64%	4.12%	6.13%	5.79%	8.49%	7.64%	3.53%	4.67%	11.51%	7.56%	7.94%	4.50%	3.45%	8.05%	4.14%	11.80%	7.94%	9.86%	4.12%	3.94%	2.68%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1015	55	54	106	81	79	36	29	18	16	30	18	4	21	7	19	31	16	19	25	14	35	6	33	47	13	16	44	22	54	29	15	12	10	1					
		9.49%	7.40%	8.61%	10.97%	11.91%	12.32%	9.55%	9.35%	8.29%	6.04%	12.66%	13.95%	3.77%	7.00%	3.32%	7.12%	7.60%	6.61%	8.96%	8.68%	5.49%	16.36%	4.32%	11.34%	14.92%	6.50%	11.03%	10.73%	15.17%	11.18%	11.51%	7.04%	12.37%	4.93%	0.89%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	59	1	2	9	6	4	4	1	2	2	2	0	1	1	0	3	7	1	2	1	1	1	1	0	0	0	0	3	1	1	0	0	0	0	2					
		0.55%	0.13%	0.32%	0.93%	0.88%	0.62%	1.06%	0.32%	0.92%	0.75%	0.84%	0.00%	0.94%	0.33%	0.00%	1.12%	1.72%	0.41%	0.94%	0.35%	0.39%	0.47%	0.72%	0.00%	0.00%	0.00%	0.00%	0.73%	0.69%	0.21%	0.00%	0.00%	0.00%	0.00%	1.79%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3603	304	229	356	277	267	150	106	83	71	79	20	37	88	60	113	110	90	60	65	52	66	26	83	111	47	56	136	39	159	84	68	27	57	27					
		33.67%	40.92%	36.52%	36.85%	40.74%	41.65%	39.79%	34.19%	38.25%	26.79%	33.33%	15.50%	34.91%	29.33%	28.44%	42.32%	26.96%	37.19%	28.30%	22.57%	20.39%	30.84%	18.71%	28.52%	35.24%	23.50%	38.62%	33.17%	26.90%	32.92%	33.33%	31.92%	27.84%	28.08%	24.11%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	97	9	7	22	8	6	3	0	5	3	1	3	0	2	1	0	5	0	1	1	1	0	2	2	1	1	1	1	0	5	1	1	1	0	3					
		0.91%	1.21%	1.12%	2.28%	1.18%	0.94%	0.80%	0.00%	2.30%	1.13%	0.42%	2.33%	0.00%	0.67%	0.47%	0.00%	1.23%	0.00%	0.47%	0.35%	0.39%	0.00%	1.44%	0.69%	0.32%	0.50%	0.69%	0.24%	0.00%	1.04%	0.40%	0.47%	1.03%	0.00%	2.68%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4925	279	256	369	234	230	160	155	90	159	101	69	59	136	107	116	225	119	111	174	177	100	88	151	128	129	67	190	76	198	116	103	53	126	74					
		46.03%	37.55%	40.83%	38.20%	34.41%	35.88%	42.44%	50.00%	41.47%	60.00%	42.62%	53.49%	55.66%	45.33%	50.71%	43.45%	55.15%	49.17%	52.36%	60.42%	69.41%	46.73%	63.31%	51.89%	40.63%	64.50%	46.21%	46.34%	52.41%	40.99%	46.03%	48.36%	54.64%	62.07%	66.07%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	33	3	3	5	2	1	0	1	1	2	0	2	0	1	2	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	2	1	0	1	0					
		0.31%	0.40%	0.48%	0.52%	0.29%	0.16%	0.00%	0.32%	0.46%	0.75%	0.00%	1.55%	0.00%	0.33%	0.95%	0.37%	0.25%	0.41%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.21%	0.79%	0.47%	0.00%	0.49%	0.00%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
