Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Воскресенская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626					
1	"Число избирателей, внесенных в списки избирателей"	17539	1315	968	1245	1573	1089	157	563	473	249	416	343	193	145	551	323	217	248	360	169	212	195	340	198	452	154	380	554	374	157	316	207	387	237	220	664	356	397	145	587	410					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16950	1300	850	1200	1500	1050	150	550	450	250	400	350	170	140	550	300	200	230	350	160	210	200	320	190	410	150	390	550	370	150	300	200	400	230	200	650	330	400	140	610	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8981	788	449	673	919	579	67	315	203	73	215	180	78	80	278	136	75	98	140	81	101	117	150	68	249	93	176	269	211	54	134	105	258	126	145	399	202	167	110	263	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	3057	39	136	44	43	76	29	72	108	87	102	74	73	24	75	89	58	82	110	51	79	40	118	86	87	31	139	69	67	61	115	69	57	60	41	77	53	116	10	170	140					
6	Число погашенных избирательных бюллетеней	4912	473	265	483	538	395	54	163	139	90	83	96	19	36	197	75	67	50	100	28	30	43	52	36	74	26	75	212	92	35	51	26	85	44	14	174	75	117	20	177	103					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3057	39	136	44	43	76	29	72	108	87	102	74	73	24	75	89	58	82	110	51	79	40	118	86	87	31	139	69	67	61	115	69	57	60	41	77	53	116	10	170	140					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8979	788	449	673	919	579	67	315	202	73	214	180	78	80	278	136	75	98	140	81	101	117	150	68	249	93	176	269	211	54	134	105	258	126	145	399	202	167	110	263	157					
9	Число недействительных избирательных бюллетеней	76	4	5	0	13	0	0	0	0	3	1	0	0	0	5	0	0	1	2	2	0	1	2	0	5	2	5	5	1	2	0	1	5	1	3	3	1	0	0	2	1					
10	Число действительных избирательных бюллетеней	11960	823	580	717	949	655	96	387	310	157	315	254	151	104	348	225	133	179	248	130	180	156	266	154	331	122	310	333	277	113	249	173	310	185	183	473	254	283	120	431	296					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	482	10	10	14	20	11	5	10	10	10	20	26	19	5	25	10	10	10	10	10	5	10	12	5	15	5	15	20	10	10	10	5	20	10	5	15	10	15	5	25	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	351	10	6	13	20	9	3	3	1	4	20	26	19	5	6	9	0	3	10	10	5	9	12	5	3	0	11	5	10	0	10	0	19	10	2	15	10	11	5	25	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	146	13	8	21	11	6	1	3	1	2	1	11	4	2	8	4	1	1	0	4	1	0	2	1	2	1	1	5	2	1	3	4	2	1	1	2	3	1	3	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	131	0	4	1	0	2	2	7	9	6	0	0	0	0	19	1	10	7	0	0	0	1	0	0	12	5	4	15	0	10	0	5	1	0	3	0	0	4	0	0	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
18	1.Политическая партия «Аграрная партия России»	501	42	26	30	33	11	6	23	8	7	21	20	5	3	8	1	28	31	9	5	8	2	9	6	6	2	5	11	7	1	9	2	9	7	16	21	5	17	6	18	17					
		4.16%	5.08%	4.44%	4.18%	3.43%	1.68%	6.25%	5.94%	2.58%	4.38%	6.65%	7.87%	3.31%	2.88%	2.27%	0.44%	21.05%	17.22%	3.60%	3.79%	4.44%	1.27%	3.36%	3.90%	1.79%	1.61%	1.59%	3.25%	2.52%	0.87%	3.61%	1.15%	2.86%	3.76%	8.60%	4.41%	1.96%	6.01%	5.00%	4.16%	5.72%					
19	2.Всероссийская политическая партия «Гражданская Сила»	31	2	1	5	8	0	0	1	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	2	0	0	3	1					
