11	Число полученных открепительных  удостоверений	2705	270	60	60	70	90	60	70	50	70	60	60	60	40	60	40	60	30	50	40	60	60	60	70	70	60	65	50	80	50	70	50	50	60	50	40	60	50	50	50	70	70	40	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2293	266	49	52	65	79	47	62	50	53	43	41	46	24	46	34	52	26	29	40	52	44	55	53	63	57	62	36	69	48	61	40	42	46	39	34	46	45	48	48	60	47	36	58	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1982	87	81	14	46	28	17	49	18	50	12	31	33	25	25	119	19	7	16	48	30	33	15	41	11	38	20	46	38	53	80	60	181	202	85	87	35	16	33	43	27	24	35	24	0					
14	Число неиспользованных открепительных удостоверений	412	4	11	8	5	11	13	8	0	17	17	19	14	16	14	6	8	4	21	0	8	16	5	17	7	3	3	14	11	2	9	10	8	14	11	6	14	5	2	2	10	23	4	12	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	40	0	1	4	2	1	0	0	0	1	2	1	0	1	0	0	1	0	1	1	0	1	0	2	1	1	0	4	0	0	0	1	1	1	3	0	2	1	1	1	2	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																			
18	Богданов Андрей Владимирович	1772	75	36	42	42	42	43	60	38	19	24	34	47	64	31	31	41	32	26	29	45	31	19	26	34	28	41	48	39	39	40	41	50	44	68	63	47	42	41	42	45	40	58	43	2					
		3.01%	4.35%	1.88%	2.60%	3.71%	2.62%	2.59%	3.57%	2.61%	1.25%	1.54%	2.81%	3.40%	4.37%	1.81%	2.66%	2.55%	3.29%	3.08%	2.75%	3.55%	2.47%	1.99%	2.26%	2.68%	2.51%	3.55%	4.85%	3.02%	2.98%	2.22%	2.95%	3.62%	3.31%	4.08%	4.61%	4.16%	3.52%	3.06%	3.17%	2.75%	2.86%	4.52%	2.91%	2.15%					
19	Жириновский Владимир Вольфович	4846	285	124	151	112	105	92	80	87	103	95	110	123	102	71	96	105	79	77	92	115	132	87	131	134	119	138	68	98	103	122	113	110	110	131	158	115	94	112	86	135	136	113	89	8					
		8.23%	16.54%	6.48%	9.33%	9.89%	6.55%	5.54%	4.76%	5.97%	6.79%	6.11%	9.08%	8.89%	6.97%	4.14%	8.24%	6.53%	8.12%	9.12%	8.74%	9.06%	10.53%	9.12%	11.38%	10.55%	10.65%	11.95%	6.87%	7.60%	7.87%	6.78%	8.14%	7.97%	8.26%	7.85%	11.55%	10.19%	7.88%	8.36%	6.48%	8.25%	9.74%	8.80%	6.02%	8.60%					
20	Зюганов Геннадий Андреевич	10467	221	296	195	205	214	282	245	224	247	210	271	141	151	288	273	243	130	163	232	250	231	218	217	290	285	185	218	271	296	320	184	269	239	251	250	247	288	274	316	290	303	291	237	16					
		17.79%	12.83%	15.46%	12.05%	18.09%	13.35%	16.99%	14.59%	15.37%	16.29%	13.50%	22.38%	10.20%	10.31%	16.77%	23.43%	15.11%	13.36%	19.31%	22.03%	19.70%	18.44%	22.85%	18.85%	22.83%	25.51%	16.02%	22.02%	21.01%	22.63%	17.78%	13.25%	19.48%	17.96%	15.05%	18.27%	21.88%	24.14%	20.45%	23.81%	17.73%	21.69%	22.66%	16.02%	17.20%					
21	Медведев Дмитрий Анатольевич	39933	1072	1388	1167	728	1196	1205	1237	1080	1115	1187	749	1032	1107	1288	726	1167	720	558	673	797	823	602	740	773	660	764	621	826	836	1266	1014	904	900	1182	837	670	730	859	830	1120	875	778	1066	65					
		67.86%	62.22%	72.48%	72.13%	64.25%	74.61%	72.59%	73.67%	74.12%	73.55%	76.29%	61.85%	74.62%	75.61%	75.01%	62.32%	72.57%	73.99%	66.11%	63.91%	62.81%	65.68%	63.10%	64.29%	60.87%	59.09%	66.15%	62.73%	64.03%	63.91%	70.33%	73.00%	65.46%	67.62%	70.86%	61.18%	59.34%	61.19%	64.10%	62.55%	68.46%	62.63%	60.59%	72.08%	69.89%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
