Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    район Дорогомилово																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №2548	УИК №2549	УИК №2550	УИК №2551	УИК №2552	УИК №2553	УИК №2554	УИК №2555	УИК №2556	УИК №2557	УИК №2558	УИК №2559	УИК №2560	УИК №2561	УИК №2562	УИК №2563	УИК №2564	УИК №2565	УИК №2566	УИК №2567	УИК №4008									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	36602	1291	2020	1632	1507	1946	1735	1802	2083	1831	1817	2193	2517	1765	1775	1077	1730	1951	1913	2025	1931	61									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	32750	1150	1750	1450	1300	1700	1550	1600	1850	1600	1600	1900	2100	1550	1500	900	1400	1750	1650	1750	1700	1000									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13151	434	718	551	507	608	575	602	772	608	622	759	943	621	728	484	661	795	703	712	687	61									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	593	27	41	26	16	28	23	31	24	16	15	22	22	19	43	23	46	29	46	53	43	0									
6	Число погашенных избирательных бюллетеней	19006	689	991	873	777	1064	952	967	1054	976	963	1119	1135	910	729	393	693	926	901	985	970	939									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	593	27	41	26	16	28	23	31	24	16	15	22	22	19	43	23	46	29	46	53	43	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13116	434	714	550	491	608	575	602	771	608	622	759	942	621	724	484	660	794	701	712	683	61									
9	Число недействительных избирательных бюллетеней	198	4	16	7	9	6	9	7	8	11	9	5	21	17	11	8	12	13	6	13	6	0									
10	Число действительных избирательных бюллетеней	13511	457	739	569	498	630	589	626	787	613	628	776	943	623	756	499	694	810	741	752	720	61									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	315	15	15	15	15	15	15	15	15	25	15	15	20	15	15	15	15	15	15	15	15	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	202	10	10	7	13	8	10	7	13	13	7	9	14	12	8	8	10	11	12	10	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1034	16	55	6	25	14	10	18	24	18	12	27	131	30	108	89	148	120	27	50	45	61									
14	Число погашенных неиспользованных открепительных удостоверений	113	5	5	8	2	7	5	8	2	12	8	6	6	3	7	7	5	4	3	5	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	30	2	3	2	0	4	5	0	0	0	2	0	2	0	3	0	1	2	0	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	608	17	40	24	34	28	28	35	34	18	17	37	52	28	37	10	36	32	32	31	37	1									
		4.44%	3.69%	5.30%	4.17%	6.71%	4.40%	4.68%	5.53%	4.28%	2.88%	2.67%	4.74%	5.39%	4.38%	4.82%	1.97%	5.10%	3.89%	4.28%	4.05%	5.10%	1.64%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	221	4	17	9	8	9	9	8	9	9	9	14	13	7	17	15	13	10	17	13	10	1									
		1.61%	0.87%	2.25%	1.56%	1.58%	1.42%	1.51%	1.26%	1.13%	1.44%	1.41%	1.79%	1.35%	1.09%	2.22%	2.96%	1.84%	1.22%	2.28%	1.70%	1.38%	1.64%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	337	12	8	13	3	11	18	18	13	25	20	22	27	14	18	13	14	18	20	22	24	4									
		2.46%	2.60%	1.06%	2.26%	0.59%	1.73%	3.01%	2.84%	1.64%	4.01%	3.14%	2.82%	2.80%	2.19%	2.35%	2.56%	1.98%	2.19%	2.68%	2.88%	3.31%	6.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3996	153	221	147	143	256	198	175	205	170	172	231	279	207	219	148	213	242	217	209	165	26									
		29.15%	33.19%	29.27%	25.52%	28.21%	40.25%	33.11%	27.65%	25.79%	27.24%	27.00%	29.58%	28.94%	32.34%	28.55%	29.19%	30.17%	29.40%	29.05%	27.32%	22.73%	42.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	240	4	15	18	6	11	8	7	12	14	9	19	14	7	16	9	14	16	10	17	13	1									
		1.75%	0.87%	1.99%	3.13%	1.18%	1.73%	1.34%	1.11%	1.51%	2.24%	1.41%	2.43%	1.45%	1.09%	2.09%	1.78%	1.98%	1.94%	1.34%	2.22%	1.79%	1.64%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	0	4	5	2	2	2	3	1	3	3	0	8	3	1	2	2	4	0	1	1	0									
		0.34%	0.00%	0.53%	0.87%	0.39%	0.31%	0.33%	0.47%	0.13%	0.48%	0.47%	0.00%	0.83%	0.47%	0.13%	0.39%	0.28%	0.49%	0.00%	0.13%	0.14%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1426	44	63	56	78	70	72	50	74	82	60	80	114	77	73	75	82	87	65	59	54	11									
		10.40%	9.54%	8.34%	9.72%	15.38%	11.01%	12.04%	7.90%	9.31%	13.14%	9.42%	10.24%	11.83%	12.03%	9.52%	14.79%	11.61%	10.57%	8.70%	7.71%	7.44%	18.03%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	483	25	36	27	20	18	23	17	37	25	29	26	32	20	24	10	11	25	31	22	24	1									
		3.52%	5.42%	4.77%	4.69%	3.94%	2.83%	3.85%	2.69%	4.65%	4.01%	4.55%	3.33%	3.32%	3.13%	3.13%	1.97%	1.56%	3.04%	4.15%	2.88%	3.31%	1.64%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	793	30	30	32	33	28	31	42	49	33	35	49	50	24	35	30	50	52	33	77	49	1									
		5.78%	6.51%	3.97%	5.56%	6.51%	4.40%	5.18%	6.64%	6.16%	5.29%	5.49%	6.27%	5.19%	3.75%	4.56%	5.92%	7.08%	6.32%	4.42%	10.07%	6.75%	1.64%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	41	0	3	2	0	4	1	5	0	2	3	2	2	0	3	3	3	3	2	1	2	0									
		0.30%	0.00%	0.40%	0.35%	0.00%	0.63%	0.17%	0.79%	0.00%	0.32%	0.47%	0.26%	0.21%	0.00%	0.39%	0.59%	0.42%	0.36%	0.27%	0.13%	0.28%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2429	74	143	123	85	67	91	122	165	101	122	144	166	97	105	71	105	156	167	157	166	2									
		17.72%	16.05%	18.94%	21.35%	16.77%	10.53%	15.22%	19.27%	20.75%	16.19%	19.15%	18.44%	17.22%	15.16%	13.69%	14.00%	14.87%	18.96%	22.36%	20.52%	22.87%	3.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2117	68	111	71	57	96	71	86	141	95	103	110	135	107	162	94	114	133	102	108	143	10									
		15.44%	14.75%	14.70%	12.33%	11.24%	15.09%	11.87%	13.59%	17.74%	15.22%	16.17%	14.08%	14.00%	16.72%	21.12%	18.54%	16.15%	16.16%	13.65%	14.12%	19.70%	16.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	65	5	6	3	3	4	0	2	7	2	4	4	7	2	4	1	4	2	3	0	2	0									
		0.47%	1.08%	0.79%	0.52%	0.59%	0.63%	0.00%	0.32%	0.88%	0.32%	0.63%	0.51%	0.73%	0.31%	0.52%	0.20%	0.57%	0.24%	0.40%	0.00%	0.28%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	708	21	42	39	26	26	37	56	40	34	42	38	44	30	42	18	33	30	42	35	30	3									
		5.16%	4.56%	5.56%	6.77%	5.13%	4.09%	6.19%	8.85%	5.03%	5.45%	6.59%	4.87%	4.56%	4.69%	5.48%	3.55%	4.67%	3.65%	5.62%	4.58%	4.13%	4.92%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
