Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Ульчская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14987	701	73	562	283	727	204	200	694	1421	630	314	62	283	328	818	456	488	469	300	677	884	1116	489	280	116	193	215	1228	677	99									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13885	540	80	450	330	600	195	230	600	1400	600	300	55	290	300	800	450	500	450	300	600	860	1000	450	300	120	205	220	900	650	110									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	508	87	0	106	0	99	0	95	0	0	0	0	0	0	41	0	0	0	0	0	0	6	8	0	0	0	0	0	0	66	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5123	250	48	178	167	233	91	82	262	542	193	113	13	91	162	249	134	223	162	129	177	283	232	182	113	88	73	133	359	139	22									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	622	14	0	15	3	46	2	0	15	61	12	27	1	20	9	33	37	49	62	26	29	5	13	43	7	2	19	0	56	6	10									
6	Число погашенных избирательных бюллетеней	7632	189	32	151	160	222	102	53	323	797	395	160	41	179	88	518	279	228	226	145	394	566	747	225	180	30	113	87	485	439	78									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1130	101	0	121	3	145	2	95	15	61	12	27	1	20	50	33	37	49	62	26	29	11	21	43	7	2	19	0	56	72	10									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5123	250	48	178	167	233	91	82	262	542	193	113	13	91	162	249	134	223	162	129	177	283	232	182	113	88	73	133	359	139	22									
9	Число недействительных избирательных бюллетеней	168	16	0	4	0	3	0	0	16	16	7	1	0	2	4	5	8	6	5	0	4	13	6	20	6	2	8	1	12	3	0									
10	Число действительных избирательных бюллетеней	6085	335	48	295	170	375	93	177	261	587	198	139	14	109	208	277	163	266	219	155	202	281	247	205	114	88	84	132	403	208	32									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	240	5	5	5	5	10	5	5	15	30	10	5	5	5	5	10	5	5	5	5	10	10	15	10	5	5	5	5	15	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	80	0	5	0	0	6	3	5	9	22	1	0	0	2	3	6	5	1	0	1	1	2	2	1	0	0	0	0	1	3	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	10	1	2	8	14	5	0	2	11	0	0	2	1	1	0	2	1	2	0	2	2	4	3	3	0	3	1	6	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	160	5	0	5	5	4	2	0	6	8	9	5	5	3	2	4	0	4	5	4	9	8	13	9	5	5	5	5	14	7	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	85	6	0	11	2	5	1	0	6	14	4	1	0	1	3	2	2	1	6	0	1	3	5	4	0	0	2	0	4	1	0									
		1.36%	1.71%	0.00%	3.68%	1.18%	1.32%	1.08%	0.00%	2.17%	2.32%	1.95%	0.71%	0.00%	0.90%	1.42%	0.71%	1.17%	0.37%	2.68%	0.00%	0.49%	1.02%	1.98%	1.78%	0.00%	0.00%	2.17%	0.00%	0.96%	0.47%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	184	12	0	7	8	8	8	0	9	16	1	5	0	1	8	14	6	13	6	6	6	3	3	4	3	4	1	5	14	10	3									
		2.94%	3.42%	0.00%	2.34%	4.71%	2.12%	8.60%	0.00%	3.25%	2.65%	0.49%	3.57%	0.00%	0.90%	3.77%	4.96%	3.51%	4.78%	2.68%	3.87%	2.91%	1.02%	1.19%	1.78%	2.50%	4.44%	1.09%	3.76%	3.37%	4.74%	9.38%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	203	8	1	17	14	10	4	2	4	26	7	3	0	4	4	7	8	6	9	2	4	9	7	3	3	4	2	4	21	8	2									
		3.25%	2.28%	2.08%	5.69%	8.24%	2.65%	4.30%	1.13%	1.44%	4.31%	3.41%	2.14%	0.00%	3.60%	1.89%	2.48%	4.68%	2.21%	4.02%	1.29%	1.94%	3.06%	2.77%	1.33%	2.50%	4.44%	2.17%	3.01%	5.06%	3.79%	6.25%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2764	165	36	151	63	176	44	121	95	240	86	102	9	69	125	104	74	149	100	87	72	96	71	72	36	37	31	93	146	100	14									
		44.20%	47.01%	75.00%	50.50%	37.06%	46.56%	47.31%	68.36%	34.30%	39.80%	41.95%	72.86%	64.29%	62.16%	58.96%	36.88%	43.27%	54.78%	44.64%	56.13%	34.95%	32.65%	28.06%	32.00%	30.00%	41.11%	33.70%	69.92%	35.18%	47.39%	43.75%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	62	3	3	2	5	4	1	1	3	7	7	0	1	0	1	0	0	3	1	3	3	0	1	2	0	1	2	0	5	3	0									
		0.99%	0.85%	6.25%	0.67%	2.94%	1.06%	1.08%	0.56%	1.08%	1.16%	3.41%	0.00%	7.14%	0.00%	0.47%	0.00%	0.00%	1.10%	0.45%	1.94%	1.46%	0.00%	0.40%	0.89%	0.00%	1.11%	2.17%	0.00%	1.20%	1.42%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	16	1	0	1	0	1	0	0	2	2	1	1	0	1	0	1	0	1	0	0	1	2	0	0	0	0	0	0	0	1	0									
		0.26%	0.28%	0.00%	0.33%	0.00%	0.26%	0.00%	0.00%	0.72%	0.33%	0.49%	0.71%	0.00%	0.90%	0.00%	0.35%	0.00%	0.37%	0.00%	0.00%	0.49%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%									
