Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Кесовогорская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456					
1	"Число избирателей, внесенных в списки избирателей"	7156	1355	1040	956	183	129	216	243	141	242	230	109	504	280	424	388	214	266	236					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	6882	1300	1000	950	178	133	220	240	142	230	230	109	500	250	400	350	200	250	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3088	671	481	417	71	65	108	111	64	46	85	33	320	56	149	142	97	83	89					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1250	32	53	36	54	19	36	86	28	92	72	38	119	146	133	77	52	104	73					
6	Число погашенных избирательных бюллетеней	2544	597	466	497	53	49	76	43	50	92	73	38	61	48	118	131	51	63	38					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1250	32	53	36	54	19	36	86	28	92	72	38	119	146	133	77	52	104	73					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3088	671	481	417	71	65	108	111	64	46	85	33	320	56	149	142	97	83	89					
9	Число недействительных избирательных бюллетеней	20	6	3	1	0	0	5	0	1	1	2	0	0	1	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	4318	697	531	452	125	84	139	197	91	137	155	71	439	201	282	219	149	187	162					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	186	20	20	20	7	7	7	7	7	7	7	7	19	7	15	8	7	7	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	56	8	4	13	0	0	3	1	0	1	0	0	19	1	4	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	34	3	5	2	1	0	1	2	1	2	2	2	0	2	2	4	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	130	12	16	7	7	7	4	6	7	6	7	7	0	6	11	8	6	6	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	14	4	2	2	1	0	2	0	0	1	1	0	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
