Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																								
Дата голосования: 04.12.2011																								
																								
Наименование Избирательной комиссии:    Кесовогорская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416					
1	"Число избирателей, внесенных в список избирателей"	7180	1333	1025	956	178	353	200	118	329	207	191	236	130	802	268	432	230	192					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6780	1000	1000	900	180	350	200	120	350	200	200	250	130	800	250	420	240	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2831	695	465	388	59	121	72	44	50	73	101	109	71	215	47	171	84	66					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1171	43	48	70	37	81	40	21	172	63	33	84	26	107	109	96	75	66					
6	Число погашенных избирательных бюллетеней	2778	262	487	442	84	148	88	55	128	64	66	57	33	478	94	153	81	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1171	43	48	70	37	81	40	21	172	63	33	84	26	107	109	96	75	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2831	695	465	388	59	121	72	44	50	73	101	109	71	215	47	171	84	66					
9	Число недействительных избирательных бюллетеней	41	13	3	10	1	0	0	0	0	2	1	4	1	2	1	0	1	2					
10	Число действительных избирательных бюллетеней	3961	725	510	448	95	202	112	65	222	134	133	189	96	320	155	267	158	130					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	243	35	26	20	5	10	5	5	14	10	16	10	5	32	5	20	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	241	35	26	20	5	10	3	5	14	10	16	10	5	32	5	20	15	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	5	7	5	2	2	4	2	2	2	2	3	3	5	3	9	2	3					
14	Число погашенных неиспользованных открепительных удостоверений	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	854	211	148	121	18	39	23	11	40	14	29	28	7	51	21	46	27	20					
		21.34%	28.59%	28.85%	26.42%	18.75%	19.31%	20.54%	16.92%	18.02%	10.29%	21.64%	14.51%	7.22%	15.84%	13.46%	17.23%	16.98%	15.15%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	535	88	74	64	11	19	15	11	37	27	17	20	32	39	20	31	10	20					
		13.37%	11.92%	14.42%	13.97%	11.46%	9.41%	13.39%	16.92%	16.67%	19.85%	12.69%	10.36%	32.99%	12.11%	12.82%	11.61%	6.29%	15.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	4	2	6	1	1	1	0	1	1	1	2	0	3	1	0	2	0					
		0.65%	0.54%	0.39%	1.31%	1.04%	0.50%	0.89%	0.00%	0.45%	0.74%	0.75%	1.04%	0.00%	0.93%	0.64%	0.00%	1.26%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	791	185	102	112	12	46	24	6	46	18	23	27	19	69	21	30	36	15					
		19.77%	25.07%	19.88%	24.45%	12.50%	22.77%	21.43%	9.23%	20.72%	13.24%	17.16%	13.99%	19.59%	21.43%	13.46%	11.24%	22.64%	11.36%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	17	7	9	1	1	0	0	2	0	0	1	0	7	2	2	2	1					
		1.30%	2.30%	1.36%	1.97%	1.04%	0.50%	0.00%	0.00%	0.90%	0.00%	0.00%	0.52%	0.00%	2.17%	1.28%	0.75%	1.26%	0.76%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1684	218	175	135	52	94	49	37	93	74	63	109	36	151	87	157	81	73					
		42.08%	29.54%	34.11%	29.48%	54.17%	46.53%	43.75%	56.92%	41.89%	54.41%	47.01%	56.48%	37.11%	46.89%	55.77%	58.80%	50.94%	55.30%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	19	2	2	1	0	2	0	0	3	0	0	2	2	0	3	1	0	1					
		0.47%	0.27%	0.39%	0.22%	0.00%	0.99%	0.00%	0.00%	1.35%	0.00%	0.00%	1.04%	2.06%	0.00%	1.92%	0.37%	0.00%	0.76%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
