Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																									
Дата голосования: 04.12.2011																																									
																																									
Наименование Избирательной комиссии:    Брединская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №1588	УИК №1589	УИК №1590	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622					
1	"Число избирателей, внесенных в список избирателей"	22724	1674	875	1096	1354	936	1128	1124	512	488	995	332	621	1128	154	162	159	1146	475	469	322	137	1090	712	215	80	935	272	1247	122	1152	172	125	1026	289					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	21650	1600	800	1000	1300	900	1100	1000	500	500	1000	310	600	1000	130	150	150	1100	450	450	300	130	1100	700	200	80	900	250	1200	110	1100	170	110	1000	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14489	997	487	603	791	587	682	639	254	297	715	252	467	724	116	119	144	776	376	346	199	81	687	475	135	75	618	200	826	83	690	136	100	606	206					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	928	49	75	36	33	17	67	22	13	25	39	16	36	26	7	0	0	48	13	13	5	0	44	54	0	0	37	11	92	23	53	4	3	55	12					
6	Число погашенных избирательных бюллетеней	6233	554	238	361	476	296	351	339	233	178	246	42	97	250	7	31	6	276	61	91	96	49	369	171	65	5	245	39	282	4	357	30	7	339	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	928	49	75	36	33	17	67	22	13	25	39	16	36	26	7	0	0	48	13	13	5	0	44	54	0	0	37	11	92	23	53	4	3	55	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14489	997	487	603	791	587	682	639	254	297	715	252	467	724	116	119	144	776	376	346	199	81	687	475	135	75	618	200	826	83	690	136	100	606	206					
9	Число недействительных избирательных бюллетеней	242	15	6	11	18	13	9	6	4	7	10	4	7	13	2	5	5	9	5	3	3	0	18	12	1	0	20	5	9	3	9	2	1	6	1					
10	Число действительных избирательных бюллетеней	15175	1031	556	628	806	591	740	655	263	315	744	264	496	737	121	114	139	815	384	356	201	81	713	517	134	75	635	206	909	103	734	138	102	655	217					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	261	8	7	7	2	4	8	13	2	2	12	14	4	10	5	2	2	21	8	2	2	7	8	12	2	2	23	0	13	2	6	14	12	20	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	252	8	7	7	2	4	8	11	2	2	11	13	4	10	5	2	1	21	8	2	2	7	8	12	1	1	23	0	13	2	4	14	12	20	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	169	4	4	4	1	5	2	4	0	2	2	2	4	1	18	0	18	5	3	2	1	0	5	15	0	0	0	2	1	0	13	11	18	11	11					
