Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Брединская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1592	УИК №1593	УИК №1594	УИК №1595	УИК №1596	УИК №1597	УИК №1598	УИК №1599	УИК №1600	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622					
1	"Число избирателей, внесенных в списки избирателей"	22830	1810	852	1165	746	573	876	1324	1193	467	477	1019	329	598	1119	140	165	157	1128	476	486	332	150	1045	842	203	923	266	1202	118	1005	166	119	892	144	323					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21040	1600	700	1000	700	500	800	1200	1000	500	450	1000	290	600	1000	140	160	150	1000	500	450	300	140	1000	800	200	900	250	1100	110	900	150	100	900	150	300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13823	997	481	659	400	331	482	721	638	290	289	587	241	437	663	88	127	119	670	325	317	208	78	688	577	141	580	187	695	58	636	118	92	566	104	233					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	931	25	98	38	17	38	26	62	31	17	70	17	21	61	18	4	0	0	25	6	17	0	0	33	85	3	21	25	51	28	19	5	4	56	1	9					
6	Число погашенных избирательных бюллетеней	6286	578	121	303	283	131	292	417	331	193	91	396	28	102	319	48	33	31	305	169	116	92	62	279	138	56	299	38	354	24	245	27	4	278	45	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	931	25	98	38	17	38	26	62	31	17	70	17	21	61	18	4	0	0	25	6	17	0	0	33	85	3	21	25	51	28	19	5	4	56	1	9					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13819	997	481	659	400	331	482	719	637	290	289	587	241	437	663	88	127	119	670	325	317	208	78	688	577	141	580	187	695	58	636	117	92	566	104	233					
9	Число недействительных избирательных бюллетеней	183	13	2	5	4	11	8	7	9	0	4	9	1	5	7	3	0	1	13	1	7	4	1	11	8	1	13	1	10	2	7	3	1	6	3	2					
10	Число действительных избирательных бюллетеней	14567	1009	577	692	413	358	500	774	659	307	355	595	261	493	674	89	127	118	682	330	327	204	77	710	654	143	588	211	736	84	648	119	95	616	102	240					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	190	18	3	8	5	5	6	10	8	5	3	8	2	7	9	2	2	2	12	4	4	3	2	8	7	3	7	3	9	2	7	2	2	7	2	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	118	18	1	7	0	5	3	7	8	5	2	2	0	7	6	0	0	0	10	1	2	0	2	8	1	1	4	0	3	0	3	0	0	7	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	84	8	3	1	1	3	4	5	8	1	5	0	2	0	4	1	1	2	3	5	3	0	1	3	1	1	3	0	1	1	3	1	2	5	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	72	0	2	1	5	0	3	3	0	0	1	6	2	0	3	2	2	2	2	3	2	3	0	0	6	2	3	3	6	2	4	2	2	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	1	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	1.Политическая партия «Аграрная партия России»	432	18	13	9	6	10	7	13	13	1	10	34	16	11	19	1	3	2	45	4	18	7	4	19	39	0	40	8	22	0	20	2	0	13	2	3					
		2.93%	1.76%	2.25%	1.29%	1.44%	2.71%	1.38%	1.66%	1.95%	0.33%	2.79%	5.63%	6.11%	2.21%	2.79%	1.09%	2.36%	1.68%	6.47%	1.21%	5.39%	3.37%	5.13%	2.64%	5.89%	0.00%	6.66%	3.77%	2.95%	0.00%	3.05%	1.64%	0.00%	2.09%	1.90%	1.24%					
19	2.Всероссийская политическая партия «Гражданская Сила»	37	3	4	1	2	2	1	1	6	1	2	1	0	0	1	0	0	0	4	0	1	0	0	2	1	0	2	0	0	0	1	0	0	1	0	0					
		0.25%	0.29%	0.69%	0.14%	0.48%	0.54%	0.20%	0.13%	0.90%	0.33%	0.56%	0.17%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.58%	0.00%	0.30%	0.00%	0.00%	0.28%	0.15%	0.00%	0.33%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.16%	0.00%	0.00%					
