Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Пугачевская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522					
1	"Число избирателей, внесенных в списки"	46626	571	868	768	2264	548	240	558	595	651	941	1170	738	798	666	1088	853	757	504	562	1023	660	692	746	868	1142	1357	1257	242	1016	1808	1225	1539	1469	1018	1621	926	686	1366	1310	1390	997	916	1948	801	1582	1881					
2	"Число бюллетеней, полученных участковыми комиссиями"	46404	583	952	778	2384	567	252	576	612	660	1040	1177	748	848	668	1131	866	754	514	572	1065	678	751	715	819	1088	1318	1209	354	982	1779	1166	1508	1451	1445	1554	913	673	1362	1226	1327	979	822	1368	776	1548	1846					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	30329	553	713	730	1463	477	220	515	553	477	738	914	527	608	574	883	683	747	475	517	802	614	692	500	358	641	677	647	63	608	979	648	840	597	965	801	535	361	899	709	784	473	486	1039	432	770	1042					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1112	0	17	0	32	0	0	0	0	48	0	10	66	29	63	76	25	0	0	0	0	0	0	4	31	16	33	34	179	42	28	28	47	48	53	0	33	11	0	14	34	10	26	34	14	17	10					
6	Число погашенных бюллетеней	14963	30	222	48	889	90	32	61	59	135	302	253	155	211	31	172	158	7	39	55	263	64	59	211	430	431	608	528	112	332	772	490	621	806	427	753	345	301	463	503	509	496	310	295	330	761	794					
7	Число бюллетеней в переносных ящиках для голосования	1112	0	17	0	32	0	0	0	0	48	0	10	66	29	63	76	25	0	0	0	0	0	0	4	31	16	33	34	179	42	28	28	47	48	53	0	33	11	0	14	34	10	26	34	14	17	10					
8	Число бюллетеней в стационарных ящиках для голосования	30324	553	713	730	1463	477	220	513	553	477	738	914	527	608	574	883	683	747	475	517	802	614	692	500	358	641	677	647	63	608	979	648	840	597	965	801	535	361	899	709	784	473	486	1039	430	770	1041					
9	Число недействительных бюллетеней	571	0	9	7	8	13	0	5	5	3	8	10	0	28	1	1	22	4	7	28	19	5	14	6	10	2	5	28	4	42	43	9	2	6	14	6	43	8	2	6	36	0	52	4	6	3	37					
10	Число действительных бюллетеней	30865	553	721	723	1487	464	220	508	548	522	730	914	593	609	636	958	686	743	468	489	783	609	678	498	379	655	705	653	238	608	964	667	885	639	1004	795	525	364	897	717	782	483	460	1069	438	784	1014					
