Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																											
Дата голосования: 07.12.2003 0:00:00																																																											
																																																											
Наименование Избирательной комиссии:    Шпаковская																																																											
																																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																											
																																																											
		Сумма	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254					
1	"Число избирателей, внесенных в списки"	75837	1801	581	1637	1664	1865	2696	1417	2028	2037	1870	2824	2055	1730	2735	2619	963	2630	2162	1327	2266	237	404	1812	1779	476	315	374	2767	1154	122	287	1615	255	480	2529	1472	2041	1834	2093	1599	1523	1926	331	2617	1811	460	420	378	2106	136	1188	389					
2	"Число бюллетеней, полученных участковыми комиссиями"	68400	1600	500	1500	1500	1700	2500	1300	1800	1800	1600	2500	1800	1600	2500	2500	900	2300	1900	1200	2000	200	300	1600	1100	400	300	400	2700	1100	100	200	1500	200	400	2400	1300	1900	1700	1900	1500	1400	1800	300	2500	1600	400	400	400	1900	100	1100	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	34294	757	290	655	958	755	1245	584	906	741	848	1209	1003	714	1148	1213	466	1123	968	608	1016	135	132	854	1017	183	156	242	1405	608	79	135	836	142	106	1047	624	702	841	935	692	600	992	203	1130	848	225	224	232	926	72	592	172					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1834	30	18	22	13	46	70	19	10	61	11	82	56	47	71	83	21	43	27	11	92	0	70	34	42	46	12	26	19	63	3	18	24	22	47	29	17	27	45	40	17	25	62	14	58	50	27	21	21	54	14	32	22					
6	Число погашенных бюллетеней	32278	813	192	823	529	899	1185	697	884	998	741	1209	741	839	1281	1204	413	1140	905	581	892	65	98	712	41	171	132	132	1276	429	18	47	640	36	247	1324	659	1171	814	925	791	775	746	83	1312	702	148	155	147	920	14	476	106					
7	Число бюллетеней в переносных ящиках для голосования	1834	30	18	22	13	46	70	19	10	61	11	82	56	47	71	83	21	43	27	11	92	0	70	34	42	46	12	26	19	63	3	18	24	22	47	29	17	27	45	40	17	25	62	14	58	50	27	21	21	54	14	32	22					
8	Число бюллетеней в стационарных ящиках для голосования	34186	757	290	654	958	755	1244	584	906	740	848	1209	1003	714	1148	1130	466	1120	968	608	1016	135	132	838	1017	183	156	242	1405	608	79	135	836	142	106	1047	624	702	841	935	692	600	992	203	1130	848	225	224	232	923	72	592	172					
9	Число недействительных бюллетеней	725	9	6	5	5	23	55	15	9	11	6	23	32	17	17	20	9	16	10	5	20	3	10	0	14	0	5	7	31	15	6	0	33	3	10	24	9	20	29	29	14	22	3	3	23	25	1	27	5	23	2	14	2					
10	Число действительных бюллетеней	35295	778	302	671	966	778	1259	588	907	790	853	1268	1027	744	1202	1193	478	1147	985	614	1088	132	192	872	1045	229	163	261	1393	656	76	153	827	161	143	1052	632	709	857	946	695	603	1051	214	1165	873	251	218	248	954	84	610	192					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	780	20	15	15	15	20	25	20	15	20	20	25	25	25	25	25	15	25	25	15	10	5	5	15	10	5	5	5	31	15	5	5	15	5	5	25	15	25	20	20	15	15	25	5	15	20	9	5	5	10	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	259	1	0	9	11	5	11	3	3	3	9	5	8	7	9	9	2	4	17	5	10	1	1	8	8	0	3	5	28	6	0	0	4	0	0	2	3	3	5	3	2	3	8	1	11	5	8	0	1	4	0	5	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	1	2	5	6	2	5	4	6	2	9	3	4	1	4	2	3	2	8	3	10	2	2	2	4	3	4	1	15	2	1	0	1	3	0	1	1	0	15	4	0	1	2	2	7	6	2	2	0	2	1	3	3					
14	Число погашенных открепительных удостоверений	527	19	15	6	4	15	14	17	12	17	11	20	17	18	16	16	13	21	8	10	0	4	4	7	2	5	2	21	3	9	5	5	11	5	5	23	12	22	0	17	13	12	17	4	4	15	1	5	4	6	5	5	5					
15	Число открепительных удостоверений выданных ТИК	20	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	2	0	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	1	0	0	0	2	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																											
18	"1. ""ЕДИНЕНИЕ"""	555	24	2	8	6	13	11	4	6	11	12	25	12	17	29	12	2	17	9	9	20	3	5	19	18	6	5	8	12	18	0	4	6	1	4	21	9	26	10	14	2	14	13	0	15	19	8	9	3	13	3	13	5					
		1.54%	3.04%	0.64%	1.18%	0.61%	1.62%	0.83%	0.66%	0.65%	1.37%	1.39%	1.93%	1.13%	2.23%	2.37%	0.98%	0.41%	1.46%	0.90%	1.45%	1.80%	2.22%	2.47%	2.17%	1.69%	2.62%	2.97%	2.98%	0.84%	2.68%	0.0%	2.61%	0.69%	0.60%	2.61%	1.95%	1.40%	3.56%	1.12%	1.43%	0.28%	2.24%	1.23%	0.0%	1.26%	2.11%	3.17%	3.67%	1.18%	1.33%	3.48%	2.08%	2.57%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	640	2	2	24	27	12	26	5	25	10	24	21	30	15	32	11	5	14	15	13	34	1	1	8	31	0	2	3	30	10	2	1	4	3	1	28	21	12	13	6	12	8	10	4	18	25	9	7	7	8	1	5	2					
		1.77%	0.25%	0.64%	3.55%	2.78%	1.49%	1.97%	0.82%	2.72%	1.24%	2.79%	1.62%	2.83%	1.97%	2.62%	0.90%	1.02%	1.20%	1.50%	2.10%	3.06%	0.74%	0.49%	0.91%	2.92%	0.0%	1.19%	1.11%	2.10%	1.49%	2.43%	0.65%	0.46%	1.82%	0.65%	2.60%	3.27%	1.64%	1.46%	0.61%	1.69%	1.28%	0.94%	1.84%	1.51%	2.78%	3.57%	2.85%	2.76%	0.81%	1.16%	0.80%	1.03%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1372	29	15	14	28	38	41	24	21	23	24	64	43	33	32	61	18	68	44	17	35	3	3	34	46	10	2	18	47	32	3	2	28	4	12	42	14	37	33	38	19	34	48	6	45	36	6	14	14	25	4	32	9					
		3.80%	3.68%	4.87%	2.07%	2.88%	4.74%	3.12%	3.98%	2.29%	2.87%	2.79%	4.95%	4.06%	4.33%	2.62%	5.02%	3.69%	5.84%	4.42%	2.74%	3.15%	2.22%	1.48%	3.89%	4.34%	4.36%	1.19%	6.71%	3.30%	4.76%	3.65%	1.30%	3.25%	2.43%	7.84%	3.90%	2.18%	5.07%	3.72%	3.89%	2.67%	5.44%	4.55%	2.76%	3.78%	4.00%	2.38%	5.71%	5.53%	2.55%	4.65%	5.12%	4.63%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	920	23	9	32	36	30	52	21	36	26	27	45	34	25	49	36	22	25	33	26	34	1	4	12	26	11	5	5	32	5	0	0	10	8	1	24	9	4	4	15	16	13	17	1	19	23	6	4	3	11	4	5	1					
		2.55%	2.92%	2.92%	4.73%	3.70%	3.74%	3.95%	3.48%	3.93%	3.24%	3.14%	3.48%	3.21%	3.28%	4.01%	2.96%	4.51%	2.14%	3.31%	4.20%	3.06%	0.74%	1.98%	1.37%	2.45%	4.80%	2.97%	1.86%	2.24%	0.74%	0.0%	0.0%	1.16%	4.87%	0.65%	2.23%	1.40%	0.54%	0.45%	1.53%	2.25%	2.08%	1.61%	0.46%	1.59%	2.56%	2.38%	1.63%	1.18%	1.12%	4.65%	0.80%	0.51%					
22	"5. ""За Русь Святую"""	244	5	2	8	5	4	8	4	2	3	9	9	4	8	11	13	3	11	4	0	9	2	2	6	11	1	0	1	4	3	1	1	2	1	2	10	8	1	3	17	10	6	8	1	6	5	2	0	0	4	2	2	0					
		0.67%	0.63%	0.64%	1.18%	0.51%	0.49%	0.60%	0.66%	0.21%	0.37%	1.04%	0.69%	0.37%	1.05%	0.90%	1.07%	0.61%	0.94%	0.40%	0.0%	0.81%	1.48%	0.99%	0.68%	1.03%	0.43%	0.0%	0.37%	0.28%	0.44%	1.21%	0.65%	0.23%	0.60%	1.30%	0.92%	1.24%	0.13%	0.33%	1.74%	1.41%	0.96%	0.75%	0.46%	0.50%	0.55%	0.79%	0.0%	0.0%	0.40%	2.32%	0.32%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	127	1	0	1	2	1	6	5	2	2	7	5	4	2	1	5	2	3	3	0	3	0	0	10	5	1	0	2	1	2	2	0	2	5	0	5	0	2	4	3	4	4	0	1	9	2	1	0	1	3	0	1	2					
		0.35%	0.12%	0.0%	0.14%	0.20%	0.12%	0.45%	0.82%	0.21%	0.24%	0.81%	0.38%	0.37%	0.26%	0.08%	0.41%	0.41%	0.25%	0.30%	0.0%	0.27%	0.0%	0.0%	1.14%	0.47%	0.43%	0.0%	0.74%	0.07%	0.29%	2.43%	0.0%	0.23%	3.04%	0.0%	0.46%	0.0%	0.27%	0.45%	0.30%	0.56%	0.64%	0.0%	0.46%	0.75%	0.22%	0.39%	0.0%	0.39%	0.30%	0.0%	0.16%	1.03%					
24	"7. ""Новый курс - Автомобильная Россия"""	384	7	1	17	17	11	16	7	7	5	8	11	6	6	18	9	8	14	21	10	10	5	3	15	15	2	2	5	22	5	1	0	11	1	2	7	3	15	7	7	2	14	2	0	9	9	0	0	1	7	0	0	3					
		1.06%	0.88%	0.32%	2.51%	1.75%	1.37%	1.21%	1.16%	0.76%	0.62%	0.93%	0.85%	0.56%	0.78%	1.47%	0.74%	1.64%	1.20%	2.11%	1.61%	0.90%	3.70%	1.48%	1.72%	1.41%	0.87%	1.19%	1.86%	1.54%	0.74%	1.21%	0.0%	1.27%	0.60%	1.30%	0.65%	0.46%	2.05%	0.79%	0.71%	0.28%	2.24%	0.18%	0.0%	0.75%	1.00%	0.0%	0.0%	0.39%	0.71%	0.0%	0.0%	1.54%					
25	"8. ""Народно-республиканская партия России"""	70	1	0	0	1	2	1	2	1	1	1	2	2	1	4	1	1	0	2	0	0	0	0	0	3	0	0	5	0	1	0	2	3	1	2	2	1	7	2	3	1	4	3	0	1	0	2	0	0	2	1	0	1					
		0.19%	0.12%	0.0%	0.0%	0.10%	0.24%	0.07%	0.33%	0.10%	0.12%	0.11%	0.15%	0.18%	0.13%	0.32%	0.08%	0.20%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	1.86%	0.0%	0.14%	0.0%	1.30%	0.34%	0.60%	1.30%	0.18%	0.15%	0.96%	0.22%	0.30%	0.14%	0.64%	0.28%	0.0%	0.08%	0.0%	0.79%	0.0%	0.0%	0.20%	1.16%	0.0%	0.51%					
26	"9. ""Российская экологическая партия ""Зеленые"""	145	3	0	1	5	3	5	4	4	1	4	2	2	3	6	3	5	3	5	2	3	1	1	0	5	2	0	2	3	9	0	1	1	0	1	7	1	7	2	4	1	2	15	0	4	2	0	0	0	6	0	2	2					
		0.40%	0.38%	0.0%	0.14%	0.51%	0.37%	0.38%	0.66%	0.43%	0.12%	0.46%	0.15%	0.18%	0.39%	0.49%	0.24%	1.02%	0.25%	0.50%	0.32%	0.27%	0.74%	0.49%	0.0%	0.47%	0.87%	0.0%	0.74%	0.21%	1.34%	0.0%	0.65%	0.11%	0.0%	0.65%	0.65%	0.15%	0.96%	0.22%	0.41%	0.14%	0.32%	1.42%	0.0%	0.33%	0.22%	0.0%	0.0%	0.0%	0.61%	0.0%	0.32%	1.03%					
27	"10. ""Аграрная партия России"""	2099	31	20	21	68	27	59	21	32	40	23	53	51	14	20	47	17	40	28	28	41	32	10	41	26	12	19	34	60	85	9	6	181	31	14	39	32	10	112	114	62	45	87	7	72	30	8	21	20	114	4	49	32					
		5.82%	3.93%	6.49%	3.10%	7.00%	3.37%	4.49%	3.48%	3.49%	4.99%	2.67%	4.10%	4.81%	1.83%	1.64%	3.87%	3.49%	3.43%	2.81%	4.52%	3.70%	23.70%	4.95%	4.70%	2.45%	5.24%	11.30%	12.68%	4.21%	12.66%	10.97%	3.92%	21.04%	18.90%	9.15%	3.62%	4.99%	1.37%	12.64%	11.69%	8.74%	7.2%	8.25%	3.22%	6.06%	3.34%	3.17%	8.57%	7.90%	11.66%	4.65%	7.85%	16.49%					
28	"11. ""Истинные патриоты России"""	101	0	1	0	1	1	6	0	0	1	0	1	0	2	0	1	0	3	2	2	5	0	0	3	1	0	0	2	11	2	2	4	1	4	2	8	3	4	0	1	3	3	4	0	0	1	3	0	0	7	1	2	3					
		0.28%	0.0%	0.32%	0.0%	0.10%	0.12%	0.45%	0.0%	0.0%	0.12%	0.0%	0.07%	0.0%	0.26%	0.0%	0.08%	0.0%	0.25%	0.20%	0.32%	0.45%	0.0%	0.0%	0.34%	0.09%	0.0%	0.0%	0.74%	0.77%	0.29%	2.43%	2.61%	0.11%	2.43%	1.30%	0.74%	0.46%	0.54%	0.0%	0.10%	0.42%	0.48%	0.37%	0.0%	0.0%	0.11%	1.19%	0.0%	0.0%	0.71%	1.16%	0.32%	1.54%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	509	11	5	3	18	8	15	12	11	14	13	17	11	19	19	19	16	17	4	2	26	0	3	4	10	2	3	6	25	3	0	1	4	0	1	10	8	15	14	25	12	10	15	0	22	18	7	0	3	13	2	13	0					
